prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
ctrl_cc_cloze_001,closed captions,control,cloze,Closed captions display,6,4.9153,6.0072,7.0106,0.5852,gpt2
ctrl_contrast_cloze_001,color contrast,control,cloze,Color contrast is important because,6,5.1012,4.3142,7.0106,2.7579,gpt2
ctrl_title_cloze_001,page title,control,cloze,A page title describes,5,5.5328,3.3416,7.9503,3.3416,gpt2
ctrl_cc_direct_001,closed captions,control,direct_question,What are closed captions?,7,4.0352,2.7333,7.0106,0.9814,gpt2
ctrl_contrast_direct_001,color contrast,control,direct_question,What is color contrast?,6,4.4688,2.1283,7.0106,1.9925,gpt2
ctrl_title_direct_001,page title,control,direct_question,What is a page title?,7,5.0112,2.2207,8.6434,1.2346,gpt2
ctrl_cc_instruction_001,closed captions,control,instruction,Explain closed captions to a web developer.,11,4.2653,3.8176,7.0106,0.4725,gpt2
ctrl_contrast_instruction_001,color contrast,control,instruction,Explain color contrast to a web developer.,10,4.6286,3.7397,7.0106,1.8974,gpt2
ctrl_title_instruction_001,page title,control,instruction,Explain page titles to a web developer.,10,4.6458,4.1336,7.0106,2.9326,gpt2
ctrl_cc_evaluative_001,closed captions,control,evaluative,A video without closed captions is not accessible because,11,3.6869,2.2956,7.9503,0.0046,gpt2
ctrl_contrast_evaluative_001,color contrast,control,evaluative,Text with low color contrast is not accessible because,10,5.5736,3.3764,7.8881,3.3764,gpt2
ctrl_title_evaluative_001,page title,control,evaluative,A web page without a title is not accessible because,11,5.1238,2.7239,7.9503,2.7239,gpt2
ctrl_cc_scenario_001,closed captions,control,scenario,"A deaf user is watching a video on a website. Without closed captions, the user",19,4.1792,3.6337,7.9503,0.0138,gpt2
ctrl_contrast_scenario_001,color contrast,control,scenario,A low vision user visits a website with poor color contrast. The user,15,5.0105,4.8809,7.9503,2.8974,gpt2
ctrl_title_scenario_001,page title,control,scenario,A screen reader user navigates to a web page with no title. The user,17,4.2987,4.7635,7.9503,0.5416,gpt2
ctrl_bicycle_cloze_001,bicycle,control,cloze,A bicycle is used for,6,5.6659,5.9138,7.9503,2.1572,gpt2
ctrl_bicycle_direct_001,bicycle,control,direct_question,What is a bicycle?,6,5.66,2.0176,8.6434,2.0176,gpt2
ctrl_bicycle_instruction_001,bicycle,control,instruction,Explain bicycles to a web developer.,9,4.4851,4.0083,7.0106,2.9326,gpt2
ctrl_bicycle_evaluative_001,bicycle,control,evaluative,A bicycle without brakes is not safe because,9,4.8399,2.6905,7.9503,2.6905,gpt2
ctrl_bicycle_scenario_001,bicycle,control,scenario,"A child is riding a bicycle on a busy street. Without a helmet, the child",18,4.417,3.6413,7.9503,1.8794,gpt2
