prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
decl_tab_panel_001,tab panel,declarative,cloze,A tab panel is,"a small window that can be used to display information about a tab.

The tab panel is a small window that can be used to display information about a tab.

The tab panel is a small window that can be used to display information about a tab.

The tab panel is a small window that can be used to display information about a tab.

The tab panel is a small window that can be used to display information about a tab.

The tab panel is",100,gpt2-large
decl_radio_group_001,radio group,declarative,cloze,A radio group is,"suing the FCC over its plan to allow Internet service providers to charge content companies for faster delivery of their content.

The lawsuit, filed in federal court in Washington, D.C., on Monday, argues that the FCC's plan to allow Internet service providers to charge content companies for faster delivery of their content violates the First Amendment.

The lawsuit, filed by the American Civil Liberties Union, argues that the FCC's plan to allow Internet service providers to charge content companies for faster delivery of their",100,gpt2-large
decl_tree_grid_001,tree grid,declarative,cloze,A tree grid is,"a grid of trees that is used to represent a tree. The grid is made up of a number of trees, each of which is a node in the tree. The grid is made up of a number of trees, each of which is a node in the tree.

The tree grid is used to represent a tree. The grid is made up of a number of trees, each of which is a node in the tree.

The tree grid is used to represent a tree. The",100,gpt2-large
decl_menu_bar_001,menu bar,declarative,cloze,A menu bar is,"a menu that is displayed on the left side of the screen. It is used to display the menu items that are currently selected.

Menu Bar

The menu bar is a menu that is displayed on the left side of the screen. It is used to display the menu items that are currently selected.

Menu Items

Menu items are the items that are displayed on the menu bar.

Menu Items

Menu items are the items that are displayed on the menu bar.",100,gpt2-large
decl_tool_tip_001,tool tip,declarative,cloze,A tool tip is,"a piece of information that is displayed on a tool tip.

A tool tip is a piece of information that is displayed on a tool tip.

A tool tip is a piece of information that is displayed on a tool tip.

A tool tip is a piece of information that is displayed on a tool tip.

A tool tip is a piece of information that is displayed on a tool tip.

A tool tip is a piece of information that is displayed on a tool",100,gpt2-large
decl_combo_box_001,combo box,declarative,cloze,A combo box is,"a type of box that can be used to store a variety of items.

Contents show]

History Edit

The first combo box was created by the Doctor in the year 2999, when he was in the TARDIS. The box was a combination of a computer and a computer terminal. The box was used to store the Doctor's memories and memories of his companions. (TV: The Doctor's Wife)

The Doctor used a combo box to store his memories of his",100,gpt2-large
decl_semantic_markup_001,semantic markup,declarative,cloze,Semantic markup is,"a way of describing the structure of a document. It is used to describe the structure of a document, such as the order of paragraphs, the order of paragraphs, the order of paragraphs, the order of paragraphs, the order of paragraphs, the order of paragraphs, the order of paragraphs, the order of paragraphs, the order of paragraphs, the order of paragraphs, the order of paragraphs, the order of paragraphs, the order of paragraphs, the order of paragraphs, the order of paragraphs, the order",100,gpt2-large
decl_focus_management_001,focus management,declarative,cloze,Focus management is,"a technique that helps you to focus on the task at hand. It is a technique that helps you to focus on the task at hand.

Focus management is a technique that helps you to focus on the task at hand. It is a technique that helps you to focus on the task at hand.

Focus management is a technique that helps you to focus on the task at hand. It is a technique that helps you to focus on the task at hand.

Focus management is a",100,gpt2-large
decl_reading_order_001,reading order,declarative,cloze,Reading order is,important. It's the first thing you learn in the book. It's the first thing you learn in the movie. It's the first thing you learn in the book. It's the first thing you learn in the movie. It's the first thing you learn in the book. It's the first thing you learn in the movie. It's the first thing you learn in the book. It's the first thing you learn in the movie. It's the first thing you learn in the book,100,gpt2-large
decl_text_formatting_001,text formatting,declarative,cloze,Text formatting is,"a very important part of any website. It's a way to make your content more readable and to make your content more engaging.

The problem is that most of the time, you don't know what you're doing.

You're not sure how to format your text. You're not sure how to format your images. You're not sure how to format your links.

You're not sure how to format your images. You're not sure how to format your links.",100,gpt2-large
decl_form_field_001,form field,declarative,cloze,A form field is,"a special type of field that is used to specify a value for a field.

The form field is used to specify a value for a field.

The form field is used to specify a value for a field.

The form field is used to specify a value for a field.

The form field is used to specify a value for a field.

The form field is used to specify a value for a field.

The form field is used to specify",100,gpt2-large
decl_landmark_region_001,landmark region,declarative,cloze,A landmark region is,"being transformed into a new city, with the construction of a new airport, a new city centre and a new city centre.

The new city centre will be built on the site of the former city centre, which is now a parking lot.

The new city centre will be built on the site of the former city centre, which is now a parking lot.

The new city centre will be built on the site of the former city centre, which is now a parking lot.",100,gpt2-large
decl_low_vision_001,low vision,declarative,cloze,Low vision is,"a common problem in people with diabetes. It can be caused by a number of factors, including diabetes, diabetes complications, and eye problems.

Diabetes can cause vision problems. The most common type of diabetes is type 1, which is caused by a lack of insulin. Type 2 diabetes is caused by a lack of insulin and is more common in people with type 2 diabetes.

Diabetes can also cause vision problems in people with diabetes. This is because the body's insulin levels are",100,gpt2-large
decl_cognitive_disabilities_001,cognitive disabilities,declarative,cloze,Cognitive disabilities are,"a growing public health concern. The prevalence of cognitive disabilities is increasing, and the number of people with cognitive disabilities is expected to increase by more than 50% by 2030.1,2 The prevalence of cognitive disabilities is higher in women than in men, and the prevalence of cognitive disabilities is higher in older adults than in younger adults.3,4

The prevalence of cognitive disabilities is higher in women than in men, and the prevalence of cognitive disabilities is higher in older adults than in younger adults.",100,gpt2-large
decl_universal_design_001,universal design,declarative,cloze,Universal design is,a concept that has been around for a long time. It's a concept that has been around for a long time. It's a concept that has been around for a long time. It's a concept that has been around for a long time. It's a concept that has been around for a long time. It's a concept that has been around for a long time. It's a concept that has been around for a long time. It's a concept that has been around for a long,100,gpt2-large
decl_decorative_image_001,decorative image,declarative,cloze,A decorative image is,"a piece of artwork that is used to decorate a room or a room's interior. It is usually a picture, a drawing, or a sculpture.

A decorative image is a piece of artwork that is used to decorate a room or a room's interior. It is usually a picture, a drawing, or a sculpture.

A decorative image is a piece of artwork that is used to decorate a room or a room's interior. It is usually a picture, a drawing",100,gpt2-large
decl_informative_image_001,informative image,declarative,cloze,An informative image is,"a picture that is worth a thousand words.

An informative image is a picture that is worth a thousand words.

An informative image is a picture that is worth a thousand words.

An informative image is a picture that is worth a thousand words.

An informative image is a picture that is worth a thousand words.

An informative image is a picture that is worth a thousand words.

An informative image is a picture that is worth a thousand words.",100,gpt2-large
decl_responsive_design_001,responsive design,declarative,cloze,Responsive design is,"a design technique that allows a website to adapt to the size of the screen. It's a way to make a website more usable for different screen sizes.

Responsive design is a design technique that allows a website to adapt to the size of the screen. It's a way to make a website more usable for different screen sizes.

Responsive design is a design technique that allows a website to adapt to the size of the screen. It's a way to make a website",100,gpt2-large
