domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
control,alarm_clock,alarm clock,declarative,cloze,An alarm clock is a device that,8,4.5341,3.5771,7.0639,1.8955,OLMo-2-1124-7B
control,light_bulb,light bulb,declarative,cloze,A light bulb is,5,6.2762,4.8141,8.0838,4.8141,OLMo-2-1124-7B
control,post_office,post office,declarative,cloze,A post office is an institution that,8,4.9938,4.1973,8.0838,3.3425,OLMo-2-1124-7B
control,parking_lot,parking lot,declarative,cloze,A parking lot is,5,5.5764,3.6362,8.0838,3.6362,OLMo-2-1124-7B
control,train_station,train station,declarative,cloze,A train station is a facility where,8,4.669,1.5946,8.0838,1.5946,OLMo-2-1124-7B
control,fire_station,fire station,declarative,cloze,A fire station is,5,5.6002,3.7842,8.0838,3.7842,OLMo-2-1124-7B
control,swimming_pool,swimming pool,declarative,cloze,A swimming pool is a structure designed for,9,4.0759,1.3288,8.0838,0.8227,OLMo-2-1124-7B
control,coffee_shop,coffee shop,declarative,cloze,A coffee shop is,5,5.7149,3.5654,8.0838,3.5654,OLMo-2-1124-7B
control,hard_drive,hard drive,declarative,cloze,A hard drive is a computer component used for,10,3.9113,2.0159,8.0838,0.8563,OLMo-2-1124-7B
control,operating_system,operating system,declarative,cloze,An operating system is software that,7,3.8785,2.8198,7.0639,1.4993,OLMo-2-1124-7B
control,search_engine,search engine,declarative,cloze,A search engine is,5,4.754,1.8243,8.0838,1.8243,OLMo-2-1124-7B
control,user_name,user name,declarative,cloze,A user name is typically used for,8,4.5055,4.224,8.0838,1.6007,OLMo-2-1124-7B
control,power_supply,power supply,declarative,cloze,A power supply is,5,5.6279,3.0788,8.0838,3.0788,OLMo-2-1124-7B
control,data_base,data base,declarative,cloze,A data base is,5,5.3103,2.6283,8.0838,2.6283,OLMo-2-1124-7B
control,sore_throat,sore throat,declarative,cloze,A sore throat is,5,4.8001,2.9622,8.0838,2.7917,OLMo-2-1124-7B
control,blood_pressure,blood pressure,declarative,cloze,Blood pressure refers to,5,3.7691,0.4027,7.0639,0.079,OLMo-2-1124-7B
control,collar_bone,collar bone,declarative,cloze,The collar bone is,5,5.5447,3.1865,8.3813,3.1865,OLMo-2-1124-7B
control,heart_rate,heart rate,declarative,cloze,Heart rate measures,4,4.6857,2.5206,7.0639,2.5206,OLMo-2-1124-7B
control,dental_appointment,dental appointment,declarative,cloze,A dental appointment is,5,5.3714,4.0661,8.0838,3.6487,OLMo-2-1124-7B
control,waiting_room,waiting room,declarative,cloze,A waiting room is,5,5.3091,3.0804,8.0838,3.0804,OLMo-2-1124-7B
