domain,prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
accessibility,decl_text_spacing_001,text spacing,declarative,cloze,Text spacing is,4,4.6761,4.5179,6.0022,4.0705,gpt2-medium
accessibility,decl_status_message_001,status message,declarative,cloze,A status message is,5,5.102,3.9477,7.763,3.305,gpt2-medium
accessibility,decl_error_identification_001,error identification,declarative,cloze,Error identification is,4,4.9502,4.4504,6.0022,4.4504,gpt2-medium
accessibility,decl_pointer_cancellation_001,pointer cancellation,declarative,cloze,Pointer cancellation is,5,5.5116,4.5882,7.2042,4.2366,gpt2-medium
accessibility,decl_character_key_001,character key,declarative,cloze,A character key is,5,5.4342,3.2779,7.763,3.2779,gpt2-medium
accessibility,decl_accessibility_tree_001,accessibility tree,declarative,cloze,An accessibility tree is,5,5.078,1.9255,7.092,1.9255,gpt2-medium
accessibility,decl_accessible_name_001,accessible name,declarative,cloze,An accessible name is,5,5.638,4.5405,7.092,4.0307,gpt2-medium
accessibility,decl_accessible_description_001,accessible description,declarative,cloze,An accessible description is,5,5.2859,5.1289,7.092,1.6819,gpt2-medium
accessibility,decl_live_region_001,live region,declarative,cloze,A live region is,5,5.8677,4.22,7.763,4.22,gpt2-medium
accessibility,decl_tab_panel_001,tab panel,declarative,cloze,A tab panel is,5,5.1999,3.0871,7.763,3.0871,gpt2-medium
accessibility,decl_radio_group_001,radio group,declarative,cloze,A radio group is,5,5.6897,5.6034,7.763,4.3808,gpt2-medium
accessibility,decl_tree_grid_001,tree grid,declarative,cloze,A tree grid is,5,5.4528,2.8692,7.763,2.8692,gpt2-medium
accessibility,decl_menu_bar_001,menu bar,declarative,cloze,A menu bar is,5,5.5122,4.2477,7.763,4.2477,gpt2-medium
accessibility,decl_tool_tip_001,tool tip,declarative,cloze,A tool tip is,5,4.8872,2.9019,7.763,2.9019,gpt2-medium
accessibility,decl_combo_box_001,combo box,declarative,cloze,A combo box is,5,5.4573,2.9893,7.763,2.9893,gpt2-medium
accessibility,decl_semantic_markup_001,semantic markup,declarative,cloze,Semantic markup is,5,5.322,4.4177,7.7293,3.961,gpt2-medium
accessibility,decl_focus_management_001,focus management,declarative,cloze,Focus management is,4,4.8267,4.2772,6.0022,4.2705,gpt2-medium
accessibility,decl_reading_order_001,reading order,declarative,cloze,Reading order is,4,5.1524,5.1483,6.0022,4.5213,gpt2-medium
accessibility,decl_text_formatting_001,text formatting,declarative,cloze,Text formatting is,4,4.9485,5.2709,6.0022,4.1138,gpt2-medium
accessibility,decl_form_field_001,form field,declarative,cloze,A form field is,5,4.7391,3.3222,7.763,2.3174,gpt2-medium
accessibility,decl_landmark_region_001,landmark region,declarative,cloze,A landmark region is,5,5.6841,5.4927,7.763,3.4915,gpt2-medium
accessibility,decl_low_vision_001,low vision,declarative,cloze,Low vision is,4,5.2467,3.9637,6.0022,3.9637,gpt2-medium
accessibility,decl_cognitive_disabilities_001,cognitive disabilities,declarative,cloze,Cognitive disabilities are,5,5.6323,5.3863,6.4039,3.9841,gpt2-medium
accessibility,decl_universal_design_001,universal design,declarative,cloze,Universal design is,4,6.0586,5.5693,6.8494,5.5693,gpt2-medium
accessibility,decl_decorative_image_001,decorative image,declarative,cloze,A decorative image is,5,5.7646,4.9808,7.763,2.6752,gpt2-medium
accessibility,decl_informative_image_001,informative image,declarative,cloze,An informative image is,5,5.8014,5.0927,7.092,5.0927,gpt2-medium
accessibility,decl_responsive_design_001,responsive design,declarative,cloze,Responsive design is,6,3.8367,4.4757,6.0022,1.2149,gpt2-medium
accessibility,eval_alt_text_001,alt text,evaluative,code_review,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,22,3.7907,4.986,8.5565,0.0101,gpt2-medium
accessibility,eval_div_onclick_001,semantic HTML,evaluative,code_review,A <div> with onclick is not accessible because,12,4.6867,3.0893,7.763,1.7957,gpt2-medium
accessibility,eval_empty_link_001,empty link,evaluative,code_review,The accessibility problem with <a href='#'></a> is,15,3.7733,5.1109,8.5565,0.0352,gpt2-medium
accessibility,eval_unlabeled_input_001,form label,evaluative,code_review,<input type='text'> needs a,9,3.0491,6.3607,6.3607,0.1517,gpt2-medium
accessibility,eval_click_here_001,link text,evaluative,code_review,A button that only says 'Click here' is bad because,13,4.6258,2.705,7.763,1.6688,gpt2-medium
accessibility,comp_alt_text_few_shot_001,alt text,completion,few_shot,"<img src=""icons/home.png"" alt=""Home""><img src=""icons/mail.png"" alt=""Inbox""><img src=""photo.jpg""",36,1.6409,0.8348,7.6399,0.0042,gpt2-medium
accessibility,comp_alt_text_bare_001,alt text,completion,bare,"<img src=""photo.jpg""",9,2.2784,1.1101,6.0022,0.2409,gpt2-medium
accessibility,comp_captions_few_shot_001,captions,completion,few_shot,"<video src=""intro.mp4""><track kind=""captions"" src=""intro.vtt""></video><video src=""demo.mp4""><track kind=""captions"" src=""demo.vtt""></video><video src=""lecture.mp4"">",61,1.6504,5.5668,6.7652,0.0009,gpt2-medium
accessibility,comp_captions_bare_001,captions,completion,bare,"<video src=""lecture.mp4"">",11,2.901,2.3049,6.0022,0.3724,gpt2-medium
accessibility,comp_page_title_few_shot_001,page title,completion,few_shot,<html><head><title>About Us</title></head><html><head><title>Contact</title></head><html><head>,31,1.5422,6.2532,7.414,0.001,gpt2-medium
accessibility,comp_page_title_bare_001,page title,completion,bare,"<html><head><meta charset=""utf-8"">",14,1.5047,1.7241,6.0022,0.0006,gpt2-medium
accessibility,comp_script_bare_001,script,completion,bare,<script,3,4.5275,1.992,6.0022,1.992,gpt2-medium
accessibility,comp_script_few_shot_001,script,completion,few_shot,"<script src=""utils.js""></script><script src=""main.js""></script><script src=""",23,1.7654,7.1189,7.1189,0.0055,gpt2-medium
accessibility,hypo_alt_text_direct_001,alt text,hypothesis,direct_question,Look at this HTML: <img src='portrait.jpg'>. What specific attribute is missing to make it accessible?,26,3.4603,4.3288,6.5154,0.5862,gpt2-medium
accessibility,hypo_alt_text_correction_001,alt text,hypothesis,error_correction,Correct the following inaccessible code: <img src='logo.png'>,16,2.8749,1.8383,6.5845,0.6503,gpt2-medium
accessibility,hypo_alt_text_socratic_001,alt text,hypothesis,socratic,A screen reader is software that reads text aloud. Why would a screen reader fail to describe this tag: <img src='chart.svg'>?,32,3.5962,3.881,7.763,0.0374,gpt2-medium
accessibility,valid_alt_text_direct_001,alt text,validation,direct_question,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,22,3.7907,4.986,8.5565,0.0101,gpt2-medium
accessibility,valid_alt_text_instruction_001,alt text,validation,instruction,What accessibility attribute is missing from this HTML: <img src='photo.jpg'>?,19,3.8299,4.049,6.4013,0.7989,gpt2-medium
accessibility,valid_screen_reader_socratic_001,screen reader,validation,socratic,A screen reader is software that reads text aloud. Why would it fail to describe <img src='chart.svg'>?,27,3.4694,3.9565,7.763,0.0271,gpt2-medium
accessibility,valid_aria_confab_001,ARIA,validation,cloze,ARIA stands for,5,4.6395,5.9861,7.4348,0.1354,gpt2-medium
accessibility,valid_html_confab_001,HTML,validation,cloze,HTML stands for,4,3.4566,2.228,6.0022,0.0552,gpt2-medium
accessibility,ctrl_cc_cloze_001,closed captions,control,cloze,Closed captions display,6,4.5538,5.1879,6.5796,0.0804,gpt2-medium
accessibility,ctrl_contrast_cloze_001,color contrast,control,cloze,Color contrast is important because,6,4.5159,3.5916,6.0343,2.5534,gpt2-medium
accessibility,ctrl_title_cloze_001,page title,control,cloze,A page title describes,5,5.1229,2.7855,7.763,2.7855,gpt2-medium
accessibility,ctrl_cc_direct_001,closed captions,control,direct_question,What are closed captions?,7,3.6,1.5764,6.1151,0.044,gpt2-medium
accessibility,ctrl_contrast_direct_001,color contrast,control,direct_question,What is color contrast?,6,4.2879,2.2202,6.9101,2.0837,gpt2-medium
accessibility,ctrl_title_direct_001,page title,control,direct_question,What is a page title?,7,4.859,2.0368,8.916,1.2973,gpt2-medium
accessibility,ctrl_cc_instruction_001,closed captions,control,instruction,Explain closed captions to a web developer.,11,4.2009,3.7544,6.6851,0.4756,gpt2-medium
accessibility,ctrl_contrast_instruction_001,color contrast,control,instruction,Explain color contrast to a web developer.,10,4.5414,4.0788,6.5907,2.5311,gpt2-medium
accessibility,ctrl_title_instruction_001,page title,control,instruction,Explain page titles to a web developer.,10,4.4085,3.7302,6.2286,2.5641,gpt2-medium
accessibility,ctrl_cc_evaluative_001,closed captions,control,evaluative,A video without closed captions is not accessible because,11,3.99,2.8113,7.763,0.0011,gpt2-medium
accessibility,ctrl_contrast_evaluative_001,color contrast,control,evaluative,Text with low color contrast is not accessible because,10,5.1488,3.4168,7.8511,3.2848,gpt2-medium
accessibility,ctrl_title_evaluative_001,page title,control,evaluative,A web page without a title is not accessible because,11,4.9544,2.6958,7.763,2.6958,gpt2-medium
accessibility,ctrl_cc_scenario_001,closed captions,control,scenario,"A deaf user is watching a video on a website. Without closed captions, the user",19,4.1095,3.4566,7.763,0.0032,gpt2-medium
accessibility,ctrl_contrast_scenario_001,color contrast,control,scenario,A low vision user visits a website with poor color contrast. The user,15,4.8756,4.5506,7.763,2.5476,gpt2-medium
accessibility,ctrl_title_scenario_001,page title,control,scenario,A screen reader user navigates to a web page with no title. The user,17,4.0384,4.6546,7.763,0.2931,gpt2-medium
accessibility,ctrl_bicycle_cloze_001,bicycle,control,cloze,A bicycle is used for,6,5.3017,5.7554,7.763,2.1052,gpt2-medium
accessibility,ctrl_bicycle_direct_001,bicycle,control,direct_question,What is a bicycle?,6,5.5601,2.2804,8.916,2.2804,gpt2-medium
accessibility,ctrl_bicycle_instruction_001,bicycle,control,instruction,Explain bicycles to a web developer.,9,4.3447,4.3904,6.0022,2.7358,gpt2-medium
accessibility,ctrl_bicycle_evaluative_001,bicycle,control,evaluative,A bicycle without brakes is not safe because,9,4.5258,3.5355,7.763,2.4155,gpt2-medium
accessibility,ctrl_bicycle_scenario_001,bicycle,control,scenario,"A child is riding a bicycle on a busy street. Without a helmet, the child",18,4.1878,3.57,7.763,1.738,gpt2-medium
