prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
decl_accessible_authentication_001,accessible authentication,declarative,cloze,Accessible authentication is,5,5.6243,4.9777,7.0106,4.7449,gpt2
decl_text_spacing_001,text spacing,declarative,cloze,Text spacing is,4,5.2103,4.9009,7.0106,4.2546,gpt2
decl_status_message_001,status message,declarative,cloze,A status message is,5,5.646,4.1301,7.9502,4.1301,gpt2
decl_error_identification_001,error identification,declarative,cloze,Error identification is,4,5.3562,3.9235,7.0106,3.9235,gpt2
decl_pointer_cancellation_001,pointer cancellation,declarative,cloze,Pointer cancellation is,5,5.6043,4.7713,7.0106,4.3845,gpt2
decl_character_key_001,character key,declarative,cloze,A character key is,5,5.7926,3.9393,7.9502,3.9393,gpt2
decl_accessibility_tree_001,accessibility tree,declarative,cloze,An accessibility tree is,5,5.5548,2.4616,7.0625,2.4616,gpt2
decl_accessible_name_001,accessible name,declarative,cloze,An accessible name is,5,5.9947,5.7017,7.0625,3.7151,gpt2
decl_accessible_description_001,accessible description,declarative,cloze,An accessible description is,5,5.0806,3.9231,7.0625,0.9233,gpt2
decl_live_region_001,live region,declarative,cloze,A live region is,5,6.3882,4.2065,7.9502,4.2065,gpt2
decl_tab_panel_001,tab panel,declarative,cloze,A tab panel is,5,5.819,4.3127,7.9502,4.3127,gpt2
decl_radio_group_001,radio group,declarative,cloze,A radio group is,5,6.0799,5.1668,7.9502,4.8143,gpt2
decl_tree_grid_001,tree grid,declarative,cloze,A tree grid is,5,5.8797,3.747,7.9502,3.747,gpt2
decl_menu_bar_001,menu bar,declarative,cloze,A menu bar is,5,5.7888,4.6349,7.9502,4.283,gpt2
decl_tool_tip_001,tool tip,declarative,cloze,A tool tip is,5,5.4324,4.3045,7.9502,3.3873,gpt2
decl_combo_box_001,combo box,declarative,cloze,A combo box is,5,5.5279,3.7361,7.9502,3.6735,gpt2
decl_semantic_markup_001,semantic markup,declarative,cloze,Semantic markup is,5,5.1926,4.1231,7.4756,3.0199,gpt2
decl_focus_management_001,focus management,declarative,cloze,Focus management is,4,5.2635,4.3498,7.0106,4.3498,gpt2
decl_reading_order_001,reading order,declarative,cloze,Reading order is,4,5.7637,6.2028,7.0106,4.4537,gpt2
decl_text_formatting_001,text formatting,declarative,cloze,Text formatting is,4,5.2782,5.1197,7.0106,4.3071,gpt2
decl_form_field_001,form field,declarative,cloze,A form field is,5,5.1054,4.0405,7.9502,1.4739,gpt2
decl_landmark_region_001,landmark region,declarative,cloze,A landmark region is,5,5.8068,5.1592,7.9502,3.2026,gpt2
decl_low_vision_001,low vision,declarative,cloze,Low vision is,4,5.5183,4.145,7.0106,4.145,gpt2
decl_cognitive_disabilities_001,cognitive disabilities,declarative,cloze,Cognitive disabilities are,5,5.8901,5.3813,7.0106,4.1663,gpt2
decl_universal_design_001,universal design,declarative,cloze,Universal design is,4,6.4139,5.3588,7.298,5.3588,gpt2
decl_decorative_image_001,decorative image,declarative,cloze,A decorative image is,5,6.0018,4.5654,7.9502,2.8374,gpt2
decl_informative_image_001,informative image,declarative,cloze,An informative image is,5,5.8416,4.8996,7.0625,4.6719,gpt2
decl_responsive_design_001,responsive design,declarative,cloze,Responsive design is,6,4.508,4.6047,7.6582,1.111,gpt2
eval_alt_text_001,alt text,evaluative,code_review,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,22,2.9869,3.8497,8.5531,0.0139,gpt2
eval_div_onclick_001,semantic HTML,evaluative,code_review,A <div> with onclick is not accessible because,12,5.4845,3.4755,7.9502,1.8461,gpt2
eval_empty_link_001,empty link,evaluative,code_review,The accessibility problem with <a href='#'></a> is,15,3.9478,4.4599,8.5531,0.013,gpt2
eval_unlabeled_input_001,form label,evaluative,code_review,<input type='text'> needs a,9,3.7948,6.8905,7.0106,0.0717,gpt2
eval_click_here_001,link text,evaluative,code_review,A button that only says 'Click here' is bad because,13,4.9434,2.945,7.9502,1.907,gpt2
comp_alt_text_few_shot_001,alt text,completion,few_shot,"<img src=""icons/home.png"" alt=""Home""><img src=""icons/mail.png"" alt=""Inbox""><img src=""photo.jpg""",36,1.6786,0.1057,7.43,0.006,gpt2
comp_alt_text_bare_001,alt text,completion,bare,"<img src=""photo.jpg""",9,2.7311,0.2412,7.0106,0.2412,gpt2
comp_captions_few_shot_001,captions,completion,few_shot,"<video src=""intro.mp4""><track kind=""captions"" src=""intro.vtt""></video><video src=""demo.mp4""><track kind=""captions"" src=""demo.vtt""></video><video src=""lecture.mp4"">",61,1.7972,6.9662,7.0106,0.0063,gpt2
comp_captions_bare_001,captions,completion,bare,"<video src=""lecture.mp4"">",11,3.5946,5.8733,7.0106,0.6514,gpt2
comp_page_title_few_shot_001,page title,completion,few_shot,<html><head><title>About Us</title></head><html><head><title>Contact</title></head><html><head>,31,1.7084,6.6878,7.4282,0.0071,gpt2
comp_page_title_bare_001,page title,completion,bare,"<html><head><meta charset=""utf-8"">",14,1.8739,4.8274,7.0106,0.0019,gpt2
comp_script_bare_001,script,completion,bare,<script,3,4.9465,2.1788,7.0106,2.1788,gpt2
comp_script_few_shot_001,script,completion,few_shot,"<script src=""utils.js""></script><script src=""main.js""></script><script src=""",23,1.9444,6.3183,7.0106,0.0028,gpt2
hypo_alt_text_direct_001,alt text,hypothesis,direct_question,Look at this HTML: <img src='portrait.jpg'>. What specific attribute is missing to make it accessible?,26,3.3754,5.2431,7.0106,0.6427,gpt2
hypo_alt_text_correction_001,alt text,hypothesis,error_correction,Correct the following inaccessible code: <img src='logo.png'>,16,4.1139,5.3893,7.0106,0.8763,gpt2
hypo_alt_text_socratic_001,alt text,hypothesis,socratic,A screen reader is software that reads text aloud. Why would a screen reader fail to describe this tag: <img src='chart.svg'>?,32,3.5507,3.1927,7.9502,0.0689,gpt2
valid_alt_text_direct_001,alt text,validation,direct_question,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,22,2.9869,3.8497,8.5531,0.0139,gpt2
valid_alt_text_instruction_001,alt text,validation,instruction,What accessibility attribute is missing from this HTML: <img src='photo.jpg'>?,19,3.6689,1.6044,7.0106,0.8549,gpt2
valid_screen_reader_socratic_001,screen reader,validation,socratic,A screen reader is software that reads text aloud. Why would it fail to describe <img src='chart.svg'>?,27,3.5704,3.8813,7.9502,0.0642,gpt2
valid_aria_confab_001,ARIA,validation,cloze,ARIA stands for,5,5.3817,5.8345,7.0106,2.6791,gpt2
valid_html_confab_001,HTML,validation,cloze,HTML stands for,4,4.3144,5.075,7.0106,0.3539,gpt2
ctrl_cc_cloze_001,closed captions,control,cloze,Closed captions display,6,4.9153,6.0071,7.0106,0.5853,gpt2
ctrl_contrast_cloze_001,color contrast,control,cloze,Color contrast is important because,6,5.1011,4.3142,7.0106,2.7579,gpt2
ctrl_title_cloze_001,page title,control,cloze,A page title describes,5,5.5327,3.3415,7.9502,3.3415,gpt2
ctrl_cc_direct_001,closed captions,control,direct_question,What are closed captions?,7,4.0351,2.7332,7.0106,0.9814,gpt2
ctrl_contrast_direct_001,color contrast,control,direct_question,What is color contrast?,6,4.4688,2.1282,7.0106,1.9925,gpt2
ctrl_title_direct_001,page title,control,direct_question,What is a page title?,7,5.0112,2.2207,8.6433,1.2346,gpt2
ctrl_cc_instruction_001,closed captions,control,instruction,Explain closed captions to a web developer.,11,4.2652,3.8175,7.0106,0.4725,gpt2
ctrl_contrast_instruction_001,color contrast,control,instruction,Explain color contrast to a web developer.,10,4.6286,3.7396,7.0106,1.8973,gpt2
ctrl_title_instruction_001,page title,control,instruction,Explain page titles to a web developer.,10,4.6457,4.1335,7.0106,2.9325,gpt2
ctrl_cc_evaluative_001,closed captions,control,evaluative,A video without closed captions is not accessible because,11,3.6869,2.2955,7.9502,0.0046,gpt2
ctrl_contrast_evaluative_001,color contrast,control,evaluative,Text with low color contrast is not accessible because,10,5.5735,3.3764,7.888,3.3764,gpt2
ctrl_title_evaluative_001,page title,control,evaluative,A web page without a title is not accessible because,11,5.1237,2.7238,7.9502,2.7238,gpt2
ctrl_cc_scenario_001,closed captions,control,scenario,"A deaf user is watching a video on a website. Without closed captions, the user",19,4.1791,3.6336,7.9502,0.0138,gpt2
ctrl_contrast_scenario_001,color contrast,control,scenario,A low vision user visits a website with poor color contrast. The user,15,5.0104,4.8807,7.9502,2.8973,gpt2
ctrl_title_scenario_001,page title,control,scenario,A screen reader user navigates to a web page with no title. The user,17,4.2986,4.7634,7.9502,0.5416,gpt2
ctrl_bicycle_cloze_001,bicycle,control,cloze,A bicycle is used for,6,5.6658,5.9137,7.9502,2.1572,gpt2
ctrl_bicycle_direct_001,bicycle,control,direct_question,What is a bicycle?,6,5.6599,2.0175,8.6433,2.0175,gpt2
ctrl_bicycle_instruction_001,bicycle,control,instruction,Explain bicycles to a web developer.,9,4.485,4.0082,7.0106,2.9325,gpt2
ctrl_bicycle_evaluative_001,bicycle,control,evaluative,A bicycle without brakes is not safe because,9,4.8398,2.6905,7.9502,2.6905,gpt2
ctrl_bicycle_scenario_001,bicycle,control,scenario,"A child is riding a bicycle on a busy street. Without a helmet, the child",18,4.4169,3.6412,7.9502,1.8793,gpt2
