model,prompt,layer,rank,token,logit
pythia-2.8b,skip_link,22,1,an,63.427
pythia-2.8b,skip_link,22,2,one,52.403
pythia-2.8b,skip_link,22,3,generally,51.672
pythia-2.8b,skip_link,22,4,the,50.561
pythia-2.8b,skip_link,23,0,a,76.918
pythia-2.8b,skip_link,23,1,an,69.986
pythia-2.8b,skip_link,23,2,one,59.424
pythia-2.8b,skip_link,23,3,the,58.141
pythia-2.8b,skip_link,23,4,generally,56.673
pythia-2.8b,skip_link,24,0,a,82.166
pythia-2.8b,skip_link,24,1,an,75.195
pythia-2.8b,skip_link,24,2,one,62.99
pythia-2.8b,skip_link,24,3,the,62.7
pythia-2.8b,skip_link,24,4,used,60.688
pythia-2.8b,skip_link,25,0,a,89.765
pythia-2.8b,skip_link,25,1,an,81.819
pythia-2.8b,skip_link,25,2,one,68.936
pythia-2.8b,skip_link,25,3,the,68.614
pythia-2.8b,skip_link,25,4,used,65.469
pythia-2.8b,skip_link,26,0,a,92.966
pythia-2.8b,skip_link,26,1,an,84.311
pythia-2.8b,skip_link,26,2,one,71.029
pythia-2.8b,skip_link,26,3,the,70.09
pythia-2.8b,skip_link,26,4,used,68.051
pythia-2.8b,skip_link,27,0,a,95.828
pythia-2.8b,skip_link,27,1,an,86.347
pythia-2.8b,skip_link,27,2,one,74.16
pythia-2.8b,skip_link,27,3,the,71.937
pythia-2.8b,skip_link,27,4,used,70.492
pythia-2.8b,skip_link,28,0,a,99.625
pythia-2.8b,skip_link,28,1,an,89.435
pythia-2.8b,skip_link,28,2,one,76.853
pythia-2.8b,skip_link,28,3,the,74.845
pythia-2.8b,skip_link,28,4,used,73.42
pythia-2.8b,skip_link,29,0,a,94.716
pythia-2.8b,skip_link,29,1,an,85.622
pythia-2.8b,skip_link,29,2,one,76.08
pythia-2.8b,skip_link,29,3,used,72.43
pythia-2.8b,skip_link,29,4,the,72.107
pythia-2.8b,skip_link,30,0,a,78.203
pythia-2.8b,skip_link,30,1,an,73.282
pythia-2.8b,skip_link,30,2,used,63.162
pythia-2.8b,skip_link,30,3,one,60.866
pythia-2.8b,skip_link,30,4,generally,59.664
pythia-2.8b,skip_link,31,0,a,67.546
pythia-2.8b,skip_link,31,1,an,62.075
pythia-2.8b,skip_link,31,2,used,58.821
pythia-2.8b,skip_link,31,3,typically,55.998
pythia-2.8b,skip_link,31,4,generally,54.183
pythia-2.8b,color_contrast,0,0,bolds,10.613
pythia-2.8b,color_contrast,0,1,ARRANT,10.501
pythia-2.8b,color_contrast,0,2,amsbsy,9.08
pythia-2.8b,color_contrast,0,3,ibase,8.727
pythia-2.8b,color_contrast,0,4,patcher,8.657
pythia-2.8b,color_contrast,1,0,ARRANT,9.17
pythia-2.8b,color_contrast,1,1,bolds,8.828
pythia-2.8b,color_contrast,1,2,ibase,8.632
pythia-2.8b,color_contrast,1,3,amsbsy,8.575
pythia-2.8b,color_contrast,1,4,pril,8.483
pythia-2.8b,color_contrast,2,0,bolds,10.151
pythia-2.8b,color_contrast,2,1,pril,10.075
pythia-2.8b,color_contrast,2,2,ibase,9.607
pythia-2.8b,color_contrast,2,3,,9.439
pythia-2.8b,color_contrast,2,4,,9.236
pythia-2.8b,color_contrast,3,0,pril,11.516
pythia-2.8b,color_contrast,3,1,,10.868
pythia-2.8b,color_contrast,3,2,ARRANT,10.851
pythia-2.8b,color_contrast,3,3,ibase,10.675
pythia-2.8b,color_contrast,3,4,photograp,10.649
pythia-2.8b,color_contrast,4,0,photograp,12.325
pythia-2.8b,color_contrast,4,1,ARRANT,12.287
pythia-2.8b,color_contrast,4,2,pril,12.069
pythia-2.8b,color_contrast,4,3,,11.537
pythia-2.8b,color_contrast,4,4,,11.479
pythia-2.8b,color_contrast,5,0,pril,11.275
pythia-2.8b,color_contrast,5,1,answ,11.05
pythia-2.8b,color_contrast,5,2,HECK,11.02
pythia-2.8b,color_contrast,5,3,photograp,10.682
pythia-2.8b,color_contrast,5,4,advertis,10.551
pythia-2.8b,color_contrast,6,0,HECK,12.054
pythia-2.8b,color_contrast,6,1,photograp,10.493
pythia-2.8b,color_contrast,6,2,pril,10.408
pythia-2.8b,color_contrast,6,3,advertis,10.171
pythia-2.8b,color_contrast,6,4,answ,10.024
pythia-2.8b,color_contrast,7,0,HECK,11.265
pythia-2.8b,color_contrast,7,1,thous,10.721
pythia-2.8b,color_contrast,7,2,answ,10.186
pythia-2.8b,color_contrast,7,3,OLOR,10.062
pythia-2.8b,color_contrast,7,4,Syrac,9.925
pythia-2.8b,color_contrast,8,0,thous,12.19
pythia-2.8b,color_contrast,8,1,HECK,11.176
pythia-2.8b,color_contrast,8,2,htt,10.442
pythia-2.8b,color_contrast,8,3,ener,10.366
pythia-2.8b,color_contrast,8,4,gow,10.001
pythia-2.8b,color_contrast,9,0,HECK,11.851
pythia-2.8b,color_contrast,9,1,thous,11.654
pythia-2.8b,color_contrast,9,2,ener,10.942
pythia-2.8b,color_contrast,9,3,OLOR,10.915
pythia-2.8b,color_contrast,9,4,vess,10.146
pythia-2.8b,color_contrast,10,0,HECK,12.581
pythia-2.8b,color_contrast,10,1,thous,12.499
pythia-2.8b,color_contrast,10,2,vess,10.824
pythia-2.8b,color_contrast,10,3,Syrac,10.462
pythia-2.8b,color_contrast,10,4,answ,10.259
pythia-2.8b,color_contrast,11,0,thous,12.904
pythia-2.8b,color_contrast,11,1,HECK,12.854
pythia-2.8b,color_contrast,11,2,OOST,10.745
pythia-2.8b,color_contrast,11,3,:*,10.739
pythia-2.8b,color_contrast,11,4,ery,10.133
pythia-2.8b,color_contrast,12,0,:*,11.212
pythia-2.8b,color_contrast,12,1,rely,11.211
pythia-2.8b,color_contrast,12,2,thous,11.062
pythia-2.8b,color_contrast,12,3,INTEGER,11.024
pythia-2.8b,color_contrast,12,4,HECK,10.294
pythia-2.8b,color_contrast,13,0,thous,13.51
pythia-2.8b,color_contrast,13,1,OLOR,12.163
pythia-2.8b,color_contrast,13,2,rely,11.925
pythia-2.8b,color_contrast,13,3,fraid,11.797
pythia-2.8b,color_contrast,13,4,HECK,11.208
pythia-2.8b,color_contrast,14,0,OOST,15.549
pythia-2.8b,color_contrast,14,1,CURI,14.123
pythia-2.8b,color_contrast,14,2,rely,12.683
pythia-2.8b,color_contrast,14,3,many,12.47
pythia-2.8b,color_contrast,14,4,they,11.941
pythia-2.8b,color_contrast,15,0,OOST,19.366
pythia-2.8b,color_contrast,15,1,CURI,15.552
pythia-2.8b,color_contrast,15,2,HECK,15.474
pythia-2.8b,color_contrast,15,3,many,15.324
pythia-2.8b,color_contrast,15,4,CLUDING,14.881
pythia-2.8b,color_contrast,16,0,OOST,22.12
pythia-2.8b,color_contrast,16,1,CURI,20.107
pythia-2.8b,color_contrast,16,2,many,18.605
pythia-2.8b,color_contrast,16,3,they,17.535
pythia-2.8b,color_contrast,16,4,it,17.232
pythia-2.8b,color_contrast,17,0,many,24.754
pythia-2.8b,color_contrast,17,1,they,23.803
pythia-2.8b,color_contrast,17,2,it,23.011
pythia-2.8b,color_contrast,17,3,color,22.819
pythia-2.8b,color_contrast,17,4,colors,21.433
pythia-2.8b,color_contrast,18,0,color,36.165
pythia-2.8b,color_contrast,18,1,colors,32.468
pythia-2.8b,color_contrast,18,2,it,31.111
pythia-2.8b,color_contrast,18,3,many,30.493
pythia-2.8b,color_contrast,18,4,colour,30.121
pythia-2.8b,color_contrast,19,0,color,38.403
pythia-2.8b,color_contrast,19,1,it,36.936
pythia-2.8b,color_contrast,19,2,many,34.417
pythia-2.8b,color_contrast,19,3,colors,33.96
pythia-2.8b,color_contrast,19,4,colour,32.131
pythia-2.8b,color_contrast,20,0,color,42.61
pythia-2.8b,color_contrast,20,1,it,41.524
pythia-2.8b,color_contrast,20,2,many,40.222
pythia-2.8b,color_contrast,20,3,colors,35.909
pythia-2.8b,color_contrast,20,4,most,33.9
pythia-2.8b,color_contrast,21,0,color,51.865
pythia-2.8b,color_contrast,21,1,it,49.981
pythia-2.8b,color_contrast,21,2,many,47.064
pythia-2.8b,color_contrast,21,3,colors,42.536
pythia-2.8b,color_contrast,21,4,most,39.623
pythia-2.8b,color_contrast,22,0,it,68.547
pythia-2.8b,color_contrast,22,1,color,60.197
pythia-2.8b,color_contrast,22,2,many,56.375
pythia-2.8b,color_contrast,22,3,most,50.944
pythia-2.8b,color_contrast,22,4,of,50.005
pythia-2.8b,color_contrast,23,0,it,74.637
pythia-2.8b,color_contrast,23,1,color,64.007
pythia-2.8b,color_contrast,23,2,many,63.191
pythia-2.8b,color_contrast,23,3,of,57.688
pythia-2.8b,color_contrast,23,4,most,57.03
pythia-2.8b,color_contrast,24,0,it,79.589
pythia-2.8b,color_contrast,24,1,color,69.026
pythia-2.8b,color_contrast,24,2,many,64.573
pythia-2.8b,color_contrast,24,3,of,63.281
pythia-2.8b,color_contrast,24,4,most,60.706
pythia-2.8b,color_contrast,25,0,it,85.143
pythia-2.8b,color_contrast,25,1,many,70.825
pythia-2.8b,color_contrast,25,2,color,70.642
pythia-2.8b,color_contrast,25,3,the,68.567
pythia-2.8b,color_contrast,25,4,of,68.468
pythia-2.8b,color_contrast,26,0,it,87.578
pythia-2.8b,color_contrast,26,1,many,71.826
pythia-2.8b,color_contrast,26,2,the,71.679
pythia-2.8b,color_contrast,26,3,of,69.402
pythia-2.8b,color_contrast,26,4,a,68.7
pythia-2.8b,color_contrast,27,0,it,89.787
pythia-2.8b,color_contrast,27,1,the,74.82
pythia-2.8b,color_contrast,27,2,many,72.07
pythia-2.8b,color_contrast,27,3,of,71.5
pythia-2.8b,color_contrast,27,4,a,71.056
pythia-2.8b,color_contrast,28,0,it,90.342
pythia-2.8b,color_contrast,28,1,the,76.476
pythia-2.8b,color_contrast,28,2,of,75.726
pythia-2.8b,color_contrast,28,3,a,73.082
pythia-2.8b,color_contrast,28,4,many,72.532
pythia-2.8b,color_contrast,29,0,it,86.407
pythia-2.8b,color_contrast,29,1,the,74.823
pythia-2.8b,color_contrast,29,2,of,72.314
pythia-2.8b,color_contrast,29,3,a,70.28
pythia-2.8b,color_contrast,29,4,many,69.378
pythia-2.8b,color_contrast,30,0,it,78.773
pythia-2.8b,color_contrast,30,1,the,64.121
pythia-2.8b,color_contrast,30,2,most,63.719
pythia-2.8b,color_contrast,30,3,of,62.847
pythia-2.8b,color_contrast,30,4,many,62.219
pythia-2.8b,color_contrast,31,0,it,66.008
pythia-2.8b,color_contrast,31,1,color,59.652
pythia-2.8b,color_contrast,31,2,of,56.956
pythia-2.8b,color_contrast,31,3,the,56.621
pythia-2.8b,color_contrast,31,4,colors,55.065
