prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
decl_focus_management_001,focus management,declarative,cloze,Focus management is,4,4.7307,3.5674,6.7633,3.5674,gpt2-xl
decl_reading_order_001,reading order,declarative,cloze,Reading order is,4,4.5987,4.4844,6.7633,3.1772,gpt2-xl
decl_text_formatting_001,text formatting,declarative,cloze,Text formatting is,4,4.9952,4.4045,6.7633,4.2084,gpt2-xl
decl_form_field_001,form field,declarative,cloze,A form field is,5,4.4446,2.1466,7.7341,1.4047,gpt2-xl
decl_landmark_region_001,landmark region,declarative,cloze,A landmark region is,5,5.6298,4.9501,7.7341,2.9752,gpt2-xl
decl_low_vision_001,low vision,declarative,cloze,Low vision is,4,4.9932,3.4712,6.7633,3.4712,gpt2-xl
decl_cognitive_disabilities_001,cognitive disabilities,declarative,cloze,Cognitive disabilities are,5,5.5155,5.0341,6.7633,3.6487,gpt2-xl
decl_universal_design_001,universal design,declarative,cloze,Universal design is,4,5.6787,3.9535,6.7633,3.9535,gpt2-xl
decl_decorative_image_001,decorative image,declarative,cloze,A decorative image is,5,5.8586,4.4583,7.7341,2.7832,gpt2-xl
decl_informative_image_001,informative image,declarative,cloze,An informative image is,5,5.6141,5.0546,6.9793,3.9796,gpt2-xl
decl_responsive_design_001,responsive design,declarative,cloze,Responsive design is,6,3.8663,3.8835,6.7633,1.4309,gpt2-xl
eval_alt_text_001,alt text,evaluative,code_review,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,22,3.0474,4.2471,8.4116,0.0111,gpt2-xl
eval_div_onclick_001,semantic HTML,evaluative,code_review,A <div> with onclick is not accessible because,12,4.5821,2.6042,7.7341,1.6273,gpt2-xl
eval_empty_link_001,empty link,evaluative,code_review,The accessibility problem with <a href='#'></a> is,15,3.6109,4.4938,8.4116,0.0251,gpt2-xl
eval_unlabeled_input_001,form label,evaluative,code_review,<input type='text'> needs a,9,3.1662,5.9392,6.7633,0.1428,gpt2-xl
eval_click_here_001,link text,evaluative,code_review,A button that only says 'Click here' is bad because,13,4.3796,2.5024,7.7341,1.595,gpt2-xl
comp_alt_text_few_shot_001,alt text,completion,few_shot,"<img src=""icons/home.png"" alt=""Home""><img src=""icons/mail.png"" alt=""Inbox""><img src=""photo.jpg""",36,1.4137,0.0202,7.1812,0.0065,gpt2-xl
comp_alt_text_bare_001,alt text,completion,bare,"<img src=""photo.jpg""",9,2.2735,1.4336,6.7633,0.4373,gpt2-xl
comp_captions_few_shot_001,captions,completion,few_shot,"<video src=""intro.mp4""><track kind=""captions"" src=""intro.vtt""></video><video src=""demo.mp4""><track kind=""captions"" src=""demo.vtt""></video><video src=""lecture.mp4"">",61,1.2442,2.5383,6.7633,0.0003,gpt2-xl
comp_captions_bare_001,captions,completion,bare,"<video src=""lecture.mp4"">",11,2.4626,2.2181,6.7633,0.4801,gpt2-xl
comp_page_title_few_shot_001,page title,completion,few_shot,<html><head><title>About Us</title></head><html><head><title>Contact</title></head><html><head>,31,1.5858,4.2594,7.3231,0.0039,gpt2-xl
comp_page_title_bare_001,page title,completion,bare,"<html><head><meta charset=""utf-8"">",14,1.4635,0.7286,6.7633,0.0032,gpt2-xl
comp_script_bare_001,script,completion,bare,<script,3,4.4525,1.7485,6.7633,1.7485,gpt2-xl
comp_script_few_shot_001,script,completion,few_shot,"<script src=""utils.js""></script><script src=""main.js""></script><script src=""",23,1.6331,6.5677,6.7633,0.023,gpt2-xl
hypo_alt_text_direct_001,alt text,hypothesis,direct_question,Look at this HTML: <img src='portrait.jpg'>. What specific attribute is missing to make it accessible?,26,3.1072,3.9154,6.7633,0.4927,gpt2-xl
hypo_alt_text_correction_001,alt text,hypothesis,error_correction,Correct the following inaccessible code: <img src='logo.png'>,16,3.0666,4.1628,6.7633,0.5404,gpt2-xl
hypo_alt_text_socratic_001,alt text,hypothesis,socratic,A screen reader is software that reads text aloud. Why would a screen reader fail to describe this tag: <img src='chart.svg'>?,32,3.2485,3.6565,7.7341,0.0543,gpt2-xl
valid_alt_text_direct_001,alt text,validation,direct_question,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,22,3.0474,4.2471,8.4116,0.0111,gpt2-xl
valid_alt_text_instruction_001,alt text,validation,instruction,What accessibility attribute is missing from this HTML: <img src='photo.jpg'>?,19,3.2503,2.7398,6.7633,0.7124,gpt2-xl
valid_screen_reader_socratic_001,screen reader,validation,socratic,A screen reader is software that reads text aloud. Why would it fail to describe <img src='chart.svg'>?,27,3.1619,3.6134,7.7341,0.07,gpt2-xl
valid_aria_confab_001,ARIA,validation,cloze,ARIA stands for,5,4.6388,4.7697,7.0066,0.1394,gpt2-xl
valid_html_confab_001,HTML,validation,cloze,HTML stands for,4,3.0535,0.112,6.7633,0.112,gpt2-xl
ctrl_cc_cloze_001,closed captions,control,cloze,Closed captions display,6,3.7362,1.6309,6.7633,0.0848,gpt2-xl
ctrl_contrast_cloze_001,color contrast,control,cloze,Color contrast is important because,6,4.4625,3.3629,6.7633,2.3781,gpt2-xl
ctrl_title_cloze_001,page title,control,cloze,A page title describes,5,4.9259,2.3941,7.7341,2.3941,gpt2-xl
ctrl_cc_direct_001,closed captions,control,direct_question,What are closed captions?,7,3.4003,1.4044,6.7633,0.0034,gpt2-xl
ctrl_contrast_direct_001,color contrast,control,direct_question,What is color contrast?,6,3.9141,1.5098,6.7633,1.5098,gpt2-xl
ctrl_title_direct_001,page title,control,direct_question,What is a page title?,7,4.9454,2.2023,8.5768,1.8399,gpt2-xl
ctrl_cc_instruction_001,closed captions,control,instruction,Explain closed captions to a web developer.,11,3.6337,2.7535,6.7633,0.006,gpt2-xl
ctrl_contrast_instruction_001,color contrast,control,instruction,Explain color contrast to a web developer.,10,4.0117,2.9262,6.7633,1.8558,gpt2-xl
ctrl_title_instruction_001,page title,control,instruction,Explain page titles to a web developer.,10,4.2587,3.1042,6.7633,2.7003,gpt2-xl
ctrl_cc_evaluative_001,closed captions,control,evaluative,A video without closed captions is not accessible because,11,3.8216,2.6291,7.7341,0.0028,gpt2-xl
ctrl_contrast_evaluative_001,color contrast,control,evaluative,Text with low color contrast is not accessible because,10,4.8717,2.7757,7.4602,2.7757,gpt2-xl
ctrl_title_evaluative_001,page title,control,evaluative,A web page without a title is not accessible because,11,4.755,2.5144,7.7341,2.5144,gpt2-xl
ctrl_cc_scenario_001,closed captions,control,scenario,"A deaf user is watching a video on a website. Without closed captions, the user",19,3.7003,3.0761,7.7341,0.0085,gpt2-xl
ctrl_contrast_scenario_001,color contrast,control,scenario,A low vision user visits a website with poor color contrast. The user,15,4.5253,4.2741,7.7341,2.2422,gpt2-xl
ctrl_title_scenario_001,page title,control,scenario,A screen reader user navigates to a web page with no title. The user,17,3.9807,4.0234,7.7341,0.3204,gpt2-xl
ctrl_bicycle_cloze_001,bicycle,control,cloze,A bicycle is used for,6,5.078,3.7822,7.7341,2.4937,gpt2-xl
ctrl_bicycle_direct_001,bicycle,control,direct_question,What is a bicycle?,6,5.597,2.5682,8.5768,2.5682,gpt2-xl
ctrl_bicycle_instruction_001,bicycle,control,instruction,Explain bicycles to a web developer.,9,3.9265,3.5775,6.7633,1.9884,gpt2-xl
ctrl_bicycle_evaluative_001,bicycle,control,evaluative,A bicycle without brakes is not safe because,9,4.377,3.3075,7.7341,2.1665,gpt2-xl
ctrl_bicycle_scenario_001,bicycle,control,scenario,"A child is riding a bicycle on a busy street. Without a helmet, the child",18,3.9264,3.9203,7.7341,1.2155,gpt2-xl
