model,prompt,layer,rank,token,logit
pythia-6.9b,color_contrast,25,3,we,89.185
pythia-6.9b,color_contrast,25,4,human,87.571
pythia-6.9b,color_contrast,26,0,it,122.584
pythia-6.9b,color_contrast,26,1,we,97.818
pythia-6.9b,color_contrast,26,2,the,96.9
pythia-6.9b,color_contrast,26,3,of,92.691
pythia-6.9b,color_contrast,26,4,a,92.424
pythia-6.9b,color_contrast,27,0,it,136.795
pythia-6.9b,color_contrast,27,1,the,103.359
pythia-6.9b,color_contrast,27,2,we,97.853
pythia-6.9b,color_contrast,27,3,human,97.061
pythia-6.9b,color_contrast,27,4,a,96.856
pythia-6.9b,color_contrast,28,0,it,129.715
pythia-6.9b,color_contrast,28,1,the,108.943
pythia-6.9b,color_contrast,28,2,of,101.979
pythia-6.9b,color_contrast,28,3,a,100.781
pythia-6.9b,color_contrast,28,4,we,100.182
pythia-6.9b,color_contrast,29,0,it,126.737
pythia-6.9b,color_contrast,29,1,the,108.811
pythia-6.9b,color_contrast,29,2,a,101.35
pythia-6.9b,color_contrast,29,3,of,101.067
pythia-6.9b,color_contrast,29,4,we,98.716
pythia-6.9b,color_contrast,30,0,it,113.096
pythia-6.9b,color_contrast,30,1,the,100.957
pythia-6.9b,color_contrast,30,2,of,95.415
pythia-6.9b,color_contrast,30,3,most,91.782
pythia-6.9b,color_contrast,30,4,we,91.683
pythia-6.9b,color_contrast,31,0,it,97.289
pythia-6.9b,color_contrast,31,1,the,85.194
pythia-6.9b,color_contrast,31,2,of,81.609
pythia-6.9b,color_contrast,31,3,color,81.58
pythia-6.9b,color_contrast,31,4,we,79.529
