model,prompt,layer,rank,token,logit
pythia-410m,color_contrast,0,0,thereof,5.955
pythia-410m,color_contrast,0,1,[:,5.258
pythia-410m,color_contrast,0,2,Abbreviations,4.87
pythia-410m,color_contrast,0,3,uckles,4.699
pythia-410m,color_contrast,0,4,ocrates,4.439
pythia-410m,color_contrast,1,0,ocrates,6.005
pythia-410m,color_contrast,1,1,thereof,5.645
pythia-410m,color_contrast,1,2,itars,5.506
pythia-410m,color_contrast,1,3,atur,5.144
pythia-410m,color_contrast,1,4,manuel,4.792
pythia-410m,color_contrast,2,0,ocrates,6.688
pythia-410m,color_contrast,2,1,extend,6.543
pythia-410m,color_contrast,2,2,manuel,6.53
pythia-410m,color_contrast,2,3,thereof,6.513
pythia-410m,color_contrast,2,4,atur,6.114
pythia-410m,color_contrast,3,0,ocrates,6.289
pythia-410m,color_contrast,3,1,thereof,6.094
pythia-410m,color_contrast,3,2,extend,6.081
pythia-410m,color_contrast,3,3,there,6.057
pythia-410m,color_contrast,3,4,there,5.903
pythia-410m,color_contrast,4,0,;|,7.069
pythia-410m,color_contrast,4,1,thereof,6.873
pythia-410m,color_contrast,4,2,,6.872
pythia-410m,color_contrast,4,3,distributed,6.783
pythia-410m,color_contrast,4,4,uckles,6.772
pythia-410m,color_contrast,5,0,there,7.244
pythia-410m,color_contrast,5,1,there,7.003
pythia-410m,color_contrast,5,2,otherwise,6.978
pythia-410m,color_contrast,5,3,ibi,6.789
pythia-410m,color_contrast,5,4,they,6.259
pythia-410m,color_contrast,6,0,idas,7.384
pythia-410m,color_contrast,6,1,ibi,7.12
pythia-410m,color_contrast,6,2,there,6.759
pythia-410m,color_contrast,6,3,opan,6.441
pythia-410m,color_contrast,6,4,there,6.418
pythia-410m,color_contrast,7,0,otherwise,8.091
pythia-410m,color_contrast,7,1,ibi,6.713
pythia-410m,color_contrast,7,2,otherwise,6.236
pythia-410m,color_contrast,7,3,cies,6.147
pythia-410m,color_contrast,7,4,aines,6.135
pythia-410m,color_contrast,8,0,otherwise,7.362
pythia-410m,color_contrast,8,1,cies,6.467
pythia-410m,color_contrast,8,2,tig,6.379
pythia-410m,color_contrast,8,3,gus,6.301
pythia-410m,color_contrast,8,4,fur,6.213
pythia-410m,color_contrast,9,0,tig,6.631
pythia-410m,color_contrast,9,1,otherwise,6.587
pythia-410m,color_contrast,9,2,inus,6.57
pythia-410m,color_contrast,9,3,fur,6.528
pythia-410m,color_contrast,9,4,ế,6.253
pythia-410m,color_contrast,10,0,rou,6.678
pythia-410m,color_contrast,10,1,ольз,6.45
pythia-410m,color_contrast,10,2,yg,6.28
pythia-410m,color_contrast,10,3,ibi,6.156
pythia-410m,color_contrast,10,4,tig,6.129
pythia-410m,color_contrast,11,0,amis,6.084
pythia-410m,color_contrast,11,1,ольз,5.622
pythia-410m,color_contrast,11,2,fur,5.497
pythia-410m,color_contrast,11,3,these,5.445
pythia-410m,color_contrast,11,4,etz,5.427
pythia-410m,color_contrast,12,0,it,6.323
pythia-410m,color_contrast,12,1,they,6.243
pythia-410m,color_contrast,12,2,many,5.822
pythia-410m,color_contrast,12,3,rou,5.729
pythia-410m,color_contrast,12,4,dg,5.728
pythia-410m,color_contrast,13,0,it,7.036
pythia-410m,color_contrast,13,1,they,6.834
pythia-410m,color_contrast,13,2,many,6.445
pythia-410m,color_contrast,13,3,there,5.944
pythia-410m,color_contrast,13,4,otherwise,5.619
pythia-410m,color_contrast,14,0,it,8.563
pythia-410m,color_contrast,14,1,they,7.525
pythia-410m,color_contrast,14,2,often,7.223
pythia-410m,color_contrast,14,3,many,7.119
pythia-410m,color_contrast,14,4,there,6.108
pythia-410m,color_contrast,15,0,it,10.262
pythia-410m,color_contrast,15,1,they,8.477
pythia-410m,color_contrast,15,2,many,8.39
pythia-410m,color_contrast,15,3,often,7.784
pythia-410m,color_contrast,15,4,there,7.039
pythia-410m,color_contrast,16,0,it,15.729
pythia-410m,color_contrast,16,1,they,12.993
pythia-410m,color_contrast,16,2,many,11.56
pythia-410m,color_contrast,16,3,there,11.35
pythia-410m,color_contrast,16,4,of,11.119
pythia-410m,color_contrast,17,0,it,21.841
pythia-410m,color_contrast,17,1,of,15.985
pythia-410m,color_contrast,17,2,many,14.915
pythia-410m,color_contrast,17,3,otherwise,14.705
pythia-410m,color_contrast,17,4,different,14.369
pythia-410m,color_contrast,18,0,it,28.228
pythia-410m,color_contrast,18,1,of,21.13
pythia-410m,color_contrast,18,2,the,20.152
pythia-410m,color_contrast,18,3,",",19.594
pythia-410m,color_contrast,18,4,many,19.461
pythia-410m,color_contrast,19,0,it,27.855
pythia-410m,color_contrast,19,1,of,21.397
pythia-410m,color_contrast,19,2,the,20.849
pythia-410m,color_contrast,19,3,light,20.717
pythia-410m,color_contrast,19,4,many,20.335
pythia-410m,color_contrast,20,0,it,28.626
pythia-410m,color_contrast,20,1,light,22.257
pythia-410m,color_contrast,20,2,the,21.547
pythia-410m,color_contrast,20,3,of,21.48
pythia-410m,color_contrast,20,4,many,21.288
pythia-410m,color_contrast,21,0,it,29.462
pythia-410m,color_contrast,21,1,the,23.13
pythia-410m,color_contrast,21,2,of,22.444
pythia-410m,color_contrast,21,3,light,22.248
pythia-410m,color_contrast,21,4,many,22.226
pythia-410m,color_contrast,22,0,it,29.524
pythia-410m,color_contrast,22,1,the,21.984
pythia-410m,color_contrast,22,2,light,21.867
pythia-410m,color_contrast,22,3,of,21.778
pythia-410m,color_contrast,22,4,many,21.342
pythia-410m,color_contrast,23,0,it,26.426
pythia-410m,color_contrast,23,1,of,23.174
pythia-410m,color_contrast,23,2,the,22.981
pythia-410m,color_contrast,23,3,colors,21.412
pythia-410m,color_contrast,23,4,color,21.26
