domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
legal,excessive_bail,excessive bail,declarative,cloze,Excessive bail is prohibited by,"the Eighth Amendment to the United States Constitution. The Eighth Amendment states that “excessive bail shall not be required.” The Eighth Amendment is part of the Bill of Rights, which was added to the Constitution in 1791. The Bill of Rights is a list of the first ten amendments to the Constitution. The Eighth Amendment is the only amendment that specifically mentions bail. The Eighth Amendment was adopted in 1791, but the Supreme Court did not interpret the excessive bail clause until 1908. In",100,OLMo-2-1124-13B
legal,felony_conviction,felony conviction,declarative,cloze,A felony conviction is,"a serious matter. It can affect your ability to get a job, rent an apartment, or even get a loan. If you are facing felony charges, you need to take them seriously. You need to hire an experienced criminal defense attorney to help you fight the charges.

What is a Felony?

A felony is a serious crime. In the state of Florida, a felony is a crime that is punishable by more than one year in prison. Felonies are divided into five categories, or degrees",100,OLMo-2-1124-13B
legal,conditional_parole,conditional parole,declarative,cloze,Conditional parole requires,"a person to meet certain conditions before they can be released from prison. These conditions can include completing a rehabilitation program, or agreeing to stay away from certain people or places. If a person violates the conditions of their parole, they can be sent back to prison.

What is parole?

Parole is a form of early release from prison. It is granted to people who have served a certain amount of their sentence and who are deemed to be at low risk of reoffending. Parole is not a",100,OLMo-2-1124-13B
legal,joint_custody,joint custody,declarative,cloze,Joint custody means,"that both parents have equal rights to the child. This means that the child will spend equal time with each parent. This is not always possible, but it is the ideal situation. If the parents cannot agree on a custody arrangement, the court will decide. The court will consider the best interests of the child when making this decision.

The court will consider the child’s best interests when deciding on custody. This includes the child’s age, health, and safety. The court will also consider the child’s",100,OLMo-2-1124-13B
legal,material_breach,material breach,declarative,cloze,A material breach is,a breach of a contract that is so serious that it allows the other party to the contract to terminate the contract. A material breach is a breach that goes to the heart of the contract. A material breach is a breach that is so serious that it is not possible for the other party to the contract to continue to perform under the contract. A material breach is a breach that is so serious that it is not possible for the other party to the contract to continue to perform under the contract. A material,100,OLMo-2-1124-13B
legal,adequate_consideration,adequate consideration,declarative,cloze,Adequate consideration in a contract means,"that the value of the consideration is equal to the value of the promise. The consideration must be adequate to support the promise. The adequacy of consideration is determined by the courts. The courts will not question the adequacy of consideration if the parties are dealing at arm’s length. If the parties are not dealing at arm’s length, the courts will look at the adequacy of consideration. For example, if a father promises to give his son $1,000,000 in consideration for the son",100,OLMo-2-1124-13B
legal,arbitration_clause,arbitration clause,declarative,cloze,An arbitration clause is,"a provision in a contract that requires the parties to resolve their disputes through arbitration rather than through litigation in court. Arbitration is a form of alternative dispute resolution (ADR) that is used to resolve disputes between parties. Arbitration is a process in which the parties to a dispute present evidence and arguments to a neutral third party, known as an arbitrator, who then makes a decision on the outcome of the dispute. Arbitration is generally less formal than litigation and is often less expensive and faster than litigation",100,OLMo-2-1124-13B
legal,specific_performance,specific performance,declarative,cloze,Specific performance is a remedy that,"requires a party to perform a specific act. It is an equitable remedy that is available when monetary damages are inadequate to compensate the other party. Specific performance is available for breach of contract, breach of fiduciary duty, and breach of a trust. Specific performance is not available for breach of a personal service contract, such as a contract to work as a doctor or lawyer. Specific performance is also not available for breach of a contract for the sale of real estate. In such cases, the remedy is",100,OLMo-2-1124-13B
legal,preliminary_injunction,preliminary injunction,declarative,cloze,A preliminary injunction is,"a court order that prohibits a party from taking a specific action. In the case of a preliminary injunction, the court will issue the order before the case is fully resolved. The court will issue a preliminary injunction if it believes that the party seeking the injunction is likely to succeed on the merits of the case and that the party seeking the injunction will suffer irreparable harm if the order is not issued. The court will also consider the balance of hardships between the parties and the public interest in issuing the order.",100,OLMo-2-1124-13B
legal,oral_deposition,oral deposition,declarative,cloze,An oral deposition is,a formal interview of a witness under oath. The witness is asked questions by the attorney for the party who requested the deposition. The witness is also questioned by the attorney for the other party. The witness is under oath and must answer the questions truthfully. The witness is not allowed to confer with his or her attorney during the deposition. The witness is allowed to take a break during the deposition if he or she needs to consult with his or her attorney. The witness is also allowed to take a break,100,OLMo-2-1124-13B
legal,personal_jurisdiction,personal jurisdiction,declarative,cloze,Personal jurisdiction refers to,"the power of a court to hear a case. In the United States, personal jurisdiction is a constitutional requirement. The U.S. Constitution requires that a court have personal jurisdiction over a defendant before it can enter a judgment against that defendant. Personal jurisdiction is a requirement of due process. The U.S. Supreme Court has held that a state court may not exercise personal jurisdiction over a defendant unless the defendant has certain minimum contacts with the state. The minimum contacts test is a balancing test that weighs the defendant's",100,OLMo-2-1124-13B
legal,electronic_discovery,electronic discovery,declarative,cloze,Electronic discovery is,"a process that is used to collect, preserve, and produce electronically stored information (ESI) in response to a discovery request. ESI is any information that is stored in an electronic format, such as emails, word processing documents, spreadsheets, databases, voicemails, and images. Electronic discovery is a complex process that requires the use of specialized software and hardware to collect and process ESI. The process can be very time-consuming and expensive, and it is important to have a clear understanding",100,OLMo-2-1124-13B
legal,summary_motion,summary motion,declarative,cloze,A summary motion is,a motion that is filed in a case that is already pending in court. It is a motion that is filed to ask the court to make a decision on a matter that is not already before the court. A summary motion is a motion that is filed in a case that is already pending in court. It is a motion that is filed to ask the court to make a decision on a matter that is not already before the court. A summary motion is a motion that is filed in a case that is,100,OLMo-2-1124-13B
legal,proper_venue,proper venue,declarative,cloze,Proper venue is determined by,"the type of event. For example, a wedding reception is a social event, so it should be held in a social venue. A wedding ceremony is a religious event, so it should be held in a religious venue. A wedding rehearsal is a rehearsal, so it should be held in a rehearsal venue. A wedding shower is a gift-giving event, so it should be held in a gift-giving venue. A wedding reception is a social event, so it should be held in a social venue",100,OLMo-2-1124-13B
legal,patent_infringement,patent infringement,declarative,cloze,Patent infringement occurs when,"a person or company uses a patented invention without permission from the patent owner. Patent infringement can be a civil or criminal offense, depending on the circumstances. Patent infringement can be a civil offense when a person or company uses a patented invention without permission from the patent owner. Patent infringement can also be a criminal offense if the person or company infringes on the patent with the intent to profit from it. Patent infringement can also occur when a person or company uses a patented invention without permission from the patent owner.",100,OLMo-2-1124-13B
legal,articles_incorporation,articles incorporation,declarative,cloze,Articles of incorporation are,the documents that create a corporation. They are filed with the secretary of state in the state in which the corporation is formed. Articles of incorporation are also known as a certificate of incorporation or a corporate charter. The articles of incorporation are the first step in the process of forming a corporation. They are the documents that create the corporation and set forth the basic information about the corporation. The articles of incorporation are filed with the secretary of state in the state in which the corporation is formed. The articles of incorporation,100,OLMo-2-1124-13B
legal,hostile_merger,hostile merger,declarative,cloze,A hostile merger is,"a merger that is opposed by the target company. The target company may be able to prevent the merger from taking place by using legal means. The target company may also be able to prevent the merger by using other means, such as by making the company less attractive to the acquiring company.

A hostile merger is a type of takeover. A takeover is a situation in which one company acquires another company. The acquiring company is called the acquiring company, and the company being acquired is called the target company.",100,OLMo-2-1124-13B
legal,statute_limitations,statute limitations,declarative,cloze,A statute of limitations is,"a law that sets a time limit for legal action to be taken. In the case of a personal injury, the statute of limitations is the time limit for filing a lawsuit. If you do not file a lawsuit within the time limit, you will be barred from doing so. The statute of limitations for personal injury cases varies from state to state, but generally ranges from one to six years.

The statute of limitations is not the same as the statute of repose. The statute of repose is a",100,OLMo-2-1124-13B
legal,legal_standing,legal standing,declarative,cloze,Legal standing is the right to,"bring a lawsuit in court. In order to bring a lawsuit, a person must have a legal interest in the subject matter of the lawsuit. For example, a person who is injured in a car accident has a legal interest in the outcome of the lawsuit because he or she was injured. The person who caused the accident does not have a legal interest in the outcome of the lawsuit because he or she was not injured. The person who caused the accident does not have legal standing to bring a lawsuit in court",100,OLMo-2-1124-13B
legal,binding_precedent,binding precedent,declarative,cloze,A binding precedent is,"a decision of a higher court that is binding on lower courts in the same jurisdiction. The doctrine of binding precedent or stare decisis is the principle by which a court is bound to treat as precedent what has been said in prior cases. In contrast, a non-binding precedent is a precedent that is not binding on the court, but is taken into account by the court when making the decision. A court may consider a non-precedent case that is similar to the current case, but the court is",100,OLMo-2-1124-13B
legal,judicial_review,judicial review,declarative,cloze,Judicial review is,"a process by which a court can review the decisions of a government agency, such as a state or federal agency. The purpose of judicial review is to ensure that the agency’s decision is consistent with the law. If the court finds that the agency’s decision is not consistent with the law, it will overturn the decision.

Judicial review is a process by which a court can review the decisions of a government agency. The purpose of judicial review is to ensure that the agency’s decisions are consistent with the",100,OLMo-2-1124-13B
legal,civil_lawsuit,civil lawsuit,declarative,cloze,A civil lawsuit is,"a legal action brought by one person or entity against another. The person or entity bringing the action is called the plaintiff, and the person or entity against whom the action is brought is called the defendant. The plaintiff must prove his or her case by a preponderance of the evidence. This means that the plaintiff must prove that it is more likely than not that the defendant is responsible for the plaintiff’s injuries. The plaintiff must also prove that the defendant’s actions were the proximate cause of the plaintiff",100,OLMo-2-1124-13B
legal,criminal_record,criminal record,declarative,cloze,A criminal record is,"a record of a person’s criminal history. It is a record of any criminal convictions that a person has. A criminal record can be accessed by the public, and it can be used to deny a person employment, housing, or other opportunities. A criminal record can also be used to enhance a person’s sentence if they are convicted of another crime.

A criminal record can be expunged in some cases. Expungement is the process of removing a criminal record from public view. Expungement",100,OLMo-2-1124-13B
legal,search_warrant,search warrant,declarative,cloze,A search warrant is,"a court order that allows law enforcement to search a person or place for evidence of a crime. The Fourth Amendment to the United States Constitution protects citizens from unreasonable searches and seizures. A search warrant is required to search a person or place unless the search falls under one of the exceptions to the warrant requirement. A search warrant is required to search a person or place for evidence of a crime. A search warrant is required to search a person or place for evidence of a crime.

A search warrant is a court",100,OLMo-2-1124-13B
legal,plea_bargain,plea bargain,declarative,cloze,A plea bargain is,"an agreement between the defendant and the prosecutor in which the defendant agrees to plead guilty to a lesser charge or to a reduced charge. In exchange, the prosecutor agrees to dismiss the original charge or to recommend a lighter sentence. The judge must approve the plea bargain before it can be accepted.

Plea bargains are common in the criminal justice system. They are used to reduce the number of cases that go to trial, which saves time and money. They also allow prosecutors to focus on more serious cases.",100,OLMo-2-1124-13B
legal,witness_testimony,witness testimony,declarative,cloze,Witness testimony is,"a key part of any criminal case. It is the evidence that is presented by the witnesses that can make or break a case. In some cases, the testimony of a witness can be the only evidence that is presented in a case. In other cases, the testimony of a witness can be used to corroborate other evidence that is presented in a case. In either case, it is important that the testimony of a witness is accurate and reliable. This is why it is important to have a witness who",100,OLMo-2-1124-13B
legal,expert_witness,expert witness,declarative,cloze,An expert witness is,"a person who has special knowledge of a subject that is relevant to a case. Expert witnesses are often called to testify in court to provide their expert opinion on a matter. Expert witnesses are usually called upon to testify in cases involving medical malpractice, personal injury, product liability, and other complex legal matters.

Expert witnesses are typically called upon to testify in cases involving medical malpractice, personal injury, product liability, and other complex legal matters. They are often called upon to testify in cases involving medical mal",100,OLMo-2-1124-13B
legal,court_order,court order,declarative,cloze,A court order is,"a legal document issued by a court of law. It is a formal order that is issued by a judge or court of law. A court order can be issued in a variety of circumstances, such as when a person is found guilty of a crime, or when a person is found to be in contempt of court. A court order can also be issued in order to enforce a judgment or to compel a person to do something. Court orders are typically issued in writing, and they must be signed by the",100,OLMo-2-1124-13B
legal,bench_trial,bench trial,declarative,cloze,A bench trial is,"a trial before a judge, without a jury.  The parties present their case to the judge, who decides the case.  The parties may agree to a bench trial, or the judge may order a bench trial if the parties cannot agree on a jury.  The parties may also agree to a jury trial, but waive their right to a jury.  In a jury trial, the parties present their case to a jury, who decides the case.  The parties may agree to a jury trial",100,OLMo-2-1124-13B
legal,jury_verdict,jury verdict,declarative,cloze,A jury verdict is,"a decision or finding of fact that results from a trial by judge or jury, or by a judge if the trial is by judge alone. A jury verdict is reached after the jury has completed deliberations and announced its decision to the court. A jury verdict is not a final judgment, but it is a necessary step in the judicial process. A jury verdict is a finding of fact, and a judgment is a determination of the legal consequences of the facts found by the jury. A judgment is entered by",100,OLMo-2-1124-13B
legal,class_action,class action,declarative,cloze,A class action lawsuit is,a lawsuit filed by one or more people on behalf of a group of people who have suffered similar injuries or damages. The class action lawsuit is a powerful tool for consumers to use against companies that have engaged in unfair or deceptive business practices. The class action lawsuit allows consumers to pool their resources and bring a lawsuit against a company that has harmed them. The class action lawsuit is a powerful tool for consumers to use against companies that have engaged in unfair or deceptive business practices. The class action lawsuit allows consumers to,100,OLMo-2-1124-13B
legal,double_jeopardy,double jeopardy,declarative,cloze,Double jeopardy is,a legal term that refers to the possibility of being tried twice for the same crime. The Fifth Amendment to the U.S. Constitution states that no person shall be subject for the same offense to be twice put in jeopardy of life or limb. This means that a person cannot be tried for the same crime twice. The double jeopardy clause is designed to protect a person from being harassed by successive prosecutions for the same offense. The double jeopardy clause is also designed to protect a person from being tried for the same,100,OLMo-2-1124-13B
legal,probable_cause,probable cause,declarative,cloze,Probable cause is,"a legal term that refers to the amount of evidence that is required to be presented by the police before they can make an arrest, conduct a personal or property search, or obtain a warrant for any of these things. The amount of evidence required for probable cause is less than what is required to convict someone of a crime. In some cases, the police may have probable cause to make an arrest or conduct a search, but not have enough evidence to convict someone of a crime.

Probable cause is a",100,OLMo-2-1124-13B
legal,restraining_order,restraining order,declarative,cloze,A restraining order is,"a court order that requires a person to stay away from another person, place, or business. Restraining orders are also called protective orders. They are used to protect people from abuse, harassment, stalking, or threats of violence. Restraining orders are civil orders, which means that they are not criminal charges. However, violating a restraining order is a crime.

What is a restraining order?

A restraining order is a court order that requires a person to stay away from another person, place, or business",100,OLMo-2-1124-13B
