domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
accessibility,decl_keyboard_interaction_001,keyboard interaction,declarative,cloze,A keyboard interaction is,a way of interacting with a computer by using a keyboard. The keyboard is a device that allows you to type text and enter data into a computer. It is a device that is used to type text and enter data into a computer. It is a device that is used to type text and enter data into a computer. It is a device that is used to type text and enter data into a computer. It is a device that is used to type text and enter data into a computer. It is,100,OLMo-2-0425-1B
accessibility,decl_section_heading_001,section heading,declarative,cloze,A section heading is,a heading that is used to separate sections of a document. It is usually a heading that is larger than the normal heading. It is used to separate sections of a document. It is also used to separate paragraphs within a section. It is also used to separate sections of a document. It is also used to separate paragraphs within a section. It is also used to separate sections of a document. It is also used to separate paragraphs within a section. It is also used to separate sections of a document,100,OLMo-2-0425-1B
accessibility,decl_text_alternative_001,text alternative,declarative,cloze,A text alternative is,a text alternative for a graphic or image. It is a text alternative for a graphic or image that is used when the graphic or image is not available. It is a text alternative for a graphic or image that is used when the graphic or image is not available. It is a text alternative for a graphic or image that is used when the graphic or image is not available. It is a text alternative for a graphic or image that is used when the graphic or image is not available. It is a,100,OLMo-2-0425-1B
accessibility,decl_audio_description_001,audio description,declarative,cloze,An audio description is,"a description of a visual element of a film or television programme. The description is provided by a narrator who reads the words of the film or television programme. The description is usually provided in a separate audio track, but can also be provided in a separate video track. The description is usually provided in a separate audio track, but can also be provided in a separate video track. The description is usually provided in a separate audio track, but can also be provided in a separate video track. The description is",100,OLMo-2-0425-1B
accessibility,decl_sign_language_001,sign language,declarative,cloze,Sign language is,a language that is used by people who are deaf or hard of hearing. It is a language that is used by people who are deaf or hard of hearing. It is a language that is used by people who are deaf or hard of hearing. It is a language that is used by people who are deaf or hard of hearing. It is a language that is used by people who are deaf or hard of hearing. It is a language that is used by people who are deaf or hard of hearing.,100,OLMo-2-0425-1B
accessibility,decl_sensory_characteristics_001,sensory characteristics,declarative,cloze,Sensory characteristics are,"the most important factor in the choice of the right material for the production of the product. The most important characteristics of the material are the following:

  • The ability to withstand the impact of the product.
  • The ability to withstand the impact of the product.
  • The ability to withstand the impact of the product.
  • The ability to withstand the impact of the product.
  • The ability to withstand the impact of the product.
  • The ability to withstand the impact of the product",100,OLMo-2-0425-1B
accessibility,decl_input_purpose_001,input purpose,declarative,cloze,An input purpose is,"a type of input that is used to perform a specific task. The task can be a simple one, such as a button that toggles a light on or off, or a more complex one, such as a complex algorithm that performs a calculation. The task can be a simple one, such as a button that toggles a light on or off, or a more complex one, such as a complex algorithm that performs a calculation. The task can be a simple one, such as a button that",100,OLMo-2-0425-1B
accessibility,decl_target_size_001,target size,declarative,cloze,A target size is,a number that indicates the size of a target. The target size is used to determine the number of shots needed to hit the target. The target size is also used to determine the number of shots needed to hit the target at a given range. The target size is also used to determine the number of shots needed to hit the target at a given range. The target size is also used to determine the number of shots needed to hit the target at a given range. The target size is also used to,100,OLMo-2-0425-1B
accessibility,decl_touch_target_001,touch target,declarative,cloze,A touch target is,a target that is a certain size and shape. The size and shape of the target is determined by the manufacturer. The size and shape of the target is also determined by the manufacturer. The size and shape of the target is also determined by the manufacturer. The size and shape of the target is also determined by the manufacturer. The size and shape of the target is also determined by the manufacturer. The size and shape of the target is also determined by the manufacturer. The size and shape of the target,100,OLMo-2-0425-1B
accessibility,decl_drag_movement_001,drag movement,declarative,cloze,A drag movement is,a movement that is caused by the drag force. Drag force is a force that opposes the motion of an object. Drag force is caused by the air resistance. Drag force is also known as air resistance. Drag force is also known as air resistance. Drag force is also known as air resistance. Drag force is also known as air resistance. Drag force is also known as air resistance. Drag force is also known as air resistance. Drag force is also known as air resistance. Drag force is also known,100,OLMo-2-0425-1B
accessibility,decl_focus_appearance_001,focus appearance,declarative,cloze,A focus appearance is,a type of appearance that is not a part of the body. It is a type of appearance that is not a part of the body. It is a type of appearance that is not a part of the body. It is a type of appearance that is not a part of the body. It is a type of appearance that is not a part of the body. It is a type of appearance that is not a part of the body. It is a type of appearance that is not a part of,100,OLMo-2-0425-1B
accessibility,decl_consistent_help_001,consistent help,declarative,cloze,Consistent help is,a great way to get your business off the ground. It can help you get your feet wet and get your feet moving. It can help you get your business off the ground and get it moving. It can help you get your business off the ground and get it moving. It can help you get your business off the ground and get it moving. It can help you get your business off the ground and get it moving. It can help you get your business off the ground and get it moving.,100,OLMo-2-0425-1B
accessibility,decl_redundant_entry_001,redundant entry,declarative,cloze,A redundant entry is,a duplicate entry that is not necessary in the database. Redundant entries are removed from the database. Redundant entries are removed from the database by using the DROP TABLE statement. The DROP TABLE statement is a SQL statement that is used to remove a table from the database. The DROP TABLE statement is used to remove a table from the database. The DROP TABLE statement is used to remove a table from the database. The DROP TABLE statement is used to remove a table from the database. The DROP,100,OLMo-2-0425-1B
accessibility,decl_accessible_authentication_001,accessible authentication,declarative,cloze,Accessible authentication is,a key component of a secure system. The authentication process is the first step in the security lifecycle. It is the first step in the process of determining whether a user is who they say they are. The authentication process is the first step in the process of determining whether a user is who they say they are. The authentication process is the first step in the process of determining whether a user is who they say they are. The authentication process is the first step in the process of determining whether a user is,100,OLMo-2-0425-1B
accessibility,decl_text_spacing_001,text spacing,declarative,cloze,Text spacing is,a very important part of the design of a website. It is the difference between a website that looks good and one that looks bad. It is the difference between a website that is easy to read and one that is hard to read. It is the difference between a website that is easy to navigate and one that is hard to navigate. It is the difference between a website that is easy to find and one that is hard to find. It is the difference between a website that is easy to use and,100,OLMo-2-0425-1B
accessibility,decl_status_message_001,status message,declarative,cloze,A status message is,a message that is displayed to the user when the user is not logged in. The status message is displayed in the status bar of the browser. The status message is displayed in the status bar of the browser. The status message is displayed in the status bar of the browser. The status message is displayed in the status bar of the browser. The status message is displayed in the status bar of the browser. The status message is displayed in the status bar of the browser. The status message is displayed in,100,OLMo-2-0425-1B
accessibility,decl_error_identification_001,error identification,declarative,cloze,Error identification is,a key part of the process of identifying and preventing fraud. The process of error identification is a key part of the process of identifying and preventing fraud. The process of error identification is a key part of the process of identifying and preventing fraud. The process of error identification is a key part of the process of identifying and preventing fraud. The process of error identification is a key part of the process of identifying and preventing fraud. The process of error identification is a key part of the process of identifying and preventing,100,OLMo-2-0425-1B
accessibility,decl_pointer_cancellation_001,pointer cancellation,declarative,cloze,Pointer cancellation is,"a common problem in the world of mobile development. It’s a problem that can be solved with a little bit of planning and a little bit of code.

Pointer cancellation is a problem that can be solved with a little bit of planning and a little bit of code.

Pointer cancellation is a problem that can be solved with a little bit of planning and a little bit of code.

Pointer cancellation is a problem that can be solved with a little bit of planning and a little bit of code.

Pointer cancellation is",100,OLMo-2-0425-1B
accessibility,decl_character_key_001,character key,declarative,cloze,A character key is,"a special character that is used to identify a character in a text. The most common character key is the @ symbol. The @ symbol is used to identify a character in a text. For example, the @ symbol is used to identify the @ symbol. The @ symbol is used to identify the @ symbol. The @ symbol is used to identify the @ symbol. The @ symbol is used to identify the @ symbol. The @ symbol is used to identify the @ symbol. The @ symbol is used",100,OLMo-2-0425-1B
accessibility,decl_accessibility_tree_001,accessibility tree,declarative,cloze,An accessibility tree is,"a tree-like structure that describes the structure of a website. It is a tree because it has a root node, which is the page that is the root of the tree, and then branches off into other nodes that contain other pages. The accessibility tree is a tree because it has a root node, which is the page that is the root of the tree, and then branches off into other nodes that contain other pages. The accessibility tree is a tree because it has a root node, which is the",100,OLMo-2-0425-1B
accessibility,decl_accessible_name_001,accessible name,declarative,cloze,An accessible name is,a name that is easy to remember and pronounce. It is also a name that is easy to spell. The name should be easy to pronounce and easy to spell. It should be easy to remember. It should be easy to spell. It should be easy to pronounce. It should be easy to remember. It should be easy to spell. It should be easy to pronounce. It should be easy to remember. It should be easy to spell. It should be easy to pronounce. It should be easy,100,OLMo-2-0425-1B
accessibility,decl_accessible_description_001,accessible description,declarative,cloze,An accessible description is,"a brief, concise, and accurate description of a product or service. It is a summary of the product or service’s features, benefits, and value. It is a concise and accurate description of the product or service. It is a brief and concise description of the product or service. It is a concise and accurate description of the product or service. It is a concise and accurate description of the product or service. It is a concise and accurate description of the product or service. It is a concise",100,OLMo-2-0425-1B
accessibility,decl_live_region_001,live region,declarative,cloze,A live region is,a region that is not connected to the internet. This is a region that is not connected to the internet. This is a region that is not connected to the internet. This is a region that is not connected to the internet. This is a region that is not connected to the internet. This is a region that is not connected to the internet. This is a region that is not connected to the internet. This is a region that is not connected to the internet. This is a region that is,100,OLMo-2-0425-1B
accessibility,decl_tab_panel_001,tab panel,declarative,cloze,A tab panel is,a group of tabs that are displayed in a tab bar. The tab bar is a group of tabs that are displayed in a tab panel. The tab panel is a group of tabs that are displayed in a tab bar. The tab bar is a group of tabs that are displayed in a tab panel. The tab panel is a group of tabs that are displayed in a tab bar. The tab panel is a group of tabs that are displayed in a tab bar. The tab panel is a group of tabs,100,OLMo-2-0425-1B
accessibility,decl_radio_group_001,radio group,declarative,cloze,A radio group is,"a group of people who share a common interest in a particular radio station. A radio group can be a small group of people who share a common interest in a particular radio station. A radio group can be a large group of people who share a common interest in a particular radio station. A radio group can be a group of people who share a common interest in a particular radio station. A radio group can be a group of people who share a common interest in a particular radio station.

A radio group",100,OLMo-2-0425-1B
accessibility,decl_tree_grid_001,tree grid,declarative,cloze,A tree grid is,"a grid of nodes and edges. The nodes are the vertices of the grid, and the edges are the edges of the grid. The nodes are connected by edges, and the edges are connected by nodes. The nodes and edges are connected by a graph. The graph is a tree if and only if the tree grid is a tree grid.

A tree grid is a tree grid if and only if the tree grid is a tree grid.

A tree grid is a tree grid if and only if the tree",100,OLMo-2-0425-1B
accessibility,decl_menu_bar_001,menu bar,declarative,cloze,A menu bar is,a menu that is usually located at the top of the screen. It is used to display the menu of the application. The menu bar is usually made up of a number of menu items. The menu bar is usually made up of a number of menu items. The menu bar is usually made up of a number of menu items. The menu bar is usually made up of a number of menu items. The menu bar is usually made up of a number of menu items. The menu bar is usually made,100,OLMo-2-0425-1B
accessibility,decl_tool_tip_001,tool tip,declarative,cloze,A tool tip is,"a small, often brief, message that appears on the screen when you use a tool. Tool tips are usually displayed when you hover over a tool or when you click on a tool. Tool tips can be used to provide information about the tool, to provide instructions, or to provide help. Tool tips can be used to provide information about the tool, to provide instructions, or to provide help. Tool tips can be used to provide information about the tool, to provide instructions, or to provide help.",100,OLMo-2-0425-1B
accessibility,decl_combo_box_001,combo box,declarative,cloze,A combo box is,"a type of list that allows you to select multiple values from a list of options. A combo box is a type of list that allows you to select multiple values from a list of options. The list of options is called a combo box's data source. The combo box's data source can be a list of items, a file, or a database. The combo box's data source can be a list of items, a file, or a database. The combo box's data source can be a",100,OLMo-2-0425-1B
accessibility,decl_semantic_markup_001,semantic markup,declarative,cloze,Semantic markup is,"a way of structuring the text of a web page so that it can be easily understood by search engines. It is a way of telling search engines what the page is about, and how it is structured. The more semantic markup you use, the more likely it is that your page will be found by search engines. Semantic markup is also useful for people who use screen readers, as it makes the page easier to read.

Semantic markup is a way of structuring the text of a web page so",100,OLMo-2-0425-1B
accessibility,decl_focus_management_001,focus management,declarative,cloze,Focus management is,a key component of any successful business. It is the process of managing the attention of your customers. It is the process of managing the attention of your customers. It is the process of managing the attention of your customers. It is the process of managing the attention of your customers. It is the process of managing the attention of your customers. It is the process of managing the attention of your customers. It is the process of managing the attention of your customers. It is the process of managing the attention,100,OLMo-2-0425-1B
accessibility,decl_reading_order_001,reading order,declarative,cloze,Reading order is,a list of the items that appear in a document. The order of the items is determined by the order in which they appear in the document. The order of the items is determined by the order in which they appear in the document. The order of the items is determined by the order in which they appear in the document. The order of the items is determined by the order in which they appear in the document. The order of the items is determined by the order in which they appear in the document,100,OLMo-2-0425-1B
accessibility,decl_text_formatting_001,text formatting,declarative,cloze,Text formatting is,"a very powerful tool in LaTeX. It allows you to format text in a variety of ways, including bold, italic, and underlined text. It also allows you to format text in a variety of ways, including bold, italic, and underlined text. The following is a list of the most common LaTeX commands for formatting text. The commands are listed in alphabetical order.

The following is a list of the most common LaTeX commands for formatting text. The commands are listed in alphabetical order. The commands",100,OLMo-2-0425-1B
accessibility,decl_form_field_001,form field,declarative,cloze,A form field is,"a field that is used to collect data from a user. A form field can be a text field, a radio button, a checkbox, a date field, a number field, a password field, a file field, a URL field, a URL field with a password, a URL field with a password field, a URL field with a password field with a password, a URL field with a password field with a password field, a URL field with a password field with a password field with a password",100,OLMo-2-0425-1B
accessibility,decl_landmark_region_001,landmark region,declarative,cloze,A landmark region is,"a region of the earth that is important for the development of the human race. It is a region that is rich in resources, and it is a region that is important for the development of the human race. It is a region that is rich in resources, and it is a region that is important for the development of the human race. It is a region that is rich in resources, and it is a region that is important for the development of the human race. It is a region that is",100,OLMo-2-0425-1B
accessibility,decl_low_vision_001,low vision,declarative,cloze,Low vision is,"a condition in which a person has a reduced ability to see. The term is often used to describe a person who has a visual acuity of 20/200 or less. This means that a person with normal vision can see at 20 feet what a person with low vision can see at 200 feet. Low vision is not a disease, but a condition that can be caused by a variety of factors, including age-related macular degeneration, cataracts, glaucoma, diabetic",100,OLMo-2-0425-1B
accessibility,decl_cognitive_disabilities_001,cognitive disabilities,declarative,cloze,Cognitive disabilities are,"a broad term that refers to a wide range of conditions that affect a person’s ability to think, communicate, and learn. These conditions can affect a person’s ability to learn, understand, and remember information. They can also affect a person’s ability to make decisions, plan, and solve problems. Cognitive disabilities can affect a person’s ability to do many things, including:

  • Learn new information
  • Remember new information
  • Understand new information
  • Make decisions
  •",100,OLMo-2-0425-1B
accessibility,decl_universal_design_001,universal design,declarative,cloze,Universal design is,"a concept that is used to describe the design of products, services, environments, and systems that are accessible to people with disabilities. It is a way of thinking about how to make things better for everyone. Universal design is about designing for all people, not just those who are able-bodied. It is about designing for people who have different abilities, including those with disabilities.

Universal design is about designing for people who have different abilities, including those with disabilities. It is about designing for people who have different",100,OLMo-2-0425-1B
accessibility,decl_decorative_image_001,decorative image,declarative,cloze,A decorative image is,"a picture that is used to decorate a room or a wall. Decorative images are usually used to add a touch of beauty to a room. They can be used to decorate a room, a wall, a table, a desk, a bookcase, a shelf, a cabinet, a door, a window, a mirror, a fireplace, a fireplace mantel, a fireplace surround, a fireplace surround mantel, a fireplace surround mantel shelf, a fireplace surround mantel shelf mantel,",100,OLMo-2-0425-1B
accessibility,decl_informative_image_001,informative image,declarative,cloze,An informative image is,"a great way to grab the attention of your audience. It can be a picture, a video, or a GIF. It can be anything that will catch the eye of your audience and make them want to learn more about your product or service. An informative image can be used to explain a concept or to show how something works. It can also be used to illustrate a point or to make a point. An informative image can be used to make a point about a product or service. It can be",100,OLMo-2-0425-1B
accessibility,decl_responsive_design_001,responsive design,declarative,cloze,Responsive design is,"a term that is used to describe a website that is responsive to the different screen sizes of mobile devices, tablets, and desktops. Responsive design is a great way to ensure that your website is accessible to all users, regardless of the device they are using. Responsive design is also a great way to ensure that your website is mobile friendly, which is important for SEO.

What is Responsive Design?

Responsive design is a type of web design that uses flexible layouts to adapt to different screen sizes. This means",100,OLMo-2-0425-1B
accessibility,eval_alt_text_001,alt text,evaluative,code_review,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,<img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img,100,OLMo-2-0425-1B
accessibility,eval_div_onclick_001,semantic HTML,evaluative,code_review,A <div> with onclick is not accessible because,it is not a valid HTML element. The <div> is not a valid HTML element because it is not a valid tag. The <div> is not a valid tag because it is not a valid tag. The <div> is not a valid tag because it is not a valid tag. The <div> is not a valid tag because it is not a valid tag. The <div> is not a valid tag because it is not a valid tag. The <div> is not,100,OLMo-2-0425-1B
accessibility,eval_empty_link_001,empty link,evaluative,code_review,The accessibility problem with <a href='#'></a> is,"that it's not a valid HTML element. The <a> element is a link, and the <a> element is not a link. The <a> element is a tag, and the <a> element is not a tag. The <a> element is a tag, and the <a> element is not a tag. The <a> element is a tag, and the <a> element is not a tag. The <a> element is a tag, and the",100,OLMo-2-0425-1B
accessibility,eval_unlabeled_input_001,form label,evaluative,code_review,<input type='text'> needs a,<span> to be a <span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</span>...</,100,OLMo-2-0425-1B
accessibility,eval_click_here_001,link text,evaluative,code_review,A button that only says 'Click here' is bad because,it doesn't tell the user what to do. It's a button that says 'Click here' that doesn't tell the user what to do. It's a button that says 'Click here' that doesn't tell the user what to do. It's a button that says 'Click here' that doesn't tell the user what to do. It's a button that says 'Click here' that doesn't tell the user what to do. It's a button that says 'Click here',100,OLMo-2-0425-1B
accessibility,comp_alt_text_few_shot_001,alt text,completion,few_shot,"<img src=""icons/home.png"" alt=""Home""><img src=""icons/mail.png"" alt=""Inbox""><img src=""photo.jpg""","alt=""Photo""><img src=""icons/phone.png"" alt=""Phone""><img src=""icons/pc.png"" alt=""PC""><img src=""icons/mac.png"" alt=""Mac""><img src=""icons/macbook.png"" alt=""Macbook""><img src=""icons/iphone.png"" alt=""iPhone""><img src=""icons/iphone2.png"" alt=""iPhone2""><img src=""icons/iphone3.png"" alt=""iPhone3""><img src=""icons/iphone4.png",100,OLMo-2-0425-1B
accessibility,comp_alt_text_bare_001,alt text,completion,bare,"<img src=""photo.jpg""","alt=""Advertise on BizCommunity"" width=""250"" height=""250"" src=""http://www.bizcommunity.com/sites/default/files/images/ads/ads_1.jpg"" /></p> <p><img src=""http://www.bizcommunity.com/sites/default/files/images/ads/ads_2.jpg"" alt=""Advertise on BizCommunity"" width=""250"" height=""250"" src=""http://www.bizcommunity.com/sites/default/files/images/ads/ads_3",100,OLMo-2-0425-1B
accessibility,comp_captions_few_shot_001,captions,completion,few_shot,"<video src=""intro.mp4""><track kind=""captions"" src=""intro.vtt""></video><video src=""demo.mp4""><track kind=""captions"" src=""demo.vtt""></video><video src=""lecture.mp4"">","<track kind=""captions"" src=""lecture.vtt""></video></audio>

# <NAME>
<NAME> is a professor of computer science at the University of California, Berkeley. He is the author of the book ""The Elements of Programming Style"" and the author of the book ""The Elements of Programming Style: A Guide to Better Code"". He is also the author of the book ""The Elements of Programming Style: A Guide to Better Code"" and the author of the book ""The",100,OLMo-2-0425-1B
accessibility,comp_captions_bare_001,captions,completion,bare,"<video src=""lecture.mp4"">",,100,OLMo-2-0425-1B
accessibility,comp_page_title_few_shot_001,page title,completion,few_shot,<html><head><title>About Us</title></head><html><head><title>Contact</title></head><html><head>,"Copyright 2005-2010, <a href=""http://www.earthlink.net"">Earthlink</a>, All Rights Reserved</head><body><p>Earthlink is a global leader in the Internet and telecommunications industry. Earthlink is a subsidiary of <a href=""http://www.earthlink.net"">Earthlink</a>, a global leader in the Internet and telecommunications industry. Earthlink is a subsidiary of <a href=""http://www.earthlink.net"">Earth",100,OLMo-2-0425-1B
accessibility,comp_page_title_bare_001,page title,completion,bare,"<html><head><meta charset=""utf-8"">","<title>My First Blog Post</title> <meta name=""viewport"" content=""width=device-width, initial-scale=1.0""> <link href=""http://fonts.googleapis.com/css?family=Open+Sans:300italic,400italic,600italic,700italic,800italic,400,300,600,700,800"" rel=""stylesheet"" type=""text/css""> <link href=""http://fonts.googleapis.com/css?family=Source+Sans+Pro:300,400,700",100,OLMo-2-0425-1B
accessibility,comp_script_bare_001,script,completion,bare,<script,"type=""text/javascript"">
    var $ = jQuery.noConflict();
    $('a:contains(""a:contains(' + $('a:contains(""a:contains(' + $('a:contains(""a:contains(""a:contains(""a:contains(""a:contains(""a:contains(""a:contains(""a:contains(""a:contains(""a:contains(""a:contains(""a:contains(""a:contains(""a:contains(""a:contains(""a:",100,OLMo-2-0425-1B
accessibility,comp_script_few_shot_001,script,completion,few_shot,"<script src=""utils.js""></script><script src=""main.js""></script><script src=""","utils.js""></script><script src=""main.js""></script><script src=""utils.js""></script><script src=""main.js""></script><script src=""utils.js""></script><script src=""main.js""></script><script src=""utils.js""></script><script src=""main.js""></script><script src=""utils.js""></script><script src=""main.js""></script><script src=""utils.js""></script><script src=""main.js""></script><script src=""utils.js""></script",100,OLMo-2-0425-1B
accessibility,hypo_alt_text_direct_001,alt text,hypothesis,direct_question,Look at this HTML: <img src='portrait.jpg'>. What specific attribute is missing to make it accessible?,"Hint: It's not alt.

The answer is that it's missing the title attribute. The title attribute is a way to add a title to an image. It's not required, but it's a good idea to add it. It's also a good idea to add a title to any image that you use in your site. The title attribute is not required, but it's a good idea to add it.

The title attribute is a way to add a title to an image. It's",100,OLMo-2-0425-1B
accessibility,hypo_alt_text_correction_001,alt text,hypothesis,error_correction,Correct the following inaccessible code: <img src='logo.png'>,<img src='logo.png'> <img src='logo.png'> <img src='logo.png'> <img src='logo.png'> <img src='logo.png'> <img src='logo.png'> <img src='logo.png'> <img src='logo.png'> <img src='logo.png'> <img src='logo.png'> <img src='logo.png'> <img src='logo.png'> <img src='logo.png'> <img src='logo.png'> <img,100,OLMo-2-0425-1B
accessibility,hypo_alt_text_socratic_001,alt text,hypothesis,socratic,A screen reader is software that reads text aloud. Why would a screen reader fail to describe this tag: <img src='chart.svg'>?,The answer is that it is not a valid SVG tag. The <img> tag is not a valid SVG tag. The <img> tag is not a valid SVG tag. The <img> tag is not a valid SVG tag. The <img> tag is not a valid SVG tag. The <img> tag is not a valid SVG tag. The <img> tag is not a valid SVG tag. The <img> tag is not a valid SVG tag. The <img>,100,OLMo-2-0425-1B
accessibility,valid_alt_text_direct_001,alt text,validation,direct_question,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,<img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img src='photo.jpg'> <img,100,OLMo-2-0425-1B
accessibility,valid_alt_text_instruction_001,alt text,validation,instruction,What accessibility attribute is missing from this HTML: <img src='photo.jpg'>?,"(1)

The <img> element is not accessible because it does not have an accesskey attribute. The accesskey attribute is used to associate an accesskey with an element. The accesskey attribute is used to associate an accesskey with an element. The accesskey attribute is used to associate an accesskey with an element. The accesskey attribute is used to associate an accesskey with an element. The accesskey attribute is used to associate an accesskey with an element. The accesskey attribute",100,OLMo-2-0425-1B
accessibility,valid_screen_reader_socratic_001,screen reader,validation,socratic,A screen reader is software that reads text aloud. Why would it fail to describe <img src='chart.svg'>?,Because it doesn't know what it is. It doesn't know what a chart is. It doesn't know what a SVG is. It doesn't know what a chart is. It doesn't know what a SVG is. It doesn't know what a chart is. It doesn't know what a SVG is. It doesn't know what a chart is. It doesn't know what a SVG is. It doesn't know what a chart is. It doesn't know what a SVG is. It,100,OLMo-2-0425-1B
accessibility,valid_aria_confab_001,ARIA,validation,cloze,ARIA stands for,"the “Artificial Intelligence Research Initiative” and is a research program of the European Commission. The program is funded by the European Union and aims to develop artificial intelligence (AI) technologies that will have a positive impact on society. The program is led by the European Commission and is coordinated by the European AI Alliance.

The program is divided into three main areas: research, education and training. The first area focuses on developing new AI technologies that will have a positive impact on society. The second area focuses on",100,OLMo-2-0425-1B
accessibility,valid_html_confab_001,HTML,validation,cloze,HTML stands for,Hypertext Markup Language. It is a markup language used to create web pages. It is a set of instructions that tell a web browser how to display a web page. HTML is a subset of XML (Extensible Markup Language). HTML is a subset of the W3C (World Wide Web Consortium) standard. HTML is a subset of the SGML (Standard Generalized Markup Language) standard. HTML is a subset of the XML standard. HTML is a subset of the HTML 4.0,100,OLMo-2-0425-1B
