domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
control,hot_chocolate,hot chocolate,declarative,cloze,Hot chocolate is a warm beverage typically made from,"heated milk or water and chocolate in various forms. It is usually sweetened, and often flavored with vanilla, cinnamon, or chili powder. Hot chocolate is a popular drink in the United States, Canada, the United Kingdom, Ireland, and other countries. It is also popular in Mexico, where it is known as champurrado, and in Central and South America, where it is known as hot chocolate or chocolate caliente. Hot chocolate is often served with marshmallows or whipped cream.

What is",100,OLMo-2-1124-7B
control,apple_pie,apple pie,declarative,cloze,Apple pie is a dessert featuring,"apples, a pastry crust, and sometimes a pastry top. It is a popular dessert in the United States, Canada, and the United Kingdom. It is often served with ice cream or custard. It is also a popular dessert in other countries, including Australia, New Zealand, and South Africa. Apple pie is a traditional dessert in the United States, and it is often served on Thanksgiving Day. It is also a popular dessert for other holidays, such as Christmas and Easter. Apple pie is a",100,OLMo-2-1124-7B
control,orange_juice,orange juice,declarative,cloze,Orange juice is extracted from,"the fruit of the orange tree. It is a popular drink and is often consumed at breakfast. It is also used in cooking and baking. Orange juice is a good source of vitamin C and other nutrients.

What is orange juice?

Orange juice is a popular drink that is made from the juice of oranges. It is a good source of vitamin C and other nutrients.

What are the benefits of orange juice?

Orange juice is a good source of vitamin C and other nutrients. It can help to boost your",100,OLMo-2-1124-7B
control,baked_beans,baked beans,declarative,cloze,Baked beans are,"a staple of the British diet, and have been for centuries. They are a cheap and easy way to add protein to a meal, and are a great accompaniment to a variety of dishes. But where did they come from? And how did they become so popular?

The history of baked beans is a long and complicated one, but it all started with the humble bean itself. Beans have been around for thousands of years, and were first cultivated in the Americas by Native Americans. They were then",100,OLMo-2-1124-7B
control,palm_tree,palm tree,declarative,cloze,A palm tree is characterized by,"its long, slender, pinnate leaves, which are arranged at the end of a long, woody stem. The leaves are usually 20 to 30 feet long, and are made up of 50 to 100 leaflets. The leaflets are usually 2 to 4 inches long and 1 to 2 inches wide. The leaves are arranged in two rows, with the leaflets on the bottom row being the largest. The leaves are green, and turn yellow in the",100,OLMo-2-1124-7B
control,thunder_storm,thunder storm,declarative,cloze,A thunder storm is,"a storm with thunder and lightning. Thunderstorms are one of the most common and most dangerous weather phenomena. They are also known as lightning storms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms, thunderstorms",100,OLMo-2-1124-7B
control,coral_reef,coral reef,declarative,cloze,A coral reef is an underwater formation that,"is made up of calcium carbonate secreted by corals. Coral reefs are found in tropical and subtropical waters, and are among the most diverse ecosystems on Earth. They are also among the most threatened ecosystems, as they are sensitive to changes in water temperature, salinity, and pH. Coral reefs provide a variety of benefits to humans, including food, tourism, and shoreline protection. They are also important habitats for many species of fish and other marine animals. Coral reefs are threatened by a number of",100,OLMo-2-1124-7B
control,shooting_star,shooting star,declarative,cloze,A shooting star is actually,"a meteorite that has entered the Earth's atmosphere and is burning up. The light you see is the meteorite burning up. The meteorite is the rock that is left over after the light show is over. The meteorite is usually very small, about the size of a pea. It is usually made of iron and nickel. It is very rare for a meteorite to hit the Earth. The Earth's atmosphere protects us from most of them.",100,OLMo-2-1124-7B
control,mountain_lion,mountain lion,declarative,cloze,A mountain lion is,"on the loose in the San Francisco Bay Area, and it's not the first time. 

The California Department of Fish and Wildlife said the mountain lion was spotted in the San Francisco Bay Area on Monday. 

The mountain lion was spotted in the San Francisco Bay Area on Monday. 

The mountain lion was spotted in the San Francisco Bay Area on Monday. 

The mountain lion was spotted in the San Francisco Bay Area on Monday. 

The mountain lion was spotted in the San",100,OLMo-2-1124-7B
control,tidal_wave,tidal wave,declarative,cloze,A tidal wave is a large ocean wave caused by,"the gravitational pull of the moon and sun. Tidal waves are also called tsunamis. They are caused by earthquakes, volcanic eruptions, or landslides in the ocean. Tidal waves are very dangerous. They can destroy buildings and kill people.

Tidal waves are different from regular waves. They are not caused by wind. They are caused by the movement of the Earth’s crust. The Earth’s crust is the outermost layer of the Earth. It is made up of many",100,OLMo-2-1124-7B
control,dining_table,dining table,declarative,cloze,A dining table is furniture used for,"eating meals. It is usually placed in the dining room, but may also be found in the kitchen or living room. Dining tables are usually made of wood, but may also be made of metal, glass, or plastic. They are usually rectangular in shape, but may also be round or oval. Dining tables usually have four legs, but may also have six or eight legs. They may be fixed to the floor, or they may be on casters so that they can be moved around easily.",100,OLMo-2-1124-7B
control,car_keys,car keys,declarative,cloze,Car keys are used to,"start a car, open the doors, and lock the doors. They are also used to open the trunk. Car keys are usually made of metal, but they can also be made of plastic. Car keys are usually shaped like a key, but they can also be shaped like a key fob.

Car keys are used to start a car. They are also used to open the doors and trunk. Car keys are usually made of metal, but they can also be made of plastic. Car keys are",100,OLMo-2-1124-7B
control,washing_machine,washing machine,declarative,cloze,A washing machine is an appliance that,is used to wash clothes. It is a type of machine that is used to wash clothes. It is a machine that is used to wash clothes. It is a machine that is used to wash clothes. It is a machine that is used to wash clothes. It is a machine that is used to wash clothes. It is a machine that is used to wash clothes. It is a machine that is used to wash clothes. It is a machine that is used to wash clothes. It is a machine,100,OLMo-2-1124-7B
control,bath_towels,bath towels,declarative,cloze,Bath towels are used for,"drying the body after a bath or shower. They are usually made of cotton or a cotton blend. They are usually larger than hand towels and are designed to be used on the body. They are often decorated with a pattern or design.

Bath towels are a type of towel that is used to dry off after a bath or shower. They are typically made of cotton or a cotton blend, and they are usually larger than hand towels. Bath towels are often decorated with a pattern or design, and they",100,OLMo-2-1124-7B
control,alarm_clock,alarm clock,declarative,cloze,An alarm clock is a device that,"is used to wake up a person from sleep. It is usually set to ring at a specific time. Alarm clocks are usually small and portable. They can be used in the bedroom, on a nightstand, or on a desk. Some alarm clocks have a built-in radio or CD player. Others have a digital display that shows the time and date. Some alarm clocks have a snooze button that allows the user to extend the alarm by a few minutes. Alarm clocks are a convenient way to wake",100,OLMo-2-1124-7B
control,light_bulb,light bulb,declarative,cloze,A light bulb is,a device that converts electrical energy into light. It is a source of light that is used in many places. It is a small glass container that contains a filament. The filament is a thin wire that is heated by electricity. The heat makes the filament glow. The light bulb is a very important invention. It has made it possible for people to see at night. It has also made it possible for people to work in places that are dark. The light bulb is a very useful invention. It has,100,OLMo-2-1124-7B
control,post_office,post office,declarative,cloze,A post office is an institution that,"provides postal services, such as the sending and receiving of mail. Post offices are usually operated by national governments, but some are operated by private companies. Post offices are usually located in public buildings, such as schools, libraries, and government offices. They may also be located in private buildings, such as businesses and homes.

Post offices provide a variety of services, including the sale of stamps and other postal supplies, the collection of mail, and the delivery of mail. Post offices may also provide other services",100,OLMo-2-1124-7B
control,parking_lot,parking lot,declarative,cloze,A parking lot is,a place where cars are parked. It is usually located near a building or a business. It is also called a car park. It is a place where cars are parked. It is usually located near a building or a business. It is also called a car park. It is a place where cars are parked. It is usually located near a building or a business. It is also called a car park. It is a place where cars are parked. It is usually located near a building or a,100,OLMo-2-1124-7B
control,train_station,train station,declarative,cloze,A train station is a facility where,passengers can board and alight trains. It is also a place where passengers can buy tickets and wait for their train. A train station is also a place where passengers can buy tickets and wait for their train. It is also a place where passengers can buy tickets and wait for their train. A train station is a place where passengers can buy tickets and wait for their train. It is also a place where passengers can buy tickets and wait for their train. A train station is a place where passengers can,100,OLMo-2-1124-7B
control,fire_station,fire station,declarative,cloze,A fire station is,"a building that houses a fire department. It is usually located in a central area of a city or town, and is staffed by firefighters. Fire stations are equipped with fire trucks, ladders, and other equipment needed to fight fires. They also have sleeping quarters for firefighters, and a kitchen where they can prepare meals.

Fire stations are important because they help to protect people and property from fires. They also provide a place for firefighters to rest and relax when they are not on duty.

Fire stations",100,OLMo-2-1124-7B
control,swimming_pool,swimming pool,declarative,cloze,A swimming pool is a structure designed for,"holding water suitable for swimming. Pools are used for swimming, recreational activities, and sports. They are usually constructed of concrete, but can also be constructed of metal, stone, or plastic. Pools can be built in-ground or above ground. In-ground pools are usually built into the ground, while above-ground pools are built on top of the ground. Pools can be heated or unheated. Heated pools are usually heated by a gas or electric heater. Unheated pools are",100,OLMo-2-1124-7B
control,coffee_shop,coffee shop,declarative,cloze,A coffee shop is,a place where people can go to relax and enjoy a cup of coffee. It is also a place where people can meet and socialize. A coffee shop is a place where people can go to relax and enjoy a cup of coffee. It is also a place where people can meet and socialize. A coffee shop is a place where people can go to relax and enjoy a cup of coffee. It is also a place where people can meet and socialize. A coffee shop is a place where people,100,OLMo-2-1124-7B
control,hard_drive,hard drive,declarative,cloze,A hard drive is a computer component used for,"storing and retrieving digital information. It is a non-volatile storage device, meaning that it can store data even when it is not powered. Hard drives are used in computers, servers, and other electronic devices. They are also used in data centers to store large amounts of data.

Hard drives are made up of several components, including the platter, head, actuator arm, and spindle. The platter is the circular disk that stores data. The head is the device that reads and writes data",100,OLMo-2-1124-7B
control,operating_system,operating system,declarative,cloze,An operating system is software that,manages the computer hardware and provides common services for efficient execution of various application software. It also provides a platform for running various application software. The operating system is the most important software in a computer system. It is the only software that is in direct contact with the hardware. It is the only software that is always running on the computer. It is the only software that is always in the main memory. It is the only software that is always in the CPU. It is the only software that is always,100,OLMo-2-1124-7B
control,search_engine,search engine,declarative,cloze,A search engine is,"a computer program that is designed to search for information on the World Wide Web. Search engines are the most popular way to find information on the Internet. They are used by millions of people every day. Search engines are used to find information about products, services, companies, people, and more. Search engines are also used to find information about news, weather, sports, and other topics. Search engines are used to find information about events, such as concerts, festivals, and other events. Search engines",100,OLMo-2-1124-7B
control,user_name,user name,declarative,cloze,A user name is typically used for,logging into a system. It is usually a unique name that identifies a user. It is often used in conjunction with a password to authenticate a user. User names are often used to identify a user in a directory service.,100,OLMo-2-1124-7B
control,power_supply,power supply,declarative,cloze,A power supply is,"a device that converts the AC mains power to a DC voltage. The power supply is a very important component in any electronic circuit. It is used to supply power to the circuit. The power supply is also used to regulate the voltage and current supplied to the circuit. The power supply is also used to protect the circuit from overcurrent and overvoltage. The power supply is also used to provide a ground reference for the circuit.

The power supply is a device that converts the AC mains power to a",100,OLMo-2-1124-7B
control,data_base,data base,declarative,cloze,A data base is,"a collection of data that is organized in a way that allows it to be easily accessed, searched, and updated. The data in a database is stored in tables. Each table contains one or more columns, and each column contains a single type of data. For example, a table might contain columns for name, address, and phone number. The data in each column is of the same type, such as text, number, or date. The data in a table is organized into rows. Each row",100,OLMo-2-1124-7B
control,sore_throat,sore throat,declarative,cloze,A sore throat is,"a common symptom of a cold or flu. It can also be caused by a bacterial infection, such as strep throat. A sore throat can also be caused by dry air, smoking, or allergies.

A sore throat can be painful and uncomfortable. It can also make it difficult to swallow, speak, or breathe.

There are many ways to treat a sore throat. These include over-the-counter (OTC) medications, home remedies, and natural remedies.

This article will discuss the causes, symptoms",100,OLMo-2-1124-7B
control,blood_pressure,blood pressure,declarative,cloze,Blood pressure refers to,"the pressure of the blood against the walls of the arteries. It is measured in millimeters of mercury (mmHg). Blood pressure is recorded as two numbers. The first number is the systolic pressure, which is the pressure when the heart beats. The second number is the diastolic pressure, which is the pressure between beats. Normal blood pressure is less than 120/80 mmHg. High blood pressure is 140/90 mmHg or higher. High blood pressure is",100,OLMo-2-1124-7B
control,collar_bone,collar bone,declarative,cloze,The collar bone is,"a bone that is located in the upper part of the chest. It is also known as the clavicle. The collar bone is a long, thin bone that connects the shoulder blade to the breastbone. It is the only bone in the body that is connected to two other bones. The collar bone is important for supporting the shoulder and for protecting the airway. It is also important for the movement of the shoulder.

The collar bone is a long, thin bone that is located in the upper",100,OLMo-2-1124-7B
control,heart_rate,heart rate,declarative,cloze,Heart rate measures,"the number of times your heart beats per minute. It is a good indicator of your fitness level. The more fit you are, the lower your heart rate will be. A low heart rate is a sign that your heart is strong and efficient. It can also be a sign that you are not getting enough exercise.

Your heart rate is a good indicator of your fitness level. It can help you determine if you are getting enough exercise or if you need to increase your activity level. Your heart rate can",100,OLMo-2-1124-7B
control,dental_appointment,dental appointment,declarative,cloze,A dental appointment is,"a time to relax and unwind, not to worry about what you're going to eat. But if you're like most people, you probably have a few questions about what you can and can't eat before and after your appointment. Here are some answers to the most common questions about eating before and after a dental appointment.

Can I eat before my appointment?

Yes, you can eat before your appointment. However, you should avoid eating anything too heavy or greasy. This is because eating these foods can",100,OLMo-2-1124-7B
control,waiting_room,waiting room,declarative,cloze,A waiting room is,a place where people wait for their turn to be seen by a doctor or other health care professional. It is usually a room in a hospital or clinic. People who are waiting in a waiting room may be sick or injured. They may be waiting for a long time. They may be nervous or worried. They may be bored. They may be tired. They may be hungry. They may be thirsty. They may be in pain. They may be afraid. They may be angry. They may be,100,OLMo-2-1124-7B
