prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
decl_radio_group_001,radio group,declarative,cloze,A radio group is,"a group of radio stations that are owned by the same company or person. The radio stations in a radio group usually have the same owner, but may have different formats. For example, a radio group might own a country music station, a rock station, and an oldies station. The radio group would be responsible for programming all three stations, selling advertising, and making sure the stations are running smoothly.

Radio groups are important because they allow companies to own multiple stations in the same market. This can",100,OLMo-2-1124-13B
decl_tree_grid_001,tree grid,declarative,cloze,A tree grid is,a grid that is organized in a tree structure. The tree grid is a grid that is organized in a tree structure. The tree grid is a grid that is organized in a tree structure. The tree grid is a grid that is organized in a tree structure. The tree grid is a grid that is organized in a tree structure. The tree grid is a grid that is organized in a tree structure. The tree grid is a grid that is organized in a tree structure. The tree grid is a grid,100,OLMo-2-1124-13B
decl_menu_bar_001,menu bar,declarative,cloze,A menu bar is,"a horizontal bar that contains the main menu items for the application. It is usually located below the title bar. The menu bar is a standard feature of the Macintosh and Windows user interfaces. It is also available as an option on the NeXTstep user interface. The menu bar is not available on the X Window System user interface.

The menu bar is a horizontal bar that contains the main menu items for the application. It is usually located below the title bar. The menu bar is a standard feature",100,OLMo-2-1124-13B
decl_tool_tip_001,tool tip,declarative,cloze,A tool tip is,"a small pop-up window that appears when the mouse pointer hovers over an element. Tool tips are useful for providing additional information about an element, such as a description of a button or a link.

To add a tool tip to an element, use the `tooltip` property. For example:
```python
html = '''<div id=""my-div"" tooltip=""This is a tooltip!"">Click me!</div>'''
```
When the mouse pointer hovers over the `my-div`",100,OLMo-2-1124-13B
decl_combo_box_001,combo box,declarative,cloze,A combo box is,"a control that allows the user to select a value from a list of values. The list of values is displayed in a drop-down list. The user can also type a value directly into the combo box. The combo box is a combination of a text box and a drop-down list.

The combo box is a useful control when you want to provide the user with a list of values to choose from, but also allow the user to type a value directly into the control. The combo box can be used",100,OLMo-2-1124-13B
decl_semantic_markup_001,semantic markup,declarative,cloze,Semantic markup is,"a way of adding meaning to your content. It is a way of telling the computer what the content is about. For example, if you have a paragraph of text, you can add a tag to tell the computer that the text is a paragraph. This is useful because it allows the computer to understand the structure of your content.

Semantic markup is also useful for search engines. Search engines use semantic markup to understand the content of a web page. This allows them to provide more relevant results to users.",100,OLMo-2-1124-13B
decl_focus_management_001,focus management,declarative,cloze,Focus management is,"a key component of the successful implementation of a project. It is the process of ensuring that the project is completed on time and within budget. This can be achieved by carefully planning and scheduling the project, and by monitoring and controlling the progress of the project. There are a number of tools and techniques that can be used to help with focus management, including Gantt charts, PERT charts, and critical path analysis. By using these tools and techniques, project managers can ensure that their projects are completed on",100,OLMo-2-1124-13B
decl_reading_order_001,reading order,declarative,cloze,Reading order is,"left-to-right, top-to-bottom. The first line is the first line of the first page, the second line is the first line of the second page, and so on. The last line is the last line of the last page. The first line of the first page is the first line of the first paragraph, the second line of the first page is the second line of the first paragraph, and so on. The last line of the last page is the last line of the last paragraph.",100,OLMo-2-1124-13B
decl_text_formatting_001,text formatting,declarative,cloze,Text formatting is,"a very important part of any document. It is used to make the document more readable and to highlight important information. There are many different ways to format text, but one of the most common is to use bold text. Bold text is text that is darker and thicker than regular text. It is often used to emphasize important points or to make text stand out.

To create bold text in Microsoft Word, you can use the Bold button on the toolbar. You can also use the keyboard shortcut Ctrl+B.",100,OLMo-2-1124-13B
decl_form_field_001,form field,declarative,cloze,A form field is,"a component that allows the user to enter data. The most common form fields are text fields, password fields, checkboxes, radio buttons, and drop-down lists. Form fields are usually rendered as HTML elements, but they can also be rendered as plain text, or as some other kind of widget.

Form fields are created by calling the form_field() function. The first argument to form_field() is the name of the field. The second argument is a hash reference that contains the field's attributes. The",100,OLMo-2-1124-13B
decl_landmark_region_001,landmark region,declarative,cloze,A landmark region is,"a region that is used to define the boundaries of a larger region. For example, the region of the United States is defined by the boundaries of the 50 states. The region of the United States is a landmark region because it is used to define the boundaries of the larger region of North America.

What is a landmark region in geography?

A landmark region is a region that is defined by a specific feature or characteristic. For example, the Great Lakes region is a landmark region because it is defined by",100,OLMo-2-1124-13B
decl_low_vision_001,low vision,declarative,cloze,Low vision is,"a condition in which a person’s vision cannot be corrected to better than 20/70 in the better eye. Low vision is not the same as blindness. A person with low vision has significantly limited vision, but is still able to function independently. Low vision is often age-related, but can also be congenital or caused by an eye disease or injury. Low vision cannot be corrected with glasses, medicine, or surgery.

What is legal blindness?

Legal blindness is a term used by government agencies to",100,OLMo-2-1124-13B
decl_cognitive_disabilities_001,cognitive disabilities,declarative,cloze,Cognitive disabilities are,"a group of conditions that affect the way a person learns, remembers, and processes information. These conditions can range from mild to severe. Some examples of cognitive disabilities include autism, Down syndrome, and intellectual disabilities.

People with cognitive disabilities may have difficulty with tasks that require abstract thinking, problem-solving, or memory. They may also have trouble with social interactions and communication. In addition, they may be more sensitive to sensory stimuli such as noise, light, and touch.

There are many ways to support people",100,OLMo-2-1124-13B
decl_universal_design_001,universal design,declarative,cloze,Universal design is,"a concept that is used to describe the design of products and environments so that they are usable by all people, to the greatest extent possible, without the need for adaptation or specialized design. Examples of universal design include automatic door openers at buildings, ramps for wheelchair access, and closed captioning on television. Universal design is different from accessibility, which is the process of designing and constructing environments and products to accommodate the needs of individuals with disabilities. Accessibility often involves adding specialized features for people who have specific disabilities",100,OLMo-2-1124-13B
decl_decorative_image_001,decorative image,declarative,cloze,A decorative image is,"a picture or graphic that is used to enhance the appearance of a document or web page. Decorative images are often used to break up text or to provide visual interest. They can also be used to convey information or to create a specific mood or atmosphere.

Decorative images are typically not essential to the understanding of the document or web page, but they can add a lot to the overall experience. When used effectively, decorative images can help to make a document or web page more visually appealing and easier to",100,OLMo-2-1124-13B
decl_informative_image_001,informative image,declarative,cloze,An informative image is,"one that is easy to understand and conveys the information in a clear and concise manner. It should be visually appealing and easy to read. The image should be relevant to the topic and should not be too cluttered or busy. It should also be easy to interpret and should not require a lot of explanation.

What is the purpose of an informative image?

An informative image is one that provides information to the viewer. It can be used to explain a concept, illustrate a point, or provide a visual",100,OLMo-2-1124-13B
decl_responsive_design_001,responsive design,declarative,cloze,Responsive design is,"a way of designing a website that allows it to be viewed on a variety of devices. It is a way of designing a website that allows it to be viewed on a variety of devices, including desktop computers, laptops, tablets, and smartphones. Responsive design is a way of designing a website that allows it to be viewed on a variety of devices, including desktop computers, laptops, tablets, and smartphones. It is a way of designing a website that allows it to be viewed on a variety of devices",100,OLMo-2-1124-13B
eval_alt_text_001,alt text,evaluative,code_review,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,<p> <a href=''>Click here</a> to see the photo. </p> </body> </html> <p> <a href=''>Click here</a> to see the photo. </p> </body> </html> <p> <a href=''>Click here</a> to see the photo. </p> </body> </html> <p> <a href=''>Click here</a> to see the photo. </,100,OLMo-2-1124-13B
eval_div_onclick_001,semantic HTML,evaluative,code_review,A <div> with onclick is not accessible because,"it is not a keyboard accessible element. You can make it accessible by adding a tabindex attribute to it. This will make it focusable by the keyboard. You can also add a role attribute to it to make it more semantic. For example, if you want to make it a button, you can add role=""button"" to it.

<div tabindex=""0"" role=""button"" onclick=""alert('Hello world!')"">Click me</div>

You can also use the <button> element instead",100,OLMo-2-1124-13B
eval_empty_link_001,empty link,evaluative,code_review,The accessibility problem with <a href='#'></a> is,that it's not a link. It's a button. It's not a link. It's a button. It's not a link. It's a button. It's not a link. It's a button. It's not a link. It's a button. It's not a link. It's a button. It's not a link. It's a button. It's not a link. It's a button. It's not a link. It's a button.,100,OLMo-2-1124-13B
eval_unlabeled_input_001,form label,evaluative,code_review,<input type='text'> needs a,"label

The label element is used to associate a label with a form control. The label element is usually used to associate a label with an input element, but it can be used with any form element. The label element is not a replacement for the alt attribute on the img element, but it can be used in addition to the alt attribute.

The label element is usually rendered as a block element, but it can be rendered as an inline element if the element is defined as display: inline. The",100,OLMo-2-1124-13B
eval_click_here_001,link text,evaluative,code_review,A button that only says 'Click here' is bad because,"it doesn't tell you what will happen when you click it. A button that says 'Click here to download the latest version of Flash' is good because it tells you what will happen when you click it.

The same goes for links. A link that says 'Click here' is bad because it doesn't tell you where it will take you. A link that says 'Click here to download the latest version of Flash' is good because it tells you where it will take you.

So, in",100,OLMo-2-1124-13B
comp_alt_text_few_shot_001,alt text,completion,few_shot,"<img src=""icons/home.png"" alt=""Home""><img src=""icons/mail.png"" alt=""Inbox""><img src=""photo.jpg""","alt=""Photo"">

The alt attribute is used to provide a text alternative for an image. This is useful for people who cannot see the image, such as those using screen readers or text-only browsers. It is also useful for search engines, as they cannot see images either.

The alt attribute is required for the <img> element. If you do not specify one, the browser will not display the image.

The alt attribute can be used for other elements too, such as <video> and <",100,OLMo-2-1124-13B
comp_alt_text_bare_001,alt text,completion,bare,"<img src=""photo.jpg""","alt=""Photo"" width=""100"" height=""100"" />
</div>

<div class=""photo"" data-id=""2"">
    <img src=""photo2.jpg"" alt=""Photo"" width=""100"" height=""100"" />
</div>

<div class=""photo"" data-id=""3"">
    <img src=""photo3.jpg"" alt=""Photo"" width=""100"" height=""100"" />
</div>

<div class=""photo"" data-id=""4"">
    <img src",100,OLMo-2-1124-13B
comp_captions_few_shot_001,captions,completion,few_shot,"<video src=""intro.mp4""><track kind=""captions"" src=""intro.vtt""></video><video src=""demo.mp4""><track kind=""captions"" src=""demo.vtt""></video><video src=""lecture.mp4"">","<track kind=""captions"" src=""lecture.vtt""></video>

The video element has a src attribute that points to the video file. The track element has a kind attribute that specifies the type of track, and a src attribute that points to the track file. The track element can also have a label attribute that specifies a user-readable title for the track, and a srclang attribute that specifies the language of the track.

The video element can have multiple track elements as children, but only tracks",100,OLMo-2-1124-13B
comp_captions_bare_001,captions,completion,bare,"<video src=""lecture.mp4"">","Your browser does not support the video tag.</video>

The video element is a container for video content. It is a media element, which means it can be controlled by JavaScript. The video element is not supported by all browsers, but it is supported by all modern browsers. The video element is a container for video content. It is a media element, which means it can be controlled by JavaScript. The video element is not supported by all browsers, but it is supported by all modern browsers.

The",100,OLMo-2-1124-13B
comp_page_title_few_shot_001,page title,completion,few_shot,<html><head><title>About Us</title></head><html><head><title>Contact</title></head><html><head>,,100,OLMo-2-1124-13B
comp_page_title_bare_001,page title,completion,bare,"<html><head><meta charset=""utf-8"">","<title>Python: How to get the last element of a list</title></head><body><pre><code>def get_last_element_of_list(my_list): return my_list[-1] my_list = [1, 2, 3, 4, 5] print(get_last_element_of_list(my_list))</code></pre></body></html>

The above code will print 5, which is the last element of the list.

The above code is a simple example",100,OLMo-2-1124-13B
comp_script_bare_001,script,completion,bare,<script,"src=""https://cdnjs.cloudflare.com/ajax/libs/jquery/3.3.1/jquery.min.js""></script>
<script src=""https://cdnjs.cloudflare.com/ajax/libs/Chart.js/2.7.2/Chart.min.js""></script>
<script src=""https://cdnjs.cloudflare.com/ajax/libs/Chart.js/2.7.2/Chart.plugin.core.min.js""></script>
<script src=""https://cdnjs.cloudflare.com/ajax/libs/Chart.js/2.7.2/Chart.plugin.zoom.min",100,OLMo-2-1124-13B
comp_script_few_shot_001,script,completion,few_shot,"<script src=""utils.js""></script><script src=""main.js""></script><script src=""","app.js""></script><script src=""index.js""></script><script src=""index2.js""></script><script src=""index3.js""></script><script src=""index4.js""></script><script src=""index5.js""></script><script src=""index6.js""></script><script src=""index7.js""></script><script src=""index8.js""></script><script src=""index9.js""></script><script src=""index10.js""></script><script src=""index11.js",100,OLMo-2-1124-13B
hypo_alt_text_direct_001,alt text,hypothesis,direct_question,Look at this HTML: <img src='portrait.jpg'>. What specific attribute is missing to make it accessible?,"(Hint: it's not alt.)

Answer: The image has no title attribute. The title attribute is used to provide a short description of the image. It is displayed as a tooltip when the mouse hovers over the image. The alt attribute is used to provide a longer description of the image. It is displayed in place of the image if the image cannot be displayed.

Question: What is the difference between the alt and title attributes?

Answer: The alt attribute is used to provide a longer description",100,OLMo-2-1124-13B
hypo_alt_text_correction_001,alt text,hypothesis,error_correction,Correct the following inaccessible code: <img src='logo.png'>,". The correct code is: <img src='logo.png' alt='logo' />. The alt attribute provides alternative text for images, which is used when the image cannot be displayed. This is required by WCAG 1.1 L1 SC1 and HTML5: required attribute. For more information, see WebAIM: Alternative Text.

The following code is not accessible because the alt attribute is missing: <img src='logo.png'>. The correct code is: <img src='",100,OLMo-2-1124-13B
hypo_alt_text_socratic_001,alt text,hypothesis,socratic,A screen reader is software that reads text aloud. Why would a screen reader fail to describe this tag: <img src='chart.svg'>?,"Because it's not text. It's an image. The screen reader can't read it. It can't read the image. It can only read text.

So, what's the solution? The solution is to provide a text alternative to the image. This is done with the alt attribute. The alt attribute is used to provide a text alternative to an image. The text alternative should describe the image. It should be a concise description of the image. It should not be a description of the image",100,OLMo-2-1124-13B
valid_alt_text_direct_001,alt text,validation,direct_question,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,<p> <a href=''>Click here</a> to see the photo. </p> </body> </html> <p> <a href=''>Click here</a> to see the photo. </p> </body> </html> <p> <a href=''>Click here</a> to see the photo. </p> </body> </html> <p> <a href=''>Click here</a> to see the photo. </,100,OLMo-2-1124-13B
valid_alt_text_instruction_001,alt text,validation,instruction,What accessibility attribute is missing from this HTML: <img src='photo.jpg'>?,"alt=
What accessibility attribute is missing from this HTML: <img src='photo.jpg'>? alt=""""

The alt attribute is used to provide alternative text for images. This text is read by screen readers and is displayed if the image cannot be displayed. The alt attribute is required for all images.

What accessibility attribute is missing from this HTML: <img src='photo.jpg'>? title=
What accessibility attribute is missing from this HTML: <img src='photo.jpg'>? title=""Photo of",100,OLMo-2-1124-13B
valid_screen_reader_socratic_001,screen reader,validation,socratic,A screen reader is software that reads text aloud. Why would it fail to describe <img src='chart.svg'>?,"Because it doesn't know what to do with the SVG. It doesn't know what it is, and it doesn't know how to read it. It's not text, so it can't be read aloud. It's not an image, so it can't be described. It's not a video, so it can't be played. It's not a link, so it can't be followed. It's not a form control, so it can't be interacted with. It's",100,OLMo-2-1124-13B
valid_aria_confab_001,ARIA,validation,cloze,ARIA stands for,"the ""Association of Research Libraries"" and is a group of 122 research libraries in the United States and Canada. The group was founded in 1939 and is based in Washington, D.C. The group's mission is to ""advance the interests of the research libraries that serve the nation's leading institutions of higher education, and to promote the creation, dissemination, and preservation of the published record of human knowledge."" The group's members include the libraries of Harvard University, Yale University, the University of",100,OLMo-2-1124-13B
valid_html_confab_001,HTML,validation,cloze,HTML stands for,HyperText Markup Language. It is the language of the Web. HTML is used to create electronic documents (called pages) that are displayed on the World Wide Web. HTML uses a variety of tags and attributes to create the content of a Web page. HTML is a set of markup symbols or codes inserted in a file intended for display on a World Wide Web browser page. The markup tells the Web browser how to display a Web page's words and images for the user. HTML describes the structure of a,100,OLMo-2-1124-13B
ctrl_cc_cloze_001,closed captions,control,cloze,Closed captions display,"text on the screen to describe the audio portion of a video. They are often used by people who are deaf or hard of hearing, but they can also be helpful for people learning a new language or watching a video in a noisy environment. Captions can be created manually or automatically, and they can be displayed in different formats depending on the needs of the viewer.

How do I turn on captions on my TV?

To turn on captions on your TV, you will need to access the settings menu.",100,OLMo-2-1124-13B
