suite,compound,corpus_index,x_log10_bigram,y_all,y_a11y,n_a11y_rows,y_maxscale,y_weighted,n_rows,token_count,word1_count
pythia,accessible_authentication,v4_piletrain_llama,0.47712125471966244,0.16666666666666666,,0,1,0.4166666666666667,6,2,3966426
pythia,text_spacing,v4_piletrain_llama,2.788875115775417,0.0,,0,0,0.4166666666666667,6,2,31625337
pythia,status_message,v4_piletrain_llama,4.308927063394053,0.16666666666666666,,0,0,0.5833333333333334,6,2,21786604
pythia,error_identification,v4_piletrain_llama,3.1947917577219247,0.0,,0,0,0.0,6,2,43907005
pythia,pointer_cancellation,v4_piletrain_llama,0.3010299956639812,0.0,,0,0,0.0,6,2,3978237
pythia,character_key,v4_piletrain_llama,3.295347148333618,0.0,,0,0,0.0,6,2,33933779
pythia,accessibility_tree,v4_piletrain_llama,3.116275587580544,0.0,,0,0,0.5,6,3,1107895
pythia,accessible_name,v4_piletrain_llama,3.2092468487533736,0.16666666666666666,,0,0,0.16666666666666666,6,2,3966426
pythia,accessible_description,v4_piletrain_llama,2.8549130223078554,0.0,,0,0,0.3333333333333333,6,2,3966426
pythia,live_region,v4_piletrain_llama,3.0461047872460387,0.0,,0,0,0.5,6,2,27609336
pythia,tab_panel,v4_piletrain_llama,3.5464192668351915,0.3333333333333333,,0,1,0.6666666666666666,6,2,5865681
pythia,radio_group,v4_piletrain_llama,3.825685708021758,0.0,,0,0,0.25,6,2,12463066
pythia,tree_grid,v4_piletrain_llama,2.9370161074648142,0.0,,0,0,0.16666666666666666,6,2,13630511
pythia,menu_bar,v4_piletrain_llama,5.028888318287433,1.0,,0,1,1.0,6,2,6410860
pythia,tool_tip,v4_piletrain_llama,4.239449641457174,0.3333333333333333,,0,1,0.3333333333333333,6,2,14249060
pythia,combo_box,v4_piletrain_llama,4.702516697438151,0.3333333333333333,,0,0,0.6666666666666666,6,3,756730
pythia,semantic_markup,v4_piletrain_llama,3.6790643181213127,0.6666666666666666,,0,1,0.8333333333333334,6,3,1358029
pythia,focus_management,v4_piletrain_llama,2.9951962915971793,0.16666666666666666,,0,1,0.5,6,2,20169251
pythia,reading_order,v4_piletrain_llama,3.964966374831098,0.16666666666666666,,0,0,0.16666666666666666,6,2,17460665
pythia,text_formatting,v4_piletrain_llama,4.455058145267178,0.5,,0,1,0.5833333333333334,6,2,31625337
pythia,form_field,v4_piletrain_llama,4.714866008594847,1.0,,0,1,1.0,6,2,70850015
pythia,landmark_region,v4_piletrain_llama,2.1072099696478683,0.16666666666666666,0.0,3,0,0.5,6,3,997856
pythia,low_vision,v4_piletrain_llama,4.565977615560844,0.16666666666666666,0.16666666666666666,6,1,0.5833333333333334,6,2,53370536
pythia,cognitive_disabilities,v4_piletrain_llama,4.008131562240663,0.8333333333333334,0.0,1,1,0.9166666666666666,6,3,5758086
pythia,universal_design,v4_piletrain_llama,3.9556877503135057,0.0,0.0,1,0,0.25,6,2,4729445
pythia,decorative_image,v4_piletrain_llama,2.8744818176994666,0.6666666666666666,,0,1,0.6666666666666666,6,3,698566
pythia,informative_image,v4_piletrain_llama,2.716003343634799,0.0,,0,0,0.0,6,4,1186902
pythia,responsive_design,v4_piletrain_llama,4.551791443643669,0.5,,0,1,0.5,6,2,1827621
gpt2,screen_reader,v4_piletrain_llama,4.506505032404872,0.5,0.5,4,1,0.75,4,2,22952059
gpt2,alt_text,v4_piletrain_llama,4.367467742117974,0.25,0.25,4,1,0.625,4,2,5902287
gpt2,skip_link,v4_piletrain_llama,2.8208579894397,0.0,,0,0,0.25,4,2,2340742
gpt2,color_contrast,v4_piletrain_llama,4.303455260341883,0.75,,0,1,0.875,4,2,25414097
gpt2,keyboard_navigation,v4_piletrain_llama,3.9057958803678687,0.5,,0,1,0.75,4,3,2791750
gpt2,focus_indicator,v4_piletrain_llama,3.1007150865730817,0.5,,0,0,0.625,4,2,20169251
gpt2,semantic_html,v4_piletrain_llama,3.414137362184477,0.0,,0,0,0.5,4,3,1358029
gpt2,closed_captions,v4_piletrain_llama,3.8999298827278643,0.25,,0,1,0.25,4,3,16202434
gpt2,keyboard_interaction,v4_piletrain_llama,3.030599721965951,0.0,,0,0,0.5,4,3,2791750
gpt2,section_heading,v4_piletrain_llama,3.841922311679451,0.75,,0,1,0.75,4,2,35442214
gpt2,text_alternative,v4_piletrain_llama,3.2676409823459154,0.0,,0,0,0.375,4,2,31625337
gpt2,audio_description,v4_piletrain_llama,3.6712654329471586,0.0,,0,0,0.0,4,2,5818137
gpt2,sign_language,v4_piletrain_llama,5.0566609684257235,0.75,1.0,3,1,0.75,4,2,21817958
gpt2,sensory_characteristics,v4_piletrain_llama,4.04945061813155,0.0,,0,0,0.125,4,4,2319830
gpt2,input_purpose,v4_piletrain_llama,1.724275869600789,0.0,,0,0,0.0,4,2,22444667
gpt2,target_size,v4_piletrain_llama,4.342047446258668,0.0,,0,0,0.5,4,2,35113978
gpt2,touch_target,v4_piletrain_llama,3.04688519083771,0.25,1.0,1,1,0.625,4,2,15155629
gpt2,drag_movement,v4_piletrain_llama,2.515873843711679,0.0,,0,0,0.5,4,3,7857834
gpt2,focus_appearance,v4_piletrain_llama,2.0086001717619175,0.0,,0,0,0.0,4,2,20169251
gpt2,consistent_help,v4_piletrain_llama,2.7024305364455254,0.0,,0,0,0.125,4,3,13743517
gpt2,redundant_entry,v4_piletrain_llama,2.311753861055754,0.0,,0,0,0.0,4,4,1150697
gpt2,accessible_authentication,v4_piletrain_llama,0.47712125471966244,0.0,,0,0,0.5,4,2,3966426
gpt2,text_spacing,v4_piletrain_llama,2.788875115775417,0.0,,0,0,0.375,4,2,31625337
gpt2,status_message,v4_piletrain_llama,4.308927063394053,0.5,,0,1,0.75,4,2,21786604
gpt2,error_identification,v4_piletrain_llama,3.1947917577219247,0.25,,0,1,0.25,4,2,43907005
gpt2,pointer_cancellation,v4_piletrain_llama,0.3010299956639812,0.0,,0,0,0.125,4,2,3978237
gpt2,character_key,v4_piletrain_llama,3.295347148333618,0.0,,0,0,0.0,4,2,33933779
gpt2,accessibility_tree,v4_piletrain_llama,3.116275587580544,0.0,,0,0,0.5,4,3,1107895
gpt2,accessible_name,v4_piletrain_llama,3.2092468487533736,0.25,,0,0,0.25,4,2,3966426
gpt2,accessible_description,v4_piletrain_llama,2.8549130223078554,0.25,,0,1,0.625,4,2,3966426
gpt2,live_region,v4_piletrain_llama,3.0461047872460387,0.0,,0,0,0.5,4,2,27609336
gpt2,tab_panel,v4_piletrain_llama,3.5464192668351915,0.0,,0,0,0.5,4,2,5865681
gpt2,radio_group,v4_piletrain_llama,3.825685708021758,0.0,,0,0,0.125,4,2,12463066
gpt2,tree_grid,v4_piletrain_llama,2.9370161074648142,0.0,,0,0,0.0,4,2,13630511
gpt2,menu_bar,v4_piletrain_llama,5.028888318287433,1.0,,0,1,1.0,4,2,6410860
gpt2,tool_tip,v4_piletrain_llama,4.239449641457174,0.0,,0,0,0.0,4,2,14249060
gpt2,combo_box,v4_piletrain_llama,4.702516697438151,0.0,,0,0,0.5,4,3,756730
gpt2,semantic_markup,v4_piletrain_llama,3.6790643181213127,0.5,,0,0,0.625,4,3,1358029
gpt2,focus_management,v4_piletrain_llama,2.9951962915971793,0.0,,0,0,0.5,4,2,20169251
gpt2,reading_order,v4_piletrain_llama,3.964966374831098,0.5,,0,1,0.5,4,2,17460665
gpt2,text_formatting,v4_piletrain_llama,4.455058145267178,0.0,,0,0,0.25,4,2,31625337
gpt2,form_field,v4_piletrain_llama,4.714866008594847,1.0,,0,1,1.0,4,2,70850015
gpt2,landmark_region,v4_piletrain_llama,2.1072099696478683,0.0,,0,0,0.0,4,3,997856
gpt2,low_vision,v4_piletrain_llama,4.565977615560844,0.25,0.3333333333333333,3,1,0.625,4,2,53370536
gpt2,cognitive_disabilities,v4_piletrain_llama,4.008131562240663,1.0,1.0,1,1,1.0,4,3,5758086
gpt2,universal_design,v4_piletrain_llama,3.9556877503135057,0.0,,0,0,0.0,4,2,4729445
gpt2,decorative_image,v4_piletrain_llama,2.8744818176994666,0.75,,0,0,0.875,4,3,698566
gpt2,informative_image,v4_piletrain_llama,2.716003343634799,0.0,,0,0,0.0,4,4,1186902
gpt2,responsive_design,v4_piletrain_llama,4.551791443643669,0.5,,0,1,0.5,4,2,1827621
olmo,accessibility_tree,v4_olmo-mix-1124_llama,4.431781772429124,0.3333333333333333,0.5,2,0,0.6666666666666666,3,3,17244920
olmo,accessible_authentication,v4_olmo-mix-1124_llama,2.680335513414563,0.0,,0,0,0.3333333333333333,3,2,73358835
olmo,accessible_description,v4_olmo-mix-1124_llama,4.116308814655416,0.0,,0,0,0.5,3,2,73358835
olmo,accessible_name,v4_olmo-mix-1124_llama,4.654676992074254,0.3333333333333333,1.0,1,1,0.3333333333333333,3,2,73358835
olmo,alt_text,v4_olmo-mix-1124_llama,6.179192315450942,0.6666666666666666,0.5,2,0,0.8333333333333334,3,2,72461750
olmo,audio_description,v4_olmo-mix-1124_llama,5.342304220718211,0.3333333333333333,0.0,2,0,0.3333333333333333,3,2,103708810
olmo,character_key,v4_olmo-mix-1124_llama,4.409155090402581,0.0,,0,0,0.16666666666666666,3,2,560891478
olmo,closed_captions,v4_olmo-mix-1124_llama,5.384783373233992,0.6666666666666666,,0,1,0.6666666666666666,3,3,211447960
olmo,cognitive_disabilities,v4_olmo-mix-1124_llama,5.335890976179969,1.0,,0,1,1.0,3,3,65548078
olmo,color_contrast,v4_olmo-mix-1124_llama,5.604510088164567,0.0,0.0,3,0,0.16666666666666666,3,2,382541175
olmo,combo_box,v4_olmo-mix-1124_llama,5.564813959530857,0.3333333333333333,,0,0,0.6666666666666666,3,3,19375774
olmo,consistent_help,v4_olmo-mix-1124_llama,4.069483093934611,0.0,,0,0,0.0,3,3,120959399
olmo,decorative_image,v4_olmo-mix-1124_llama,4.140067869052287,0.6666666666666666,,0,1,0.8333333333333334,3,3,10979614
olmo,drag_movement,v4_olmo-mix-1124_llama,3.4050046650503694,0.0,,0,0,0.5,3,3,172597032
olmo,error_identification,v4_olmo-mix-1124_llama,4.151798722592861,0.3333333333333333,,0,1,0.3333333333333333,3,2,236289570
olmo,focus_appearance,v4_olmo-mix-1124_llama,2.88024177589548,0.0,,0,0,0.16666666666666666,3,2,431911058
olmo,focus_indicator,v4_olmo-mix-1124_llama,4.434329337337729,0.6666666666666666,,0,1,0.6666666666666666,3,2,431911058
olmo,focus_management,v4_olmo-mix-1124_llama,4.339073629641114,0.0,,0,0,0.16666666666666666,3,2,431911058
olmo,form_field,v4_olmo-mix-1124_llama,5.727976146980189,1.0,,0,1,1.0,3,2,876298065
olmo,informative_image,v4_olmo-mix-1124_llama,3.82033284489941,0.0,,0,0,0.0,3,4,23347468
olmo,input_purpose,v4_olmo-mix-1124_llama,3.0773679052841563,0.0,,0,0,0.0,3,2,177151214
olmo,keyboard_interaction,v4_olmo-mix-1124_llama,4.302179353813202,0.3333333333333333,,0,0,0.6666666666666666,3,3,53762449
olmo,keyboard_navigation,v4_olmo-mix-1124_llama,5.109632535092529,0.6666666666666666,1.0,1,1,0.8333333333333334,3,3,53762449
olmo,landmark_region,v4_olmo-mix-1124_llama,3.09968064110925,0.0,0.0,2,0,0.3333333333333333,3,3,13147582
olmo,live_region,v4_olmo-mix-1124_llama,4.255055303557442,0.0,0.0,1,0,0.5,3,2,707711497
olmo,low_vision,v4_olmo-mix-1124_llama,5.7717351599843925,0.3333333333333333,0.3333333333333333,3,0,0.6666666666666666,3,2,679403103
olmo,menu_bar,v4_olmo-mix-1124_llama,6.235189463952976,1.0,,0,1,1.0,3,2,98283753
olmo,pointer_cancellation,v4_olmo-mix-1124_llama,1.7993405494535817,0.0,,0,0,0.5,3,2,24766460
olmo,radio_group,v4_olmo-mix-1124_llama,4.673463274859431,0.0,,0,0,0.0,3,2,181573257
olmo,reading_order,v4_olmo-mix-1124_llama,5.192617625667303,0.0,,0,0,0.16666666666666666,3,2,445397832
olmo,redundant_entry,v4_olmo-mix-1124_llama,3.4363217001397333,0.0,,0,0,0.0,3,4,16448813
olmo,responsive_design,v4_olmo-mix-1124_llama,5.833190475422968,1.0,,0,1,1.0,3,2,19871422
olmo,screen_reader,v4_olmo-mix-1124_llama,5.994705072310918,0.6666666666666666,0.6666666666666666,3,1,0.8333333333333334,3,2,339750667
olmo,section_heading,v4_olmo-mix-1124_llama,5.040459925132668,1.0,,0,1,1.0,3,2,264343794
olmo,semantic_html,v4_olmo-mix-1124_llama,4.850983004386853,0.3333333333333333,,0,0,0.6666666666666666,3,3,16638580
olmo,semantic_markup,v4_olmo-mix-1124_llama,5.173369857470744,1.0,1.0,1,1,1.0,3,3,16638580
olmo,sensory_characteristics,v4_olmo-mix-1124_llama,4.815584388861907,0.0,,0,0,0.0,3,4,29449380
olmo,sign_language,v4_olmo-mix-1124_llama,6.535087559470326,1.0,1.0,3,1,1.0,3,2,359048284
olmo,skip_link,v4_olmo-mix-1124_llama,4.180355296448789,0.3333333333333333,,0,0,0.3333333333333333,3,2,45829437
olmo,status_message,v4_olmo-mix-1124_llama,5.383847667674492,0.3333333333333333,,0,1,0.6666666666666666,3,2,226672666
olmo,tab_panel,v4_olmo-mix-1124_llama,4.377561214917793,1.0,1.0,1,1,1.0,3,2,78174769
olmo,target_size,v4_olmo-mix-1124_llama,5.208814753626678,0.0,,0,0,0.3333333333333333,3,2,377425037
olmo,text_alternative,v4_olmo-mix-1124_llama,4.892934539510718,0.3333333333333333,0.5,2,0,0.6666666666666666,3,2,478220452
olmo,text_formatting,v4_olmo-mix-1124_llama,5.451597637527144,1.0,,0,1,1.0,3,2,478220452
olmo,text_spacing,v4_olmo-mix-1124_llama,4.061301656206044,0.3333333333333333,,0,0,0.5,3,2,478220452
olmo,tool_tip,v4_olmo-mix-1124_llama,5.19835462473694,1.0,,0,1,1.0,3,2,239470885
olmo,touch_target,v4_olmo-mix-1124_llama,4.28517460125202,0.6666666666666666,1.0,1,1,0.8333333333333334,3,2,295192188
olmo,tree_grid,v4_olmo-mix-1124_llama,3.8047526021504603,0.0,,0,0,0.16666666666666666,3,2,230945885
olmo,universal_design,v4_olmo-mix-1124_llama,5.394516469928078,0.0,,0,0,0.16666666666666666,3,2,78744260
