model,prompt,layer,rank,token,logit
gpt2-xl,skip_link,15,1,supposed,21.822
gpt2-xl,skip_link,15,2,positioned,20.73
gpt2-xl,skip_link,15,3,located,20.6
gpt2-xl,skip_link,15,4,notoriously,20.343
gpt2-xl,skip_link,16,0,usually,22.636
gpt2-xl,skip_link,16,1,located,22.333
gpt2-xl,skip_link,16,2,positioned,22.231
gpt2-xl,skip_link,16,3,notoriously,22.113
gpt2-xl,skip_link,16,4,supposed,21.214
gpt2-xl,skip_link,17,0,located,26.182
gpt2-xl,skip_link,17,1,positioned,25.229
gpt2-xl,skip_link,17,2,usually,25.097
gpt2-xl,skip_link,17,3,notoriously,24.865
gpt2-xl,skip_link,17,4,supposed,24.29
gpt2-xl,skip_link,18,0,usually,30.426
gpt2-xl,skip_link,18,1,typically,28.229
gpt2-xl,skip_link,18,2,located,28.072
gpt2-xl,skip_link,18,3,normally,27.066
gpt2-xl,skip_link,18,4,supposed,26.082
gpt2-xl,skip_link,19,0,usually,32.335
gpt2-xl,skip_link,19,1,typically,30.924
gpt2-xl,skip_link,19,2,located,30.094
gpt2-xl,skip_link,19,3,positioned,28.481
gpt2-xl,skip_link,19,4,normally,28.423
gpt2-xl,skip_link,20,0,usually,36.102
gpt2-xl,skip_link,20,1,typically,33.995
gpt2-xl,skip_link,20,2,normally,31.885
gpt2-xl,skip_link,20,3,located,31.439
gpt2-xl,skip_link,20,4,often,29.903
gpt2-xl,skip_link,21,0,usually,37.899
gpt2-xl,skip_link,21,1,typically,35.536
gpt2-xl,skip_link,21,2,located,33.284
gpt2-xl,skip_link,21,3,defined,33.196
gpt2-xl,skip_link,21,4,normally,32.814
gpt2-xl,skip_link,22,0,usually,41.423
gpt2-xl,skip_link,22,1,typically,40.057
gpt2-xl,skip_link,22,2,defined,38.807
gpt2-xl,skip_link,22,3,composed,37.391
gpt2-xl,skip_link,22,4,often,35.625
gpt2-xl,skip_link,23,0,usually,44.381
gpt2-xl,skip_link,23,1,typically,42.892
gpt2-xl,skip_link,23,2,defined,42.85
gpt2-xl,skip_link,23,3,composed,39.59
gpt2-xl,skip_link,23,4,often,38.753
gpt2-xl,skip_link,24,0,usually,50.365
gpt2-xl,skip_link,24,1,typically,47.136
gpt2-xl,skip_link,24,2,defined,47.051
gpt2-xl,skip_link,24,3,often,45.224
gpt2-xl,skip_link,24,4,commonly,44.587
gpt2-xl,skip_link,25,0,defined,53.802
gpt2-xl,skip_link,25,1,usually,52.776
gpt2-xl,skip_link,25,2,typically,49.28
gpt2-xl,skip_link,25,3,often,47.757
gpt2-xl,skip_link,25,4,commonly,45.519
gpt2-xl,skip_link,26,0,usually,57.69
gpt2-xl,skip_link,26,1,defined,56.634
gpt2-xl,skip_link,26,2,typically,54.335
gpt2-xl,skip_link,26,3,often,53.114
gpt2-xl,skip_link,26,4,commonly,49.042
gpt2-xl,skip_link,27,0,usually,64.163
gpt2-xl,skip_link,27,1,defined,63.61
gpt2-xl,skip_link,27,2,typically,59.604
gpt2-xl,skip_link,27,3,often,56.898
gpt2-xl,skip_link,27,4,commonly,54.686
gpt2-xl,skip_link,28,0,defined,70.321
gpt2-xl,skip_link,28,1,usually,68.67
gpt2-xl,skip_link,28,2,typically,63.797
gpt2-xl,skip_link,28,3,composed,60.918
gpt2-xl,skip_link,28,4,often,60.721
gpt2-xl,skip_link,29,0,defined,76.465
gpt2-xl,skip_link,29,1,usually,76.375
gpt2-xl,skip_link,29,2,typically,69.668
gpt2-xl,skip_link,29,3,often,67.145
gpt2-xl,skip_link,29,4,slang,65.871
gpt2-xl,skip_link,30,0,defined,82.47
gpt2-xl,skip_link,30,1,usually,81.211
gpt2-xl,skip_link,30,2,typically,74.882
gpt2-xl,skip_link,30,3,often,72.79
gpt2-xl,skip_link,30,4,basically,71.575
gpt2-xl,skip_link,31,0,usually,87.72
gpt2-xl,skip_link,31,1,defined,86.89
gpt2-xl,skip_link,31,2,typically,81.317
gpt2-xl,skip_link,31,3,basically,80.761
gpt2-xl,skip_link,31,4,often,78.613
gpt2-xl,skip_link,32,0,defined,97.114
gpt2-xl,skip_link,32,1,usually,93.288
gpt2-xl,skip_link,32,2,typically,88.057
gpt2-xl,skip_link,32,3,basically,86.703
gpt2-xl,skip_link,32,4,a,84.995
gpt2-xl,skip_link,33,0,defined,103.606
gpt2-xl,skip_link,33,1,usually,99.941
gpt2-xl,skip_link,33,2,typically,95.301
gpt2-xl,skip_link,33,3,a,94.725
gpt2-xl,skip_link,33,4,an,94.512
gpt2-xl,skip_link,34,0,defined,112.569
gpt2-xl,skip_link,34,1,usually,108.021
gpt2-xl,skip_link,34,2,a,107.005
gpt2-xl,skip_link,34,3,an,105.04
gpt2-xl,skip_link,34,4,shorthand,101.923
gpt2-xl,skip_link,35,0,defined,122.847
gpt2-xl,skip_link,35,1,a,120.687
gpt2-xl,skip_link,35,2,an,119.197
gpt2-xl,skip_link,35,3,usually,115.275
gpt2-xl,skip_link,35,4,shorthand,111.672
gpt2-xl,skip_link,36,0,a,136.735
gpt2-xl,skip_link,36,1,an,133.577
gpt2-xl,skip_link,36,2,defined,128.998
gpt2-xl,skip_link,36,3,usually,123.58
gpt2-xl,skip_link,36,4,basically,120.34
gpt2-xl,skip_link,37,0,a,152.157
gpt2-xl,skip_link,37,1,an,146.831
gpt2-xl,skip_link,37,2,defined,134.741
gpt2-xl,skip_link,37,3,usually,131.729
gpt2-xl,skip_link,37,4,basically,127.276
gpt2-xl,skip_link,38,0,a,171.311
gpt2-xl,skip_link,38,1,an,163.488
gpt2-xl,skip_link,38,2,defined,139.699
gpt2-xl,skip_link,38,3,something,138.425
gpt2-xl,skip_link,38,4,usually,138.098
gpt2-xl,skip_link,39,0,a,188.785
gpt2-xl,skip_link,39,1,an,179.573
gpt2-xl,skip_link,39,2,simply,153.481
gpt2-xl,skip_link,39,3,basically,152.262
gpt2-xl,skip_link,39,4,used,151.045
gpt2-xl,skip_link,40,0,a,207.339
gpt2-xl,skip_link,40,1,an,194.954
gpt2-xl,skip_link,40,2,simply,169.743
gpt2-xl,skip_link,40,3,basically,167.427
gpt2-xl,skip_link,40,4,used,166.143
gpt2-xl,skip_link,41,0,a,227.533
gpt2-xl,skip_link,41,1,an,211.796
gpt2-xl,skip_link,41,2,basically,179.939
gpt2-xl,skip_link,41,3,used,179.553
gpt2-xl,skip_link,41,4,simply,178.942
gpt2-xl,skip_link,42,0,a,249.192
gpt2-xl,skip_link,42,1,an,229.458
gpt2-xl,skip_link,42,2,used,194.93
gpt2-xl,skip_link,42,3,simply,193.381
gpt2-xl,skip_link,42,4,basically,192.247
gpt2-xl,skip_link,43,0,a,274.247
gpt2-xl,skip_link,43,1,an,250.827
gpt2-xl,skip_link,43,2,used,211.419
gpt2-xl,skip_link,43,3,simply,210.046
gpt2-xl,skip_link,43,4,something,208.22
gpt2-xl,skip_link,44,0,a,299.054
gpt2-xl,skip_link,44,1,an,271.379
gpt2-xl,skip_link,44,2,used,230.051
gpt2-xl,skip_link,44,3,one,227.788
gpt2-xl,skip_link,44,4,the,225.758
gpt2-xl,skip_link,45,0,a,311.177
gpt2-xl,skip_link,45,1,an,279.092
gpt2-xl,skip_link,45,2,used,249.125
gpt2-xl,skip_link,45,3,the,245.445
gpt2-xl,skip_link,45,4,one,241.518
gpt2-xl,skip_link,46,0,a,321.901
gpt2-xl,skip_link,46,1,an,287.995
gpt2-xl,skip_link,46,2,used,263.009
gpt2-xl,skip_link,46,3,the,260.14
gpt2-xl,skip_link,46,4,one,251.573
gpt2-xl,skip_link,47,0,a,328.028
gpt2-xl,skip_link,47,1,an,292.454
gpt2-xl,skip_link,47,2,the,268.905
gpt2-xl,skip_link,47,3,used,267.464
gpt2-xl,skip_link,47,4,one,258.22
gpt2-xl,color_contrast,0,0,presumably,4.2
gpt2-xl,color_contrast,0,1,STEP,4.055
gpt2-xl,color_contrast,0,2,hemp,4.052
gpt2-xl,color_contrast,0,3,ostensibly,4.004
gpt2-xl,color_contrast,0,4,Dartmouth,3.98
gpt2-xl,color_contrast,1,0,STEP,6.615
gpt2-xl,color_contrast,1,1,hemp,6.523
gpt2-xl,color_contrast,1,2,Angelo,6.041
gpt2-xl,color_contrast,1,3,Beau,5.991
gpt2-xl,color_contrast,1,4,choosing,5.962
gpt2-xl,color_contrast,2,0,STEP,8.462
gpt2-xl,color_contrast,2,1,hemp,7.929
gpt2-xl,color_contrast,2,2,forging,7.435
gpt2-xl,color_contrast,2,3,depending,7.163
gpt2-xl,color_contrast,2,4,DEA,7.064
gpt2-xl,color_contrast,3,0,STEP,9.354
gpt2-xl,color_contrast,3,1,Angelo,8.674
gpt2-xl,color_contrast,3,2,grounding,8.581
gpt2-xl,color_contrast,3,3,forging,8.319
gpt2-xl,color_contrast,3,4,considering,8.25
gpt2-xl,color_contrast,4,0,forging,9.477
gpt2-xl,color_contrast,4,1,STEP,8.988
gpt2-xl,color_contrast,4,2,highlighting,8.716
gpt2-xl,color_contrast,4,3,hemp,8.627
gpt2-xl,color_contrast,4,4,it,8.578
gpt2-xl,color_contrast,5,0,Angelo,9.73
gpt2-xl,color_contrast,5,1,Lore,9.527
gpt2-xl,color_contrast,5,2,STEP,9.493
gpt2-xl,color_contrast,5,3,forging,9.467
gpt2-xl,color_contrast,5,4,Hume,9.228
gpt2-xl,color_contrast,6,0,forging,10.611
gpt2-xl,color_contrast,6,1,Ard,10.068
gpt2-xl,color_contrast,6,2,timely,9.781
gpt2-xl,color_contrast,6,3,dehydration,9.772
gpt2-xl,color_contrast,6,4,we,9.665
gpt2-xl,color_contrast,7,0,forging,12.054
gpt2-xl,color_contrast,7,1,timely,11.056
gpt2-xl,color_contrast,7,2,historians,10.939
gpt2-xl,color_contrast,7,3,Barron,10.919
gpt2-xl,color_contrast,7,4,STEP,10.829
gpt2-xl,color_contrast,8,0,forging,12.438
gpt2-xl,color_contrast,8,1,timely,12.159
gpt2-xl,color_contrast,8,2,STEP,12.064
gpt2-xl,color_contrast,8,3,unlike,11.756
gpt2-xl,color_contrast,8,4,Barron,11.624
gpt2-xl,color_contrast,9,0,constitutional,12.585
gpt2-xl,color_contrast,9,1,unlike,12.25
gpt2-xl,color_contrast,9,2,forging,12.112
gpt2-xl,color_contrast,9,3,timely,11.925
gpt2-xl,color_contrast,9,4,congressional,11.684
gpt2-xl,color_contrast,10,0,constitutional,12.844
gpt2-xl,color_contrast,10,1,unlike,12.818
gpt2-xl,color_contrast,10,2,congressional,12.796
gpt2-xl,color_contrast,10,3,timely,12.71
gpt2-xl,color_contrast,10,4,forging,12.302
gpt2-xl,color_contrast,11,0,PRESIDENT,13.375
gpt2-xl,color_contrast,11,1,expanding,13.331
gpt2-xl,color_contrast,11,2,timely,13.159
gpt2-xl,color_contrast,11,3,unlike,13.119
gpt2-xl,color_contrast,11,4,constitutional,12.758
gpt2-xl,color_contrast,12,0,forging,14.278
gpt2-xl,color_contrast,12,1,unlike,13.99
gpt2-xl,color_contrast,12,2,constitutional,13.792
gpt2-xl,color_contrast,12,3,bipartisan,13.653
gpt2-xl,color_contrast,12,4,congressional,13.526
gpt2-xl,color_contrast,13,0,congressional,14.568
gpt2-xl,color_contrast,13,1,unlike,14.514
gpt2-xl,color_contrast,13,2,diss,14.434
gpt2-xl,color_contrast,13,3,disc,14.208
gpt2-xl,color_contrast,13,4,forging,14.199
gpt2-xl,color_contrast,14,0,unlike,16.064
gpt2-xl,color_contrast,14,1,PRESIDENT,15.981
gpt2-xl,color_contrast,14,2,elemental,15.924
gpt2-xl,color_contrast,14,3,otherwise,15.443
gpt2-xl,color_contrast,14,4,urgent,15.393
gpt2-xl,color_contrast,15,0,PRESIDENT,17.962
gpt2-xl,color_contrast,15,1,policymakers,16.201
gpt2-xl,color_contrast,15,2,unlike,15.982
gpt2-xl,color_contrast,15,3,shaping,15.72
gpt2-xl,color_contrast,15,4,congressional,15.008
gpt2-xl,color_contrast,16,0,PRESIDENT,17.848
gpt2-xl,color_contrast,16,1,otherwise,17.493
gpt2-xl,color_contrast,16,2,unlike,16.911
gpt2-xl,color_contrast,16,3,forging,16.228
gpt2-xl,color_contrast,16,4,urgent,15.797
gpt2-xl,color_contrast,17,0,otherwise,17.273
gpt2-xl,color_contrast,17,1,policymakers,17.15
gpt2-xl,color_contrast,17,2,leveling,16.847
gpt2-xl,color_contrast,17,3,rete,16.682
gpt2-xl,color_contrast,17,4,PRESIDENT,16.654
gpt2-xl,color_contrast,18,0,otherwise,19.378
gpt2-xl,color_contrast,18,1,rete,19.211
gpt2-xl,color_contrast,18,2,urgent,18.671
gpt2-xl,color_contrast,18,3,shaping,18.044
gpt2-xl,color_contrast,18,4,spark,17.901
gpt2-xl,color_contrast,19,0,otherwise,22.388
gpt2-xl,color_contrast,19,1,spark,20.715
gpt2-xl,color_contrast,19,2,leveling,20.175
gpt2-xl,color_contrast,19,3,organizing,19.048
gpt2-xl,color_contrast,19,4,sparse,18.757
gpt2-xl,color_contrast,20,0,otherwise,24.886
gpt2-xl,color_contrast,20,1,compressor,20.357
gpt2-xl,color_contrast,20,2,unlike,20.168
gpt2-xl,color_contrast,20,3,sparse,19.921
gpt2-xl,color_contrast,20,4,atmospheric,19.774
gpt2-xl,color_contrast,21,0,otherwise,27.936
gpt2-xl,color_contrast,21,1,unlike,24.877
gpt2-xl,color_contrast,21,2,ordinarily,22.893
gpt2-xl,color_contrast,21,3,determining,22.628
gpt2-xl,color_contrast,21,4,Weber,21.986
gpt2-xl,color_contrast,22,0,otherwise,36.192
gpt2-xl,color_contrast,22,1,unlike,26.426
gpt2-xl,color_contrast,22,2,it,25.35
gpt2-xl,color_contrast,22,3,ordinarily,24.851
gpt2-xl,color_contrast,22,4,incoming,23.686
gpt2-xl,color_contrast,23,0,otherwise,37.576
gpt2-xl,color_contrast,23,1,unlike,30.322
gpt2-xl,color_contrast,23,2,it,28.645
gpt2-xl,color_contrast,23,3,humans,25.938
gpt2-xl,color_contrast,23,4,determining,25.226
gpt2-xl,color_contrast,24,0,otherwise,39.397
gpt2-xl,color_contrast,24,1,unlike,31.891
gpt2-xl,color_contrast,24,2,it,31.688
gpt2-xl,color_contrast,24,3,humans,29.915
gpt2-xl,color_contrast,24,4,filament,28.982
gpt2-xl,color_contrast,25,0,otherwise,42.339
gpt2-xl,color_contrast,25,1,humans,39.53
gpt2-xl,color_contrast,25,2,it,38.399
gpt2-xl,color_contrast,25,3,filament,34.78
gpt2-xl,color_contrast,25,4,advertisers,34.365
gpt2-xl,color_contrast,26,0,it,49.666
gpt2-xl,color_contrast,26,1,otherwise,48.526
gpt2-xl,color_contrast,26,2,humans,45.201
gpt2-xl,color_contrast,26,3,advertisers,38.309
gpt2-xl,color_contrast,26,4,filament,37.386
gpt2-xl,color_contrast,27,0,it,62.866
gpt2-xl,color_contrast,27,1,otherwise,58.276
gpt2-xl,color_contrast,27,2,humans,52.412
gpt2-xl,color_contrast,27,3,unlike,44.752
gpt2-xl,color_contrast,27,4,consumers,41.956
gpt2-xl,color_contrast,28,0,it,71.884
gpt2-xl,color_contrast,28,1,humans,64.122
gpt2-xl,color_contrast,28,2,otherwise,63.111
gpt2-xl,color_contrast,28,3,many,47.869
gpt2-xl,color_contrast,28,4,unlike,47.248
gpt2-xl,color_contrast,29,0,it,81.404
gpt2-xl,color_contrast,29,1,humans,72.456
gpt2-xl,color_contrast,29,2,otherwise,69.527
gpt2-xl,color_contrast,29,3,colors,56.259
gpt2-xl,color_contrast,29,4,we,54.743
gpt2-xl,color_contrast,30,0,it,89.926
gpt2-xl,color_contrast,30,1,humans,80.822
gpt2-xl,color_contrast,30,2,otherwise,72.246
gpt2-xl,color_contrast,30,3,colors,65.781
gpt2-xl,color_contrast,30,4,color,63.965
gpt2-xl,color_contrast,31,0,it,101.233
gpt2-xl,color_contrast,31,1,humans,91.889
gpt2-xl,color_contrast,31,2,otherwise,76.479
gpt2-xl,color_contrast,31,3,colors,76.321
gpt2-xl,color_contrast,31,4,color,73.013
gpt2-xl,color_contrast,32,0,it,118.781
gpt2-xl,color_contrast,32,1,humans,109.537
gpt2-xl,color_contrast,32,2,colors,90.713
gpt2-xl,color_contrast,32,3,color,84.521
gpt2-xl,color_contrast,32,4,otherwise,81.66
gpt2-xl,color_contrast,33,0,it,127.196
gpt2-xl,color_contrast,33,1,humans,117.33
gpt2-xl,color_contrast,33,2,colors,100.084
gpt2-xl,color_contrast,33,3,color,92.884
gpt2-xl,color_contrast,33,4,sunlight,86.435
gpt2-xl,color_contrast,34,0,it,138.916
gpt2-xl,color_contrast,34,1,humans,128.258
gpt2-xl,color_contrast,34,2,colors,117.176
gpt2-xl,color_contrast,34,3,color,111.512
gpt2-xl,color_contrast,34,4,blacks,98.562
gpt2-xl,color_contrast,35,0,it,149.121
gpt2-xl,color_contrast,35,1,humans,142.893
gpt2-xl,color_contrast,35,2,colors,137.533
gpt2-xl,color_contrast,35,3,color,130.497
gpt2-xl,color_contrast,35,4,sunlight,111.568
gpt2-xl,color_contrast,36,0,humans,157.374
gpt2-xl,color_contrast,36,1,it,156.152
gpt2-xl,color_contrast,36,2,colors,156.14
gpt2-xl,color_contrast,36,3,color,147.457
gpt2-xl,color_contrast,36,4,blacks,126.0
gpt2-xl,color_contrast,37,0,it,174.721
gpt2-xl,color_contrast,37,1,colors,171.52
gpt2-xl,color_contrast,37,2,humans,167.733
gpt2-xl,color_contrast,37,3,color,163.202
gpt2-xl,color_contrast,37,4,colours,139.526
gpt2-xl,color_contrast,38,0,colors,201.04
gpt2-xl,color_contrast,38,1,color,194.239
gpt2-xl,color_contrast,38,2,it,188.217
gpt2-xl,color_contrast,38,3,humans,175.629
gpt2-xl,color_contrast,38,4,colours,164.945
gpt2-xl,color_contrast,39,0,colors,214.103
gpt2-xl,color_contrast,39,1,it,209.343
gpt2-xl,color_contrast,39,2,color,206.24
gpt2-xl,color_contrast,39,3,humans,180.217
gpt2-xl,color_contrast,39,4,colours,174.529
gpt2-xl,color_contrast,40,0,it,228.044
gpt2-xl,color_contrast,40,1,colors,224.047
gpt2-xl,color_contrast,40,2,color,216.833
gpt2-xl,color_contrast,40,3,humans,194.045
gpt2-xl,color_contrast,40,4,colours,181.628
gpt2-xl,color_contrast,41,0,it,242.299
gpt2-xl,color_contrast,41,1,colors,233.243
gpt2-xl,color_contrast,41,2,color,225.613
gpt2-xl,color_contrast,41,3,humans,203.313
gpt2-xl,color_contrast,41,4,colours,190.222
gpt2-xl,color_contrast,42,0,it,263.062
gpt2-xl,color_contrast,42,1,color,251.83
gpt2-xl,color_contrast,42,2,colors,251.018
gpt2-xl,color_contrast,42,3,humans,218.776
gpt2-xl,color_contrast,42,4,light,209.043
gpt2-xl,color_contrast,43,0,it,285.406
gpt2-xl,color_contrast,43,1,colors,260.506
gpt2-xl,color_contrast,43,2,color,260.294
gpt2-xl,color_contrast,43,3,humans,232.045
gpt2-xl,color_contrast,43,4,we,221.055
gpt2-xl,color_contrast,44,0,it,298.338
gpt2-xl,color_contrast,44,1,colors,270.441
gpt2-xl,color_contrast,44,2,color,270.316
gpt2-xl,color_contrast,44,3,humans,246.25
gpt2-xl,color_contrast,44,4,we,239.272
gpt2-xl,color_contrast,45,0,it,309.99
gpt2-xl,color_contrast,45,1,color,282.38
gpt2-xl,color_contrast,45,2,colors,280.565
gpt2-xl,color_contrast,45,3,humans,258.757
gpt2-xl,color_contrast,45,4,we,257.534
gpt2-xl,color_contrast,46,0,it,318.384
gpt2-xl,color_contrast,46,1,color,287.499
gpt2-xl,color_contrast,46,2,colors,279.507
gpt2-xl,color_contrast,46,3,we,269.553
gpt2-xl,color_contrast,46,4,the,267.641
gpt2-xl,color_contrast,47,0,it,326.126
gpt2-xl,color_contrast,47,1,color,284.24
gpt2-xl,color_contrast,47,2,the,275.977
gpt2-xl,color_contrast,47,3,colors,275.183
gpt2-xl,color_contrast,47,4,we,274.063
