prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
valid_aria_confab_001,ARIA,validation,cloze,ARIA stands for,5,4.2446,4.9313,6.6114,1.5079,EleutherAI/pythia-12b
valid_html_confab_001,HTML,validation,cloze,HTML stands for,4,2.9731,0.8235,6.6114,0.151,EleutherAI/pythia-12b
ctrl_cc_cloze_001,closed captions,control,cloze,Closed captions display,5,4.3416,5.1821,6.6114,0.4796,EleutherAI/pythia-12b
ctrl_contrast_cloze_001,color contrast,control,cloze,Color contrast is important because,6,3.8689,2.7342,6.6114,1.8097,EleutherAI/pythia-12b
ctrl_title_cloze_001,page title,control,cloze,A page title describes,5,4.9235,2.618,7.77,2.618,EleutherAI/pythia-12b
ctrl_cc_direct_001,closed captions,control,direct_question,What are closed captions?,7,3.2476,1.287,6.6114,0.0968,EleutherAI/pythia-12b
ctrl_contrast_direct_001,color contrast,control,direct_question,What is color contrast?,6,3.9528,1.9341,6.6114,1.886,EleutherAI/pythia-12b
ctrl_title_direct_001,page title,control,direct_question,What is a page title?,7,4.5383,1.491,8.1684,1.4465,EleutherAI/pythia-12b
ctrl_cc_instruction_001,closed captions,control,instruction,Explain closed captions to a web developer.,11,3.7183,2.3404,6.6114,0.1011,EleutherAI/pythia-12b
ctrl_contrast_instruction_001,color contrast,control,instruction,Explain color contrast to a web developer.,10,3.9266,2.1137,6.6114,1.9304,EleutherAI/pythia-12b
ctrl_title_instruction_001,page title,control,instruction,Explain page titles to a web developer.,10,4.0607,2.0191,6.6114,2.0191,EleutherAI/pythia-12b
ctrl_cc_evaluative_001,closed captions,control,evaluative,A video without closed captions is not accessible because,11,3.5697,2.2275,7.77,0.0251,EleutherAI/pythia-12b
ctrl_contrast_evaluative_001,color contrast,control,evaluative,Text with low color contrast is not accessible because,10,4.4848,2.7923,7.2568,2.3003,EleutherAI/pythia-12b
ctrl_title_evaluative_001,page title,control,evaluative,A web page without a title is not accessible because,11,4.4148,3.4163,7.77,2.4618,EleutherAI/pythia-12b
ctrl_cc_scenario_001,closed captions,control,scenario,"A deaf user is watching a video on a website. Without closed captions, the user",19,3.6742,3.519,7.77,0.0642,EleutherAI/pythia-12b
ctrl_contrast_scenario_001,color contrast,control,scenario,A low vision user visits a website with poor color contrast. The user,15,4.1685,4.4348,7.77,2.383,EleutherAI/pythia-12b
ctrl_title_scenario_001,page title,control,scenario,A screen reader user navigates to a web page with no title. The user,17,3.7147,4.1701,7.77,0.0184,EleutherAI/pythia-12b
ctrl_bicycle_cloze_001,bicycle,control,cloze,A bicycle is used for,6,4.7971,3.8383,7.77,2.2354,EleutherAI/pythia-12b
ctrl_bicycle_direct_001,bicycle,control,direct_question,What is a bicycle?,6,5.4387,3.2082,8.1684,3.2082,EleutherAI/pythia-12b
ctrl_bicycle_instruction_001,bicycle,control,instruction,Explain bicycles to a web developer.,10,3.7734,2.392,6.6114,1.0246,EleutherAI/pythia-12b
ctrl_bicycle_evaluative_001,bicycle,control,evaluative,A bicycle without brakes is not safe because,9,4.1699,3.2007,7.77,2.0953,EleutherAI/pythia-12b
ctrl_bicycle_scenario_001,bicycle,control,scenario,"A child is riding a bicycle on a busy street. Without a helmet, the child",18,3.4941,2.6884,7.77,1.5393,EleutherAI/pythia-12b
