prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
decl_touch_target_001,touch target,declarative,cloze,A touch target is,a touch target that is not a button. It is a touch target that is not a button. It is a touch target that is not a button. It is a touch target that is not a button. It is a touch target that is not a button. It is a touch target that is not a button. It is a touch target that is not a button. It is a touch target that is not a button. It is a touch target that is not a button. It is a,100,OLMo-2-1124-7B
decl_drag_movement_001,drag movement,declarative,cloze,A drag movement is,a movement that is initiated by the drag force. The drag force is a force that opposes the motion of an object. The drag force is proportional to the velocity of the object. The drag force is proportional to the square of the velocity. The drag force is proportional to the density of the object. The drag force is proportional to the cross-sectional area of the object. The drag force is proportional to the viscosity of the fluid. The drag force is proportional to the density of the fluid. The drag,100,OLMo-2-1124-7B
decl_focus_appearance_001,focus appearance,declarative,cloze,A focus appearance is,"a good way to get a better look at the eye. The eye is the window to the soul, and the focus appearance is a way to get a better look at the soul. The focus appearance is a way to get a better look at the eye. The eye is the window to the soul, and the focus appearance is a way to get a better look at the soul. The eye is the window to the soul, and the focus appearance is a way to get a better look at the",100,OLMo-2-1124-7B
decl_consistent_help_001,consistent help,declarative,cloze,Consistent help is,available from the local authorities and the police. The police are very helpful and will help you to find a place to stay. The local authorities will help you to find a place to stay and will also help you to find a job. The local authorities will also help you to find a job. The local authorities will also help you to find a job. The local authorities will also help you to find a job. The local authorities will also help you to find a job. The local authorities will also,100,OLMo-2-1124-7B
decl_redundant_entry_001,redundant entry,declarative,cloze,A redundant entry is,a valid entry that is not a primary entry. The primary entry is the entry that is used to determine the value of the attribute. The primary entry is the entry that is used to determine the value of the attribute. The primary entry is the entry that is used to determine the value of the attribute. The primary entry is the entry that is used to determine the value of the attribute. The primary entry is the entry that is used to determine the value of the attribute. The primary entry is the,100,OLMo-2-1124-7B
decl_accessible_authentication_001,accessible authentication,declarative,cloze,Accessible authentication is,"a good idea, but it's not the only one. It's also a good idea to have a way to authenticate users without having to go through the browser. This is where the ""API"" comes in. The API is a way to authenticate users without having to go through the browser. It's also a way to authenticate users without having to go through the browser. It's also a way to authenticate users without having to go through the browser. It's also a way to authenticate users without",100,OLMo-2-1124-7B
decl_text_spacing_001,text spacing,declarative,cloze,Text spacing is,"the default spacing between lines of text. It is the amount of space between the baseline of one line of text and the baseline of the next line of text. Text spacing is measured in points. The default text spacing is 6 points.

Text spacing is used to control the amount of space between lines of text. Text spacing is used to control the amount of space between lines of text. Text spacing is used to control the amount of space between lines of text. Text spacing is used to control the",100,OLMo-2-1124-7B
decl_status_message_001,status message,declarative,cloze,A status message is,"sent to the user when the application is not running. The user can then start the application by clicking on the status message.

The following code shows how to create a status message:

// Create a status message
statusMessage = new StatusMessage(""My application is not running"");

// Set the status message to the status bar
statusBar.SetStatusMessage(statusMessage, true);

// Set the status message to the status bar

// Set the status message to the status bar

// Set the status message",100,OLMo-2-1124-7B
decl_error_identification_001,error identification,declarative,cloze,Error identification is,"a common problem in the industry. The most common cause of error identification is the use of the wrong type of material. For example, if you are using a plastic material, you should use a plastic material. If you are using a metal material, you should use a metal material. If you are using a rubber material, you should use a rubber material. If you are using a plastic material, you should use a plastic material. If you are using a metal material, you should use a metal",100,OLMo-2-1124-7B
decl_pointer_cancellation_001,pointer cancellation,declarative,cloze,Pointer cancellation is,a feature of the Java language that allows a thread to be interrupted by a signal from another thread. The thread that is interrupted can then resume execution at the point where it was interrupted. This is useful for example when a thread is waiting for a response from a network connection and another thread wants to send a message to the waiting thread. The waiting thread can be interrupted and then resume execution at the point where it was waiting for the response. This is also useful for example when a thread is waiting for,100,OLMo-2-1124-7B
decl_character_key_001,character key,declarative,cloze,A character key is,a string that is used to identify a character. The character key is used to identify a character in a character set. The character key is used to identify a character in a character set. The character key is used to identify a character in a character set. The character key is used to identify a character in a character set. The character key is used to identify a character in a character set. The character key is used to identify a character in a character set. The character key is used to,100,OLMo-2-1124-7B
decl_accessibility_tree_001,accessibility tree,declarative,cloze,An accessibility tree is,"a tree of accessibility objects, each of which is a set of accessibility objects. The accessibility objects are the same as the accessibility objects in the accessibility object tree. The accessibility objects in the accessibility tree are the same as the accessibility objects in the accessibility object tree. The accessibility objects in the accessibility tree are the same as the accessibility objects in the accessibility object tree. The accessibility objects in the accessibility tree are the same as the accessibility objects in the accessibility object tree. The accessibility objects in the accessibility tree are",100,OLMo-2-1124-7B
decl_accessible_name_001,accessible name,declarative,cloze,An accessible name is,"a name that is easy to remember and pronounce. It is also a name that is not likely to be confused with another name. For example, the name “John” is an accessible name because it is easy to remember and pronounce. It is also not likely to be confused with another name.

An accessible name is important because it helps people remember your business. It also helps people find your business. For example, if you are a dentist, you might want to use the name “Dental Care",100,OLMo-2-1124-7B
decl_accessible_description_001,accessible description,declarative,cloze,An accessible description is,"a good thing, but it's not the only thing. It's not even the most important thing. The most important thing is that the description is accurate. If you can't do that, you shouldn't be writing descriptions.

I'm not saying that you shouldn't write descriptions. I'm saying that you shouldn't write descriptions that are inaccurate. If you can't write an accurate description, you shouldn't be writing descriptions.

I'm not saying that you shouldn't write descriptions. I'm saying",100,OLMo-2-1124-7B
decl_live_region_001,live region,declarative,cloze,A live region is,a region that is currently being processed by the database. The database will not process a live region until it has been committed to the database. This is important because it means that the database will not process a live region until it has been committed to the database. This is important because it means that the database will not process a live region until it has been committed to the database. This is important because it means that the database will not process a live region until it has been committed to the database.,100,OLMo-2-1124-7B
decl_tab_panel_001,tab panel,declarative,cloze,A tab panel is,"a panel that is used to display a list of tabs. The tabs are used to display different types of information. For example, a tab panel can be used to display a list of contacts, a list of tasks, or a list of notes. The tabs are displayed in a vertical list, and each tab can be expanded to display more information. The tabs are displayed in a vertical list, and each tab can be expanded to display more information. The tabs are displayed in a vertical list, and",100,OLMo-2-1124-7B
decl_radio_group_001,radio group,declarative,cloze,A radio group is,a group of radio stations that are owned by the same company. The company can be a large corporation or a small business. The company can also be a non-profit organization. The company can also be a government agency. The company can also be a church or a school. The company can also be a business that is owned by a single person. The company can also be a business that is owned by a group of people. The company can also be a business that is owned by a group of,100,OLMo-2-1124-7B
decl_tree_grid_001,tree grid,declarative,cloze,A tree grid is,"a tree structure that is used to represent a tree of data. The tree is a tree of nodes, where each node is a data item. The tree is a tree of nodes, where each node is a data item. The tree is a tree of nodes, where each node is a data item. The tree is a tree of nodes, where each node is a data item. The tree is a tree of nodes, where each node is a data item. The tree is a tree of nodes",100,OLMo-2-1124-7B
decl_menu_bar_001,menu bar,declarative,cloze,A menu bar is,"a list of options that you can choose from. The menu bar is usually located at the top of the screen. It is used to access the most common functions of the computer. The menu bar is usually divided into sections, such as File, Edit, View, and Help. Each section contains a list of options that you can choose from. For example, the File section contains options such as Open, Save, and Print. The Edit section contains options such as Cut, Copy, and Paste.",100,OLMo-2-1124-7B
decl_tool_tip_001,tool tip,declarative,cloze,A tool tip is,"a small piece of information that is displayed when you hover over an object. It can be used to give you more information about an object, or to give you a hint about how to use it. Tool tips are often used to give you information about the controls on a gamepad, or to give you hints about how to use a game’s menus.

Tool tips are often displayed when you hover over an object in a game. They can be used to give you more information about an object, or",100,OLMo-2-1124-7B
decl_combo_box_001,combo box,declarative,cloze,A combo box is,a list of options that the user can choose from. The user can select one or more options from the list. The options are displayed in a drop-down list. The user can select one or more options from the list. The options are displayed in a drop-down list. The user can select one or more options from the list. The options are displayed in a drop-down list. The user can select one or more options from the list. The options are displayed in a drop-down list. The,100,OLMo-2-1124-7B
decl_semantic_markup_001,semantic markup,declarative,cloze,Semantic markup is,a way of adding meaning to text. It is a way of adding structure to text. It is a way of adding semantics to text. It is a way of adding semantics to text. It is a way of adding semantics to text. It is a way of adding semantics to text. It is a way of adding semantics to text. It is a way of adding semantics to text. It is a way of adding semantics to text. It is a way of adding semantics to text. It is,100,OLMo-2-1124-7B
decl_focus_management_001,focus management,declarative,cloze,Focus management is,"a key part of the process. It is important to understand that the focus is not on the product or service, but on the customer. The focus is on the customer’s needs, wants, and desires. It is about understanding what the customer wants and then delivering it. This is done by listening to the customer, understanding their needs, and then delivering what they want.

The focus management process is a key part of the customer experience. It is important to understand that the focus is not on the",100,OLMo-2-1124-7B
decl_reading_order_001,reading order,declarative,cloze,Reading order is,"not the same as the order of the books in the series. The books are listed in the order they were published, not in the order they take place. The first book is the first book in the series, but it takes place before the second book. The second book takes place before the third book, but it is the second book in the series. The third book takes place before the fourth book, but it is the third book in the series. The fourth book takes place before the fifth",100,OLMo-2-1124-7B
decl_text_formatting_001,text formatting,declarative,cloze,Text formatting is,"supported and encouraged!

  1. 1
    • The first step is to create a new document in your word processor. You can use the default template or create your own. The document should be formatted for a 5-paragraph essay. The first paragraph should be an introduction, the second paragraph should be the body, the third paragraph should be a conclusion, and the fourth paragraph should be a works cited page. The works cited page should be formatted according to MLA style. The works",100,OLMo-2-1124-7B
decl_form_field_001,form field,declarative,cloze,A form field is,"a text box that allows you to collect information from your users. It can be used to collect a name, email address, or any other information you need. You can use a form field to collect information from your users. You can use a form field to collect information from your users. You can use a form field to collect information from your users. You can use a form field to collect information from your users. You can use a form field to collect information from your users. You can use",100,OLMo-2-1124-7B
decl_landmark_region_001,landmark region,declarative,cloze,A landmark region is,a region that is a landmark. The landmark region is a region that is a landmark. The landmark region is a region that is a landmark. The landmark region is a region that is a landmark. The landmark region is a region that is a landmark. The landmark region is a region that is a landmark. The landmark region is a region that is a landmark. The landmark region is a region that is a landmark. The landmark region is a region that is a landmark. The landmark region is a,100,OLMo-2-1124-7B
decl_low_vision_001,low vision,declarative,cloze,Low vision is,"a condition that affects a person’s ability to see. It is not a disease, but a symptom of an underlying eye disease, injury, or other condition. It is a common problem that affects millions of people worldwide. It is estimated that 1 in 5 people over the age of 40 have some degree of vision loss. Low vision can be caused by a variety of conditions, including cataracts, glaucoma, macular degeneration, diabetic retinopathy, and retinit",100,OLMo-2-1124-7B
decl_cognitive_disabilities_001,cognitive disabilities,declarative,cloze,Cognitive disabilities are,"not the same as mental retardation. They are a group of disabilities that affect the brain’s ability to learn and understand information. They can be caused by a variety of factors, including genetics, brain injury, and disease. Cognitive disabilities can range from mild to severe, and they can affect a person’s ability to learn and understand information in different ways.

Cognitive disabilities are not the same as mental retardation. Mental retardation is a condition that affects a person’s ability to learn and understand information",100,OLMo-2-1124-7B
decl_universal_design_001,universal design,declarative,cloze,Universal design is,a process that is used to create products that are usable by people with disabilities. It is a systematic approach to designing products that are usable by everyone. It is a process that is used to design products that are usable by everyone. It is a process that is used to design products that are usable by everyone. It is a process that is used to design products that are usable by everyone. It is a process that is used to design products that are usable by everyone. It is a process that is,100,OLMo-2-1124-7B
decl_decorative_image_001,decorative image,declarative,cloze,A decorative image is,"a picture that is used to decorate a room or a house. It can be a painting, a sculpture, a photograph, or a piece of furniture. Decorative images are often used to create a mood or to add beauty to a space. Decorative images can be found in many different places, including homes, offices, and public spaces. Decorative images can be used to create a variety of different effects, including adding color, texture, or pattern to a space. Decorative images can also",100,OLMo-2-1124-7B
decl_informative_image_001,informative image,declarative,cloze,An informative image is,"a good way to get your message across. It can be a picture of a product, a person, or a scene. It can be a picture of a person, a scene, or a product. It can be a picture of a person, a scene, or a product. It can be a picture of a person, a scene, or a product. It can be a picture of a person, a scene, or a product. It can be a picture of a person, a scene",100,OLMo-2-1124-7B
decl_responsive_design_001,responsive design,declarative,cloze,Responsive design is,"a must for any business that wants to stay competitive in the digital age. The best way to achieve this is by using a responsive design agency. They will help you create a website that is easy to use and looks good on any device. This will help you attract more customers and increase your sales.

The best way to find a responsive design agency is to ask around. Talk to your friends and family and see if they know of any good ones. You can also check out online reviews and see what",100,OLMo-2-1124-7B
eval_alt_text_001,alt text,evaluative,code_review,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,". –  user166390 Nov 30 '11 at 6:09
@pst - I think you're right. I'm not sure why I didn't think of that. –  jfriend00 Nov 30 '11 at 6:10
@pst - I think I figured it out. I'm not sure why I didn't think of that. –  jfriend00 Nov 30 '11 at 6:11
@pst - I think I figured it",100,OLMo-2-1124-7B
eval_div_onclick_001,semantic HTML,evaluative,code_review,A <div> with onclick is not accessible because,"it is not a valid HTML attribute. The correct way to do this is to use the onclick attribute of the <div> element. The following example shows how to do this:

<div onclick=""alert('Hello World!');"">Hello World!</div>

The following example shows how to use the onclick attribute of a <div> element to call a function:

function doSomething() {
  alert('Hello World!');
  document.getElementById('myDiv').onclick = doSomething;

The following example shows how",100,OLMo-2-1124-7B
eval_empty_link_001,empty link,evaluative,code_review,The accessibility problem with <a href='#'></a> is,that it is not a link. It is a piece of text that happens to be clickable. The problem with <a href='#'></a> is that it is not a link. It is a piece of text that happens to be clickable. The problem with <a href='#'></a> is that it is not a link. It is a piece of text that happens to be clickable. The problem with <a href='#'></a> is that it is not a link. It is a,100,OLMo-2-1124-7B
eval_unlabeled_input_001,form label,evaluative,code_review,<input type='text'> needs a,"label</label>
    <input type='text'> needs a label</label>
    <input type='text'> needs a label</label>
    <input type='text'> needs a label</label>
    <input type='text'> needs a label</label>
    <input type='text'> needs a label</label>
    <input type='text'> needs a label</label>
    <input type='text'> needs a label</label>
    <input type='",100,OLMo-2-1124-7B
eval_click_here_001,link text,evaluative,code_review,A button that only says 'Click here' is bad because,it's not clear what the button does. It's not clear what the button does because it's not clear what the button is for. It's not clear what the button is for because it's not clear what the button is for. It's not clear what the button is for because it's not clear what the button is for. It's not clear what the button is for because it's not clear what the button is for. It's not clear what the button is for because it's,100,OLMo-2-1124-7B
comp_alt_text_few_shot_001,alt text,completion,few_shot,"<img src=""icons/home.png"" alt=""Home""><img src=""icons/mail.png"" alt=""Inbox""><img src=""photo.jpg""","alt=""Photo""><img src=""icons/phone.png"" alt=""Phone""><img src=""icons/phone.png"" alt=""Phone""><img src=""icons/phone.png"" alt=""Phone""><img src=""icons/phone.png"" alt=""Phone""><img src=""icons/phone.png"" alt=""Phone""><img src=""icons/phone.png"" alt=""Phone""><img src=""icons/phone.png"" alt=""Phone""><img src=""icons/phone.png"" alt=""Phone""><",100,OLMo-2-1124-7B
comp_alt_text_bare_001,alt text,completion,bare,"<img src=""photo.jpg""","alt=""photo"" /></p> <p>Now, I'm not a big fan of the <a href=""http://en.wikipedia.org/wiki/HTML5"">HTML5</a> standard, but I do like the idea of being able to embed a video in a web page without having to resort to Flash. I'm not sure how well this will work in practice, but it's a start.</p> <p>It's also worth noting that the <a href=""http",100,OLMo-2-1124-7B
comp_captions_few_shot_001,captions,completion,few_shot,"<video src=""intro.mp4""><track kind=""captions"" src=""intro.vtt""></video><video src=""demo.mp4""><track kind=""captions"" src=""demo.vtt""></video><video src=""lecture.mp4"">","<track kind=""captions"" src=""lecture.vtt""></video></div> <p>There are a number of ways to do this, but the easiest is to use the <code>caption</code> element. The <code>caption</code> element is a child of the <code>video</code> element, and it can contain text that will be displayed in the video player. The <code>caption</code> element can also be used to provide a transcript",100,OLMo-2-1124-7B
comp_captions_bare_001,captions,completion,bare,"<video src=""lecture.mp4"">",</video> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </div> </,100,OLMo-2-1124-7B
comp_page_title_few_shot_001,page title,completion,few_shot,<html><head><title>About Us</title></head><html><head><title>Contact</title></head><html><head>,"<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"" /><meta name=""viewport"" content=""width=device-width, height=device-height, initial-scale=1.0, maximum-scale=1.0, user-scalable=no"" /><link rel=""stylesheet"" href=""https://maxcdn.bootstrapcdn.com/bootstrap/3.3.6/css/bootstrap.min.css"" /><link rel=""stylesheet"" href=""https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font",100,OLMo-2-1124-7B
comp_page_title_bare_001,page title,completion,bare,"<html><head><meta charset=""utf-8"">","<title>How to use the <code>html5</code> attribute</title> </head> <body> <p> <code>html5</code> is a new attribute that can be used to specify that a document is HTML5 compliant. It is not a valid HTML5 attribute, but it is supported by most HTML5 compliant browsers.</p> <p> <code>html5</code> is a boolean attribute, so it can be used to specify that",100,OLMo-2-1124-7B
comp_script_bare_001,script,completion,bare,<script,"> Defines small text

<span> Defines a section in a document

<s> Defines strikethrough text

<strike> Defines strikethrough text

<strong> Defines strong text

<sub> Defines subscripted text

<sup> Defines superscripted text

<u> Defines underlined text",100,OLMo-2-1124-7B
comp_script_few_shot_001,script,completion,few_shot,"<script src=""utils.js""></script><script src=""main.js""></script><script src=""","utils.js""></script><script src=""main.js""></script><script src=""utils.js""></script><script src=""main.js""></script><script src=""utils.js""></script><script src=""main.js""></script><script src=""utils.js""></script><script src=""main.js""></script><script src=""utils.js""></script><script src=""main.js""></script><script src=""utils.js""></script><script src=""main.js""></script><script src=""utils.js""></script",100,OLMo-2-1124-7B
hypo_alt_text_direct_001,alt text,hypothesis,direct_question,Look at this HTML: <img src='portrait.jpg'>. What specific attribute is missing to make it accessible?,The alt attribute. The alt attribute is used to describe the image to a screen reader. It is also used to describe the image to a search engine. The alt attribute is also used to describe the image to a person who cannot see the image. The alt attribute is used to describe the image to everyone. The alt attribute is used to describe the image to a search engine. The alt attribute is used to describe the image to a screen reader. The alt attribute is used to describe the image to,100,OLMo-2-1124-7B
hypo_alt_text_correction_001,alt text,hypothesis,error_correction,Correct the following inaccessible code: <img src='logo.png'>,"<img src='logo.png' alt='logo' />

The correct code is: <img src='logo.png' alt='logo' />

The correct code is: <img src='logo.png' alt='logo' />

The correct code is: <img src='logo.png' alt='logo' />

The correct code is: <img src='logo.png' alt='logo' />

The correct code is: <img src='logo.png' alt='logo' />

The correct code",100,OLMo-2-1124-7B
hypo_alt_text_socratic_001,alt text,hypothesis,socratic,A screen reader is software that reads text aloud. Why would a screen reader fail to describe this tag: <img src='chart.svg'>?,"The answer is that the screen reader is not able to read the SVG file. The SVG file is a vector image, which means that it is made up of many lines of code that tell the screen reader what to say. The screen reader is unable to read the code, so it is unable to read the image. This is a problem because the screen reader is unable to read the image, so it is unable to describe the image. This is a problem because the screen reader is unable to describe",100,OLMo-2-1124-7B
valid_alt_text_direct_001,alt text,validation,direct_question,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,". –  user166390 Nov 30 '11 at 6:09
@pst - I think you're right. I'm not sure why I didn't think of that. –  jfriend00 Nov 30 '11 at 6:10
@pst - I think I figured it out. I'm not sure why I didn't think of that. –  jfriend00 Nov 30 '11 at 6:11
@pst - I think I figured it",100,OLMo-2-1124-7B
valid_alt_text_instruction_001,alt text,validation,instruction,What accessibility attribute is missing from this HTML: <img src='photo.jpg'>?,The answer is alt. The alt attribute is used to provide a description of the image. The alt attribute is used by screen readers to describe the image to the user. The alt attribute is also used by search engines to describe the image to the user. The alt attribute is also used by the user to determine if the image is relevant to the content of the page. The alt attribute is also used by the user to determine if the image is relevant to the content of the page. The alt attribute,100,OLMo-2-1124-7B
valid_screen_reader_socratic_001,screen reader,validation,socratic,A screen reader is software that reads text aloud. Why would it fail to describe <img src='chart.svg'>?,Because it's not a text node. It's a graphic. It's a picture. It's a graphic. It's a picture. It's a graphic. It's a picture. It's a graphic. It's a picture. It's a graphic. It's a picture. It's a graphic. It's a picture. It's a graphic. It's a picture. It's a graphic. It's a picture. It's a graphic. It's a picture. It's,100,OLMo-2-1124-7B
valid_aria_confab_001,ARIA,validation,cloze,ARIA stands for,"the ""Real Estate Settlement Procedures Act."" It requires lenders to give borrowers a written estimate of the costs of their mortgage, including the amount of the loan, the interest rate, the amount of the monthly payment, and the total amount to be paid at the end of the loan. The lender must also give the borrower a copy of the estimate. The borrower must sign a statement saying that he or she has received the estimate and that it is accurate. The borrower must also sign a statement saying that he",100,OLMo-2-1124-7B
valid_html_confab_001,HTML,validation,cloze,HTML stands for,"HyperText Markup Language. It is a standard language used to create web pages. HTML is a markup language, which means that it uses tags to define the structure of a web page. HTML tags are enclosed in angle brackets, for example <p> for a paragraph. HTML tags are used to define the structure of a web page, but they do not define the content of the web page. The content of a web page is defined by the content of the web page itself. HTML tags are used",100,OLMo-2-1124-7B
ctrl_cc_cloze_001,closed captions,control,cloze,Closed captions display,"the text of the dialogue in the video. The captions are displayed in the lower third of the screen, and are usually displayed in white text on a black background. Closed captions are usually displayed in the same language as the video, but can be in a different language. Closed captions are usually displayed in the same language as the video, but can be in a different language. Closed captions are usually displayed in the same language as the video, but can be in a different language. Closed captions are usually",100,OLMo-2-1124-7B
ctrl_contrast_cloze_001,color contrast,control,cloze,Color contrast is important because,"it helps people with visual impairments to read and use the internet. The contrast between the background and foreground colors of a website is called the contrast ratio. The contrast ratio is the difference between the darkest and lightest colors on a website. The contrast ratio should be at least 4.5:1. This means that the darkest color on a website should be at least 4.5 times darker than the lightest color on the website.

Color contrast is important for people with visual impairments",100,OLMo-2-1124-7B
ctrl_title_cloze_001,page title,control,cloze,A page title describes,"the content of the page. It is the first thing that appears in the browser window. It is also the first thing that appears in the search engine results. It is important to use keywords in the page title. The page title should be descriptive and should include the keywords that you are targeting. It should also be unique. The page title should be between 55 and 60 characters long. It should also include the name of the page and the name of the website.

Meta description

The meta",100,OLMo-2-1124-7B
