family,model,condition,compound,in_frequency_set,word1_tokens,word2_tokens,compound_tokens,word1_spans,word2_spans,word1_pieces,word2_pieces
gpt2,gpt2,natural,landmark_region,True,1,1,2,1,1,"["" landmark""]","["" region""]"
gpt2,gpt2,natural,low_vision,True,1,1,2,1,1,"[""Low""]","["" vision""]"
gpt2,gpt2,natural,cognitive_disabilities,True,2,1,3,1,1,"[""C"", ""ognitive""]","["" disabilities""]"
gpt2,gpt2,natural,universal_design,True,1,1,2,1,1,"[""Universal""]","["" design""]"
gpt2,gpt2,natural,decorative_image,True,1,1,2,1,1,"["" decorative""]","["" image""]"
gpt2,gpt2,natural,informative_image,True,1,1,2,1,1,"["" informative""]","["" image""]"
gpt2,gpt2,natural,responsive_design,True,3,1,4,1,1,"[""Resp"", ""ons"", ""ive""]","["" design""]"
gpt2,gpt2,natural,empty_link,False,1,1,2,1,1,"["" empty""]","["" link""]"
gpt2,gpt2,uniform,screen_reader,True,1,1,2,1,1,"["" screen""]","["" reader""]"
gpt2,gpt2,uniform,alt_text,True,1,1,2,1,1,"["" alt""]","["" text""]"
gpt2,gpt2,uniform,skip_link,True,1,1,2,1,1,"["" skip""]","["" link""]"
gpt2,gpt2,uniform,color_contrast,True,1,1,2,1,1,"["" color""]","["" contrast""]"
gpt2,gpt2,uniform,keyboard_navigation,True,1,1,2,1,1,"["" keyboard""]","["" navigation""]"
gpt2,gpt2,uniform,closed_captions,True,1,2,3,1,1,"["" closed""]","["" capt"", ""ions""]"
gpt2,gpt2,uniform,focus_indicator,True,1,1,2,1,1,"["" focus""]","["" indicator""]"
gpt2,gpt2,uniform,semantic_html,True,1,1,2,1,1,"["" semantic""]","["" HTML""]"
gpt2,gpt2,uniform,form_label,False,1,1,2,1,1,"["" form""]","["" label""]"
gpt2,gpt2,uniform,link_text,False,1,1,2,1,1,"["" link""]","["" text""]"
gpt2,gpt2,uniform,page_title,False,1,1,2,1,1,"["" page""]","["" title""]"
gpt2,gpt2,uniform,keyboard_interaction,True,1,1,2,1,1,"["" keyboard""]","["" interaction""]"
gpt2,gpt2,uniform,section_heading,True,1,1,2,1,1,"["" section""]","["" heading""]"
gpt2,gpt2,uniform,text_alternative,True,1,1,2,1,1,"["" text""]","["" alternative""]"
gpt2,gpt2,uniform,audio_description,True,1,1,2,1,1,"["" audio""]","["" description""]"
gpt2,gpt2,uniform,sign_language,True,1,1,2,1,1,"["" sign""]","["" language""]"
gpt2,gpt2,uniform,sensory_characteristics,True,1,1,2,1,1,"["" sensory""]","["" characteristics""]"
gpt2,gpt2,uniform,input_purpose,True,1,1,2,1,1,"["" input""]","["" purpose""]"
gpt2,gpt2,uniform,target_size,True,1,1,2,1,1,"["" target""]","["" size""]"
gpt2,gpt2,uniform,touch_target,True,1,1,2,1,1,"["" touch""]","["" target""]"
gpt2,gpt2,uniform,drag_movement,True,1,1,2,1,1,"["" drag""]","["" movement""]"
gpt2,gpt2,uniform,focus_appearance,True,1,1,2,1,1,"["" focus""]","["" appearance""]"
gpt2,gpt2,uniform,consistent_help,True,1,1,2,1,1,"["" consistent""]","["" help""]"
gpt2,gpt2,uniform,redundant_entry,True,1,1,2,1,1,"["" redundant""]","["" entry""]"
gpt2,gpt2,uniform,accessible_authentication,True,1,1,2,1,1,"["" accessible""]","["" authentication""]"
gpt2,gpt2,uniform,text_spacing,True,1,1,2,1,1,"["" text""]","["" spacing""]"
gpt2,gpt2,uniform,status_message,True,1,1,2,1,1,"["" status""]","["" message""]"
gpt2,gpt2,uniform,error_identification,True,1,1,2,1,1,"["" error""]","["" identification""]"
gpt2,gpt2,uniform,pointer_cancellation,True,1,1,2,1,1,"["" pointer""]","["" cancellation""]"
gpt2,gpt2,uniform,character_key,True,1,1,2,1,1,"["" character""]","["" key""]"
gpt2,gpt2,uniform,accessibility_tree,True,1,1,2,1,1,"["" accessibility""]","["" tree""]"
gpt2,gpt2,uniform,accessible_name,True,1,1,2,1,1,"["" accessible""]","["" name""]"
gpt2,gpt2,uniform,accessible_description,True,1,1,2,1,1,"["" accessible""]","["" description""]"
gpt2,gpt2,uniform,live_region,True,1,1,2,1,1,"["" live""]","["" region""]"
gpt2,gpt2,uniform,tab_panel,True,1,1,2,1,1,"["" tab""]","["" panel""]"
gpt2,gpt2,uniform,radio_group,True,1,1,2,1,1,"["" radio""]","["" group""]"
gpt2,gpt2,uniform,tree_grid,True,1,1,2,1,1,"["" tree""]","["" grid""]"
gpt2,gpt2,uniform,menu_bar,True,1,1,2,1,1,"["" menu""]","["" bar""]"
gpt2,gpt2,uniform,tool_tip,True,1,1,2,1,1,"["" tool""]","["" tip""]"
gpt2,gpt2,uniform,combo_box,True,1,1,2,1,1,"["" combo""]","["" box""]"
gpt2,gpt2,uniform,semantic_markup,True,1,1,2,1,1,"["" semantic""]","["" markup""]"
gpt2,gpt2,uniform,focus_management,True,1,1,2,1,1,"["" focus""]","["" management""]"
gpt2,gpt2,uniform,reading_order,True,1,1,2,1,1,"["" reading""]","["" order""]"
gpt2,gpt2,uniform,text_formatting,True,1,1,2,1,1,"["" text""]","["" formatting""]"
gpt2,gpt2,uniform,form_field,True,1,1,2,1,1,"["" form""]","["" field""]"
gpt2,gpt2,uniform,landmark_region,True,1,1,2,1,1,"["" landmark""]","["" region""]"
gpt2,gpt2,uniform,low_vision,True,1,1,2,1,1,"["" low""]","["" vision""]"
gpt2,gpt2,uniform,cognitive_disabilities,True,1,1,2,1,1,"["" cognitive""]","["" disabilities""]"
gpt2,gpt2,uniform,universal_design,True,1,1,2,1,1,"["" universal""]","["" design""]"
gpt2,gpt2,uniform,decorative_image,True,1,1,2,1,1,"["" decorative""]","["" image""]"
gpt2,gpt2,uniform,informative_image,True,1,1,2,1,1,"["" informative""]","["" image""]"
gpt2,gpt2,uniform,responsive_design,True,1,1,2,1,1,"["" responsive""]","["" design""]"
gpt2,gpt2,uniform,empty_link,False,1,1,2,1,1,"["" empty""]","["" link""]"
gpt2,gpt2-large,natural,screen_reader,True,1,1,2,1,1,"["" screen""]","["" reader""]"
gpt2,gpt2-large,natural,alt_text,True,1,1,2,1,1,"["" alt""]","["" text""]"
gpt2,gpt2-large,natural,skip_link,True,1,1,2,1,1,"["" skip""]","["" link""]"
gpt2,gpt2-large,natural,color_contrast,True,1,1,2,1,1,"["" color""]","["" contrast""]"
gpt2,gpt2-large,natural,keyboard_navigation,True,1,1,2,1,1,"["" keyboard""]","["" navigation""]"
gpt2,gpt2-large,natural,closed_captions,True,1,2,3,1,1,"["" closed""]","["" capt"", ""ions""]"
gpt2,gpt2-large,natural,focus_indicator,True,1,1,2,1,1,"["" focus""]","["" indicator""]"
gpt2,gpt2-large,natural,semantic_html,True,1,1,2,1,1,"["" semantic""]","["" HTML""]"
gpt2,gpt2-large,natural,form_label,False,1,1,2,1,1,"["" form""]","["" label""]"
gpt2,gpt2-large,natural,link_text,False,1,1,2,1,1,"["" link""]","["" text""]"
gpt2,gpt2-large,natural,page_title,False,1,1,2,1,1,"["" page""]","["" title""]"
gpt2,gpt2-large,natural,keyboard_interaction,True,1,1,2,1,1,"["" keyboard""]","["" interaction""]"
gpt2,gpt2-large,natural,section_heading,True,1,1,2,1,1,"["" section""]","["" heading""]"
gpt2,gpt2-large,natural,text_alternative,True,1,1,2,1,1,"["" text""]","["" alternative""]"
gpt2,gpt2-large,natural,audio_description,True,1,1,2,1,1,"["" audio""]","["" description""]"
gpt2,gpt2-large,natural,sign_language,True,1,1,2,1,1,"["" sign""]","["" language""]"
gpt2,gpt2-large,natural,sensory_characteristics,True,1,1,2,1,1,"["" sensory""]","["" characteristics""]"
gpt2,gpt2-large,natural,input_purpose,True,1,1,2,1,1,"["" input""]","["" purpose""]"
gpt2,gpt2-large,natural,target_size,True,1,1,2,1,1,"["" target""]","["" size""]"
gpt2,gpt2-large,natural,touch_target,True,1,1,2,1,1,"["" touch""]","["" target""]"
gpt2,gpt2-large,natural,drag_movement,True,1,1,2,1,1,"["" drag""]","["" movement""]"
gpt2,gpt2-large,natural,focus_appearance,True,1,1,2,1,1,"["" focus""]","["" appearance""]"
gpt2,gpt2-large,natural,consistent_help,True,1,1,2,1,1,"["" consistent""]","["" help""]"
gpt2,gpt2-large,natural,redundant_entry,True,1,1,2,1,1,"["" redundant""]","["" entry""]"
gpt2,gpt2-large,natural,accessible_authentication,True,1,1,2,1,1,"["" accessible""]","["" authentication""]"
gpt2,gpt2-large,natural,text_spacing,True,1,1,2,1,1,"["" text""]","["" spacing""]"
gpt2,gpt2-large,natural,status_message,True,1,1,2,1,1,"["" status""]","["" message""]"
gpt2,gpt2-large,natural,error_identification,True,1,1,2,1,1,"["" error""]","["" identification""]"
gpt2,gpt2-large,natural,pointer_cancellation,True,1,1,2,1,1,"["" pointer""]","["" cancellation""]"
gpt2,gpt2-large,natural,character_key,True,1,1,2,1,1,"["" character""]","["" key""]"
gpt2,gpt2-large,natural,accessibility_tree,True,1,1,2,1,1,"["" accessibility""]","["" tree""]"
gpt2,gpt2-large,natural,accessible_name,True,1,1,2,1,1,"["" accessible""]","["" name""]"
gpt2,gpt2-large,natural,accessible_description,True,1,1,2,1,1,"["" accessible""]","["" description""]"
gpt2,gpt2-large,natural,live_region,True,1,1,2,1,1,"["" live""]","["" region""]"
gpt2,gpt2-large,natural,tab_panel,True,1,1,2,1,1,"["" tab""]","["" panel""]"
gpt2,gpt2-large,natural,radio_group,True,1,1,2,1,1,"["" radio""]","["" group""]"
gpt2,gpt2-large,natural,tree_grid,True,1,1,2,1,1,"["" tree""]","["" grid""]"
gpt2,gpt2-large,natural,menu_bar,True,1,1,2,1,1,"["" menu""]","["" bar""]"
gpt2,gpt2-large,natural,tool_tip,True,1,1,2,1,1,"["" tool""]","["" tip""]"
gpt2,gpt2-large,natural,combo_box,True,1,1,2,1,1,"["" combo""]","["" box""]"
gpt2,gpt2-large,natural,semantic_markup,True,1,1,2,1,1,"["" semantic""]","["" markup""]"
gpt2,gpt2-large,natural,focus_management,True,1,1,2,1,1,"["" focus""]","["" management""]"
gpt2,gpt2-large,natural,reading_order,True,1,1,2,1,1,"["" reading""]","["" order""]"
gpt2,gpt2-large,natural,text_formatting,True,1,1,2,1,1,"["" text""]","["" formatting""]"
gpt2,gpt2-large,natural,form_field,True,1,1,2,1,1,"["" form""]","["" field""]"
gpt2,gpt2-large,natural,landmark_region,True,1,1,2,1,1,"["" landmark""]","["" region""]"
gpt2,gpt2-large,natural,low_vision,True,1,1,2,1,1,"["" low""]","["" vision""]"
gpt2,gpt2-large,natural,cognitive_disabilities,True,1,1,2,1,1,"["" cognitive""]","["" disabilities""]"
gpt2,gpt2-large,natural,universal_design,True,1,1,2,1,1,"["" universal""]","["" design""]"
gpt2,gpt2-large,natural,decorative_image,True,1,1,2,1,1,"["" decorative""]","["" image""]"
gpt2,gpt2-large,natural,informative_image,True,1,1,2,1,1,"["" informative""]","["" image""]"
gpt2,gpt2-large,natural,responsive_design,True,1,1,2,1,1,"["" responsive""]","["" design""]"
gpt2,gpt2-large,natural,empty_link,False,1,1,2,1,1,"["" empty""]","["" link""]"
gpt2,gpt2-large,uniform,screen_reader,True,1,1,2,1,1,"["" screen""]","["" reader""]"
gpt2,gpt2-large,uniform,alt_text,True,1,1,2,1,1,"["" alt""]","["" text""]"
gpt2,gpt2-large,uniform,skip_link,True,1,1,2,1,1,"["" skip""]","["" link""]"
gpt2,gpt2-large,uniform,color_contrast,True,1,1,2,1,1,"[""Color""]","["" contrast""]"
gpt2,gpt2-large,uniform,keyboard_navigation,True,2,1,3,1,1,"[""Key"", ""board""]","["" navigation""]"
gpt2,gpt2-large,uniform,closed_captions,True,2,2,4,1,1,"[""Cl"", ""osed""]","["" capt"", ""ions""]"
gpt2,gpt2-large,uniform,focus_indicator,True,1,1,2,1,1,"["" focus""]","["" indicator""]"
gpt2,gpt2-large,uniform,semantic_html,True,2,1,3,1,1,"[""Sem"", ""antic""]","["" HTML""]"
gpt2,gpt2-large,uniform,form_label,False,1,1,2,1,1,"["" form""]","["" label""]"
gpt2,gpt2-large,uniform,link_text,False,1,1,2,1,1,"[""Link""]","["" text""]"
gpt2,gpt2-large,uniform,page_title,False,1,1,2,1,1,"["" page""]","["" title""]"
gpt2,gpt2-large,uniform,keyboard_interaction,True,1,1,2,1,1,"["" keyboard""]","["" interaction""]"
gpt2,gpt2-large,uniform,section_heading,True,1,1,2,1,1,"["" section""]","["" heading""]"
gpt2,gpt2-large,uniform,text_alternative,True,1,1,2,1,1,"["" text""]","["" alternative""]"
gpt2,gpt2-large,uniform,audio_description,True,1,1,2,1,1,"["" audio""]","["" description""]"
gpt2,gpt2-large,uniform,sign_language,True,1,1,2,1,1,"[""Sign""]","["" language""]"
gpt2,gpt2-large,uniform,sensory_characteristics,True,3,1,4,1,1,"[""S"", ""ens"", ""ory""]","["" characteristics""]"
gpt2,gpt2-large,uniform,input_purpose,True,1,1,2,1,1,"["" input""]","["" purpose""]"
gpt2,gpt2-large,uniform,target_size,True,1,1,2,1,1,"["" target""]","["" size""]"
gpt2,gpt2-large,uniform,touch_target,True,1,1,2,1,1,"["" touch""]","["" target""]"
gpt2,gpt2-large,uniform,drag_movement,True,1,1,2,1,1,"["" drag""]","["" movement""]"
gpt2,gpt2-large,uniform,focus_appearance,True,1,1,2,1,1,"["" focus""]","["" appearance""]"
gpt2,gpt2-large,uniform,consistent_help,True,2,1,3,1,1,"[""Cons"", ""istent""]","["" help""]"
gpt2,gpt2-large,uniform,redundant_entry,True,1,1,2,1,1,"["" redundant""]","["" entry""]"
gpt2,gpt2-large,uniform,accessible_authentication,True,2,1,3,1,1,"[""Access"", ""ible""]","["" authentication""]"
gpt2,gpt2-large,uniform,text_spacing,True,1,1,2,1,1,"[""Text""]","["" spacing""]"
gpt2,gpt2-large,uniform,status_message,True,1,1,2,1,1,"["" status""]","["" message""]"
gpt2,gpt2-large,uniform,error_identification,True,1,1,2,1,1,"[""Error""]","["" identification""]"
gpt2,gpt2-large,uniform,pointer_cancellation,True,2,1,3,1,1,"[""Po"", ""inter""]","["" cancellation""]"
gpt2,gpt2-large,uniform,character_key,True,1,1,2,1,1,"["" character""]","["" key""]"
gpt2,gpt2-large,uniform,accessibility_tree,True,1,1,2,1,1,"["" accessibility""]","["" tree""]"
gpt2,gpt2-large,uniform,accessible_name,True,1,1,2,1,1,"["" accessible""]","["" name""]"
gpt2,gpt2-large,uniform,accessible_description,True,1,1,2,1,1,"["" accessible""]","["" description""]"
gpt2,gpt2-large,uniform,live_region,True,1,1,2,1,1,"["" live""]","["" region""]"
gpt2,gpt2-large,uniform,tab_panel,True,1,1,2,1,1,"["" tab""]","["" panel""]"
gpt2,gpt2-large,uniform,radio_group,True,1,1,2,1,1,"["" radio""]","["" group""]"
gpt2,gpt2-large,uniform,tree_grid,True,1,1,2,1,1,"["" tree""]","["" grid""]"
gpt2,gpt2-large,uniform,menu_bar,True,1,1,2,1,1,"["" menu""]","["" bar""]"
gpt2,gpt2-large,uniform,tool_tip,True,1,1,2,1,1,"["" tool""]","["" tip""]"
gpt2,gpt2-large,uniform,combo_box,True,1,1,2,1,1,"["" combo""]","["" box""]"
gpt2,gpt2-large,uniform,semantic_markup,True,2,1,3,1,1,"[""Sem"", ""antic""]","["" markup""]"
gpt2,gpt2-large,uniform,focus_management,True,1,1,2,1,1,"[""Focus""]","["" management""]"
gpt2,gpt2-large,uniform,reading_order,True,1,1,2,1,1,"[""Reading""]","["" order""]"
gpt2,gpt2-large,uniform,text_formatting,True,1,1,2,1,1,"[""Text""]","["" formatting""]"
gpt2,gpt2-large,uniform,form_field,True,1,1,2,1,1,"["" form""]","["" field""]"
gpt2,gpt2-large,uniform,landmark_region,True,1,1,2,1,1,"["" landmark""]","["" region""]"
gpt2,gpt2-large,uniform,low_vision,True,1,1,2,1,1,"[""Low""]","["" vision""]"
gpt2,gpt2-large,uniform,cognitive_disabilities,True,2,1,3,1,1,"[""C"", ""ognitive""]","["" disabilities""]"
gpt2,gpt2-large,uniform,universal_design,True,1,1,2,1,1,"[""Universal""]","["" design""]"
gpt2,gpt2-large,uniform,decorative_image,True,1,1,2,1,1,"["" decorative""]","["" image""]"
gpt2,gpt2-large,uniform,informative_image,True,1,1,2,1,1,"["" informative""]","["" image""]"
gpt2,gpt2-large,uniform,responsive_design,True,3,1,4,1,1,"[""Resp"", ""ons"", ""ive""]","["" design""]"
gpt2,gpt2-large,uniform,empty_link,False,1,1,2,1,1,"["" empty""]","["" link""]"
gpt2,gpt2-medium,natural,screen_reader,True,1,1,2,1,1,"["" screen""]","["" reader""]"
gpt2,gpt2-medium,natural,alt_text,True,1,1,2,1,1,"["" alt""]","["" text""]"
gpt2,gpt2-medium,natural,skip_link,True,1,1,2,1,1,"["" skip""]","["" link""]"
gpt2,gpt2-medium,natural,color_contrast,True,1,1,2,1,1,"[""Color""]","["" contrast""]"
gpt2,gpt2-medium,natural,keyboard_navigation,True,2,1,3,1,1,"[""Key"", ""board""]","["" navigation""]"
gpt2,gpt2-medium,natural,closed_captions,True,2,2,4,1,1,"[""Cl"", ""osed""]","["" capt"", ""ions""]"
gpt2,gpt2-medium,natural,focus_indicator,True,1,1,2,1,1,"["" focus""]","["" indicator""]"
gpt2,gpt2-medium,natural,semantic_html,True,2,1,3,1,1,"[""Sem"", ""antic""]","["" HTML""]"
gpt2,gpt2-medium,natural,form_label,False,1,1,2,1,1,"["" form""]","["" label""]"
gpt2,gpt2-medium,natural,link_text,False,1,1,2,1,1,"[""Link""]","["" text""]"
gpt2,gpt2-medium,natural,page_title,False,1,1,2,1,1,"["" page""]","["" title""]"
gpt2,gpt2-medium,natural,keyboard_interaction,True,1,1,2,1,1,"["" keyboard""]","["" interaction""]"
gpt2,gpt2-medium,natural,section_heading,True,1,1,2,1,1,"["" section""]","["" heading""]"
gpt2,gpt2-medium,natural,text_alternative,True,1,1,2,1,1,"["" text""]","["" alternative""]"
gpt2,gpt2-medium,natural,audio_description,True,1,1,2,1,1,"["" audio""]","["" description""]"
gpt2,gpt2-medium,natural,sign_language,True,1,1,2,1,1,"[""Sign""]","["" language""]"
gpt2,gpt2-medium,natural,sensory_characteristics,True,3,1,4,1,1,"[""S"", ""ens"", ""ory""]","["" characteristics""]"
gpt2,gpt2-medium,natural,input_purpose,True,1,1,2,1,1,"["" input""]","["" purpose""]"
gpt2,gpt2-medium,natural,target_size,True,1,1,2,1,1,"["" target""]","["" size""]"
gpt2,gpt2-medium,natural,touch_target,True,1,1,2,1,1,"["" touch""]","["" target""]"
gpt2,gpt2-medium,natural,drag_movement,True,1,1,2,1,1,"["" drag""]","["" movement""]"
gpt2,gpt2-medium,natural,focus_appearance,True,1,1,2,1,1,"["" focus""]","["" appearance""]"
gpt2,gpt2-medium,natural,consistent_help,True,2,1,3,1,1,"[""Cons"", ""istent""]","["" help""]"
gpt2,gpt2-medium,natural,redundant_entry,True,1,1,2,1,1,"["" redundant""]","["" entry""]"
gpt2,gpt2-medium,natural,accessible_authentication,True,2,1,3,1,1,"[""Access"", ""ible""]","["" authentication""]"
gpt2,gpt2-medium,natural,text_spacing,True,1,1,2,1,1,"[""Text""]","["" spacing""]"
gpt2,gpt2-medium,natural,status_message,True,1,1,2,1,1,"["" status""]","["" message""]"
gpt2,gpt2-medium,natural,error_identification,True,1,1,2,1,1,"[""Error""]","["" identification""]"
gpt2,gpt2-medium,natural,pointer_cancellation,True,2,1,3,1,1,"[""Po"", ""inter""]","["" cancellation""]"
gpt2,gpt2-medium,natural,character_key,True,1,1,2,1,1,"["" character""]","["" key""]"
gpt2,gpt2-medium,natural,accessibility_tree,True,1,1,2,1,1,"["" accessibility""]","["" tree""]"
gpt2,gpt2-medium,natural,accessible_name,True,1,1,2,1,1,"["" accessible""]","["" name""]"
gpt2,gpt2-medium,natural,accessible_description,True,1,1,2,1,1,"["" accessible""]","["" description""]"
gpt2,gpt2-medium,natural,live_region,True,1,1,2,1,1,"["" live""]","["" region""]"
gpt2,gpt2-medium,natural,tab_panel,True,1,1,2,1,1,"["" tab""]","["" panel""]"
gpt2,gpt2-medium,natural,radio_group,True,1,1,2,1,1,"["" radio""]","["" group""]"
gpt2,gpt2-medium,natural,tree_grid,True,1,1,2,1,1,"["" tree""]","["" grid""]"
gpt2,gpt2-medium,natural,menu_bar,True,1,1,2,1,1,"["" menu""]","["" bar""]"
gpt2,gpt2-medium,natural,tool_tip,True,1,1,2,1,1,"["" tool""]","["" tip""]"
gpt2,gpt2-medium,natural,combo_box,True,1,1,2,1,1,"["" combo""]","["" box""]"
gpt2,gpt2-medium,natural,semantic_markup,True,2,1,3,1,1,"[""Sem"", ""antic""]","["" markup""]"
gpt2,gpt2-medium,natural,focus_management,True,1,1,2,1,1,"[""Focus""]","["" management""]"
gpt2,gpt2-medium,natural,reading_order,True,1,1,2,1,1,"[""Reading""]","["" order""]"
gpt2,gpt2-medium,natural,text_formatting,True,1,1,2,1,1,"[""Text""]","["" formatting""]"
gpt2,gpt2-medium,natural,form_field,True,1,1,2,1,1,"["" form""]","["" field""]"
gpt2,gpt2-medium,natural,landmark_region,True,1,1,2,1,1,"["" landmark""]","["" region""]"
gpt2,gpt2-medium,natural,low_vision,True,1,1,2,1,1,"[""Low""]","["" vision""]"
gpt2,gpt2-medium,natural,cognitive_disabilities,True,2,1,3,1,1,"[""C"", ""ognitive""]","["" disabilities""]"
gpt2,gpt2-medium,natural,universal_design,True,1,1,2,1,1,"[""Universal""]","["" design""]"
gpt2,gpt2-medium,natural,decorative_image,True,1,1,2,1,1,"["" decorative""]","["" image""]"
gpt2,gpt2-medium,natural,informative_image,True,1,1,2,1,1,"["" informative""]","["" image""]"
gpt2,gpt2-medium,natural,responsive_design,True,3,1,4,1,1,"[""Resp"", ""ons"", ""ive""]","["" design""]"
gpt2,gpt2-medium,natural,empty_link,False,1,1,2,1,1,"["" empty""]","["" link""]"
gpt2,gpt2-medium,uniform,screen_reader,True,1,1,2,1,1,"["" screen""]","["" reader""]"
gpt2,gpt2-medium,uniform,alt_text,True,1,1,2,1,1,"["" alt""]","["" text""]"
gpt2,gpt2-medium,uniform,skip_link,True,1,1,2,1,1,"["" skip""]","["" link""]"
gpt2,gpt2-medium,uniform,color_contrast,True,1,1,2,1,1,"[""Color""]","["" contrast""]"
gpt2,gpt2-medium,uniform,keyboard_navigation,True,2,1,3,1,1,"[""Key"", ""board""]","["" navigation""]"
gpt2,gpt2-medium,uniform,closed_captions,True,2,2,4,1,1,"[""Cl"", ""osed""]","["" capt"", ""ions""]"
gpt2,gpt2-medium,uniform,focus_indicator,True,1,1,2,1,1,"["" focus""]","["" indicator""]"
gpt2,gpt2-medium,uniform,semantic_html,True,2,1,3,1,1,"[""Sem"", ""antic""]","["" HTML""]"
gpt2,gpt2-medium,uniform,form_label,False,1,1,2,1,1,"["" form""]","["" label""]"
gpt2,gpt2-medium,uniform,link_text,False,1,1,2,1,1,"[""Link""]","["" text""]"
gpt2,gpt2-medium,uniform,page_title,False,1,1,2,1,1,"["" page""]","["" title""]"
gpt2,gpt2-medium,uniform,keyboard_interaction,True,1,1,2,1,1,"["" keyboard""]","["" interaction""]"
gpt2,gpt2-medium,uniform,section_heading,True,1,1,2,1,1,"["" section""]","["" heading""]"
gpt2,gpt2-medium,uniform,text_alternative,True,1,1,2,1,1,"["" text""]","["" alternative""]"
