domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
legal,oral_deposition,oral deposition,declarative,cloze,An oral deposition is,a document that is prepared by a witness in a court of law. The document is typically prepared by the witness in a court of law and is typically prepared by the witness in a court of law. The document is typically prepared by the witness in a court of law and is typically prepared by the witness in a court of law. The document is typically prepared by the witness in a court of law and is typically prepared by the witness in a court of law. The document is typically prepared by the witness,100,pythia-1b
legal,personal_jurisdiction,personal jurisdiction,declarative,cloze,Personal jurisdiction refers to,"the power of a court to make a particular person answer for a particular act. It is a power that is not inherent in the law, but is derived from the nature of the relationship between the parties.

The concept of personal jurisdiction is not a new one. It is a concept that has been around for centuries. The concept of personal jurisdiction has been used in the law to determine whether a court has the power to hear a case.

Personal jurisdiction is a concept that is used to",100,pythia-1b
legal,electronic_discovery,electronic discovery,declarative,cloze,Electronic discovery is,"a process by which a party to a lawsuit may obtain information about the other party's case. Electronic discovery is often used to obtain information about the case of a party who is not a party to the lawsuit. Electronic discovery is often used to obtain information about the case of a party who is a party to the lawsuit.
Electronic discovery is often used to obtain information about the case of a party who is not a party to the lawsuit. Electronic discovery is often used to obtain information about the case of",100,pythia-1b
legal,summary_motion,summary motion,declarative,cloze,A summary motion is,a document that summarizes the arguments of the parties. It is a summary of the facts and the law. It is not a legal argument. It is not a legal opinion. It is not a legal opinion. It is not a legal opinion. It is not a legal opinion. It is not a legal opinion. It is not a legal opinion. It is not a legal opinion. It is not a legal opinion. It is not a legal opinion. It is not a legal opinion. It is,100,pythia-1b
legal,proper_venue,proper venue,declarative,cloze,Proper venue is determined by,"the venue's location, size, and the number of people attending.

The venue is not responsible for any lost or stolen items.

The venue is not responsible for any lost or stolen items.

The venue is not responsible for any lost or stolen items.

The venue is not responsible for any lost or stolen items.

The venue is not responsible for any lost or stolen items.

The venue is not responsible for any lost or stolen items.",100,pythia-1b
legal,patent_infringement,patent infringement,declarative,cloze,Patent infringement occurs when,"a party to a patent infringement lawsuit files a lawsuit against a party to the patent infringement lawsuit. The party to the patent infringement lawsuit may be a party to the patent infringement lawsuit, a third party, or a party to the patent infringement lawsuit and a party to the patent infringement lawsuit.

The patent infringement lawsuit may be filed by a party to the patent infringement lawsuit or by a party to the patent infringement lawsuit and a party to the patent infringement lawsuit.

The patent infringement lawsuit may be",100,pythia-1b
legal,articles_incorporation,articles incorporation,declarative,cloze,Articles of incorporation are,"provided in the following U.S. Patents:
U.S. Pat. No. 4,976,976, issued to the present inventor on Aug. 29, 1990;
U.S. Pat. No. 5,028,976, issued to the present inventor on Jul. 18, 1991;
U.S. Pat. No. 5,041,976, issued to the present inventor on Aug. 28, 1991;
U.S",100,pythia-1b
legal,hostile_merger,hostile merger,declarative,cloze,A hostile merger is,"a threat to the financial stability of the United States.

The Federal Reserve Bank of New York (FRBNY) has issued a warning to financial institutions about the potential for hostile mergers to occur.

The FRBNY said that hostile mergers are a threat to the financial stability of the United States.

The FRBNY said that hostile mergers are a threat to the financial stability of the United States.

The FRBNY said that hostile mergers are a threat to the",100,pythia-1b
legal,statute_limitations,statute limitations,declarative,cloze,A statute of limitations is,"a time limit that is set by the legislature. It is a legal concept that is designed to protect a person from being sued for an action that has already been completed. The statute of limitations is a legal concept that is designed to protect a person from being sued for an action that has already been completed.

The statute of limitations is a time limit that is set by the legislature. It is a legal concept that is designed to protect a person from being sued for an action that has already been",100,pythia-1b
legal,legal_standing,legal standing,declarative,cloze,Legal standing is the right to,be heard in a court of law. It is the right to be heard in a court of law. It is the right to be heard in a court of law. It is the right to be heard in a court of law. It is the right to be heard in a court of law. It is the right to be heard in a court of law. It is the right to be heard in a court of law. It is the right to be heard in a court of law. It,100,pythia-1b
legal,binding_precedent,binding precedent,declarative,cloze,A binding precedent is,"a legal principle that a court can issue when a party has a strong argument for a particular result. The principle is often used in cases where a party has a strong argument for a particular result, but the court is not convinced that the result is correct.

A binding precedent is a legal principle that a court can issue when a party has a strong argument for a particular result, but the court is not convinced that the result is correct.

A binding precedent is a legal principle that a",100,pythia-1b
legal,judicial_review,judicial review,declarative,cloze,Judicial review is,"a process by which a court determines whether a decision is correct. It is a process that is used to determine whether a decision is correct or not. It is a process that is used to determine whether a decision is correct or not. It is a process that is used to determine whether a decision is correct or not.

The Judicial Review Process

The Judicial Review Process is a process by which a court determines whether a decision is correct. It is a process that is used to determine whether",100,pythia-1b
legal,civil_lawsuit,civil lawsuit,declarative,cloze,A civil lawsuit is,a legal proceeding in which a plaintiff sues a defendant for a legal wrong. The plaintiff is usually a person who has suffered a legal wrong. The plaintiff may be a person who has suffered a legal wrong because of a legal action taken by another person. The plaintiff may be a person who has suffered a legal wrong because of a legal action taken by a third person. The plaintiff may be a person who has suffered a legal wrong because of a legal action taken by a fourth person. The plaintiff may,100,pythia-1b
legal,criminal_record,criminal record,declarative,cloze,A criminal record is,"a record of a person’s past criminal activity. It is not a record of a person’s future criminal activity.

A criminal record is a record of a person’s past criminal activity. It is not a record of a person’s future criminal activity.

A criminal record is a record of a person’s past criminal activity. It is not a record of a person’s future criminal activity.

A criminal record is a record of a person’s",100,pythia-1b
legal,search_warrant,search warrant,declarative,cloze,A search warrant is,a legal document that is used to obtain information from a person or organization. The search warrant is a legal document that is used to obtain information from a person or organization. The search warrant is a legal document that is used to obtain information from a person or organization. The search warrant is a legal document that is used to obtain information from a person or organization. The search warrant is a legal document that is used to obtain information from a person or organization. The search warrant is a legal document that is,100,pythia-1b
legal,plea_bargain,plea bargain,declarative,cloze,A plea bargain is,a deal that is reached between the prosecution and the defendant. The prosecution and the defendant both agree to a plea bargain. The prosecution and the defendant both agree to a plea bargain. The prosecution and the defendant both agree to a plea bargain. The prosecution and the defendant both agree to a plea bargain. The prosecution and the defendant both agree to a plea bargain. The prosecution and the defendant both agree to a plea bargain. The prosecution and the defendant both agree to a plea bargain. The prosecution and the,100,pythia-1b
legal,witness_testimony,witness testimony,declarative,cloze,Witness testimony is,"the most important evidence in a criminal trial. It is the only evidence that can be used to convict a defendant. It is also the only evidence that can be used to exonerate a defendant.

The prosecution of a criminal case is a very important part of the judicial process. It is the only evidence that can be used to convict a defendant. It is also the only evidence that can be used to exonerate a defendant.

The prosecution of a criminal case is a very important part",100,pythia-1b
legal,expert_witness,expert witness,declarative,cloze,An expert witness is,"a person who is called to testify in a case. The expert witness is called to testify in a case because the expert witness is expected to provide testimony that is helpful to the case. The expert witness is called to testify in a case because the expert witness is expected to provide testimony that is helpful to the case.

An expert witness is a person who is called to testify in a case. The expert witness is called to testify in a case because the expert witness is expected to provide testimony that",100,pythia-1b
legal,court_order,court order,declarative,cloze,A court order is,"a legal document that can be used to enforce a court order. A court order can be used to enforce a court order, to enforce a court order, or to enforce a court order. A court order can be used to enforce a court order, to enforce a court order, or to enforce a court order. A court order can be used to enforce a court order, to enforce a court order, or to enforce a court order. A court order can be used to enforce a court order,",100,pythia-1b
legal,bench_trial,bench trial,declarative,cloze,A bench trial is,"a court-supervised trial in which the judge presides over the trial and hears the evidence presented by the parties. The judge is not bound by the findings of the jury or the verdict of the jury. The judge is free to accept or reject any or all of the evidence presented by the parties.

The judge may also rule on the admissibility of evidence.

The judge may also rule on the admissibility of evidence.

The judge may also rule on the admissibility of evidence.",100,pythia-1b
legal,jury_verdict,jury verdict,declarative,cloze,A jury verdict is,"expected in the case of a man who was shot in the head by a police officer in a parking lot in the city of Chicago.

The jury deliberated for about two hours before returning a verdict of guilty on all counts against the officer, who was acquitted of murder charges.

The officer, who was not identified, was charged with first-degree murder in the shooting death of a man who was walking in the parking lot of a nearby restaurant.

The officer, who",100,pythia-1b
legal,class_action,class action,declarative,cloze,A class action lawsuit is,"being filed against the city of San Francisco for allegedly failing to properly train its police officers on how to handle a mentally ill person who is being held in a mental health facility.

The lawsuit, filed in the U.S. District Court for the Northern District of California, alleges that the city failed to properly train its officers on how to handle a mentally ill person who is being held in a mental health facility.

The lawsuit alleges that the city failed to properly train its officers on how",100,pythia-1b
legal,double_jeopardy,double jeopardy,declarative,cloze,Double jeopardy is,"a concept that has been debated for centuries. The concept of double jeopardy is a concept that has been debated for centuries.

The concept of double jeopardy is a concept that has been debated for centuries. The concept of double jeopardy is a concept that has been debated for centuries.

The concept of double jeopardy is a concept that has been debated for centuries. The concept of double jeopardy is a concept that has been debated for centuries.

The concept of double jeopardy is a concept that has",100,pythia-1b
legal,probable_cause,probable cause,declarative,cloze,Probable cause is,"a legal term that is used to describe the legal standard for determining whether a person has reasonable suspicion to make an arrest. The standard is based on the totality of the circumstances.

Probable cause is a legal term that is used to describe the legal standard for determining whether a person has reasonable suspicion to make an arrest. The standard is based on the totality of the circumstances.

Probable cause is a legal term that is used to describe the legal standard for determining whether a person has reasonable",100,pythia-1b
legal,restraining_order,restraining order,declarative,cloze,A restraining order is,"a legal order that prevents a person from harming another person or from causing damage to property. A restraining order is a legal order that prevents a person from harming another person or from causing damage to property.

A restraining order is a legal order that prevents a person from harming another person or from causing damage to property. A restraining order is a legal order that prevents a person from harming another person or from causing damage to property.

A restraining order is a legal order that",100,pythia-1b
