prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
decl_accessible_authentication_001,accessible authentication,declarative,cloze,Accessible authentication is,"a key feature of the Internet of Things (IoT) and is used to authenticate devices and services.

The IoT is a network of connected devices that connect to the Internet. The IoT is a network of connected devices that connect to the Internet.

The IoT is a network of connected devices that connect to the Internet.

The IoT is a network of connected devices that connect to the Internet.

The IoT is",100,gpt2
decl_text_spacing_001,text spacing,declarative,cloze,Text spacing is,"a major issue for many people. It's a problem that's been going on for a long time.

The problem is that it's not easy to get the spacing right.

The best way to get the spacing right is to use a font that's designed to be used with a font that's designed to be used with a font that's designed to be used with a font that's designed to be used with a font that's designed to be used with a font that's designed",100,gpt2
decl_status_message_001,status message,declarative,cloze,A status message is,"sent to the user when the user logs in.

The status message is sent to the user when the user logs out.

The status message is sent to the user when the user logs out.

The status message is sent to the user when the user logs out.

The status message is sent to the user when the user logs out.

The status message is sent to the user when the user logs out.

The status message is sent to the user",100,gpt2
decl_error_identification_001,error identification,declarative,cloze,Error identification is,"required for this page.

Please enter your email address.

Please enter an email address.

Please enter a valid email address in the To: field.

Please enter a subject for your message.

Please enter a message.

You can only send this invitations to 10 email addresses at a time.

$$$$ is not a properly formatted color. Please use the format #RRGGBB for all colors.

Please limit your message to $$$",100,gpt2
decl_pointer_cancellation_001,pointer cancellation,declarative,cloze,Pointer cancellation is,"a common problem in the industry. It's a problem that's been around for a long time, and it's a problem that's been around for a long time.

The problem is that it's not always easy to cancel a project. It's not always easy to cancel a project.

The problem is that it's not always easy to cancel a project. It's not always easy to cancel a project.

The problem is that it's not always easy to cancel a",100,gpt2
decl_character_key_001,character key,declarative,cloze,A character key is,"a key that can be used to unlock a character's abilities.

Contents show]

Character Key Edit

The character key is a key that can be used to unlock a character's abilities.

Character Key Edit

The character key is a key that can be used to unlock a character's abilities.

Character Key Edit

The character key is a key that can be used to unlock a character's abilities.

Character Key Edit

The character key",100,gpt2
decl_accessibility_tree_001,accessibility tree,declarative,cloze,An accessibility tree is,"a tree that is used to identify the accessibility of a particular area of the site.

An accessibility tree is a tree that is used to identify the accessibility of a particular area of the site.

An accessibility tree is a tree that is used to identify the accessibility of a particular area of the site.

An accessibility tree is a tree that is used to identify the accessibility of a particular area of the site.

An accessibility tree is a tree that is used to identify the",100,gpt2
decl_accessible_name_001,accessible name,declarative,cloze,An accessible name is,"a name that is used to identify a person or group of people.

An accessible name is a name that is used to identify a person or group of people.

An accessible name is a name that is used to identify a person or group of people.

An accessible name is a name that is used to identify a person or group of people.

An accessible name is a name that is used to identify a person or group of people.

An accessible name is",100,gpt2
decl_accessible_description_001,accessible description,declarative,cloze,An accessible description is,"available for the following:

The following is a list of the available descriptions for the following:

The following is a list of the available descriptions for the following:

The following is a list of the available descriptions for the following:

The following is a list of the available descriptions for the following:

The following is a list of the available descriptions for the following:

The following is a list of the available descriptions for the following:

The following is",100,gpt2
decl_live_region_001,live region,declarative,cloze,A live region is,a region of the world where the world's population is concentrated. It is a region of the world where the world's population is concentrated. It is a region of the world where the world's population is concentrated. It is a region of the world where the world's population is concentrated. It is a region of the world where the world's population is concentrated. It is a region of the world where the world's population is concentrated. It is a region of the world where the world's population,100,gpt2
decl_tab_panel_001,tab panel,declarative,cloze,A tab panel is,"a small, rectangular panel that is used to display the current tab panel. The tab panel is usually located on the left side of the screen.

The tab panel is usually located on the left side of the screen. The tab panel is usually located on the right side of the screen.

The tab panel is usually located on the right side of the screen. The tab panel is usually located on the left side of the screen.

The tab panel is usually located on the right",100,gpt2
decl_radio_group_001,radio group,declarative,cloze,A radio group is,"calling for a boycott of the BBC after it was accused of ""trying to silence"" a journalist who was critical of the BBC.

The Radio 4 Today programme, which airs on BBC1, has been criticised for its coverage of the Iraq war.

The group, which has been called the ""BBC's Voice of America"", said it was ""disappointed"" by the BBC's decision to air the programme.

The BBC said it was ""disappointed"" by the decision",100,gpt2
decl_tree_grid_001,tree grid,declarative,cloze,A tree grid is,a grid of trees that are arranged in a way that is consistent with the tree's shape. The grid is a grid of trees that are arranged in a way that is consistent with the tree's shape. The grid is a grid of trees that are arranged in a way that is consistent with the tree's shape. The grid is a grid of trees that are arranged in a way that is consistent with the tree's shape. The grid is a grid of trees that are arranged in a way that is,100,gpt2
decl_menu_bar_001,menu bar,declarative,cloze,A menu bar is,"a menu item that is displayed on the screen. It is a menu item that is displayed on the screen.

A menu bar is a menu item that is displayed on the screen.

A menu bar is a menu item that is displayed on the screen.

A menu bar is a menu item that is displayed on the screen.

A menu bar is a menu item that is displayed on the screen.

A menu bar is a menu item that is displayed on the",100,gpt2
decl_tool_tip_001,tool tip,declarative,cloze,A tool tip is,"a simple way to help you find the right tool for your project.

A tool tip is a simple way to help you find the right tool for your project.

A tool tip is a tool tip that is used to help you find the right tool for your project.

A tool tip is a tool tip that is used to help you find the right tool for your project.

A tool tip is a tool tip that is used to help you find the right tool for",100,gpt2
decl_combo_box_001,combo box,declarative,cloze,A combo box is,"a box that contains a number of items. The number of items in a combo box is determined by the number of items in the combo box.

A combo box is a box that contains a number of items. The number of items in a combo box is determined by the number of items in the combo box. A combo box is a box that contains a number of items. The number of items in a combo box is determined by the number of items in the combo box. A combo box",100,gpt2
decl_semantic_markup_001,semantic markup,declarative,cloze,Semantic markup is,"a new language that is being developed by the Mozilla Foundation. Semantic markup is a new language that is being developed by the Mozilla Foundation.

Semantic markup is a new language that is being developed by the Mozilla Foundation.

Semantic markup is a new language that is being developed by the Mozilla Foundation.

Semantic markup is a new language that is being developed by the Mozilla Foundation.

Semantic markup is a new language that is being developed by the Mozilla Foundation.",100,gpt2
decl_focus_management_001,focus management,declarative,cloze,Focus management is,"a key component of the business. It is a way to manage your business and manage your team.

Focus management is a key component of the business. It is a way to manage your business and manage your team.

Focus management is a key component of the business. It is a way to manage your business and manage your team.

Focus management is a key component of the business. It is a way to manage your business and manage your team.

Focus management is",100,gpt2
decl_reading_order_001,reading order,declarative,cloze,Reading order is,"not a problem for the first time.

The first time I read this book, I was in a bookstore and I was reading a book by a guy named John. He was a very nice guy, and he was very nice to me. He was very nice to me. He said, ""I'm going to read this book. I'm going to read it. I'm going to read it. I'm going to read it. I'm going to read it. I'm going",100,gpt2
decl_text_formatting_001,text formatting,declarative,cloze,Text formatting is,"a major issue for many people. It's not just that you have to type in a lot of text, but that you have to type in a lot of text.

The problem is that you have to type in a lot of text.

The problem is that you have to type in a lot of text.

The problem is that you have to type in a lot of text.

The problem is that you have to type in a lot of text.",100,gpt2
decl_form_field_001,form field,declarative,cloze,A form field is,"a form field that is used to create a new field.

A form field is a form field that is used to create a new field.

A form field is a form field that is used to create a new field.

A form field is a form field that is used to create a new field.

A form field is a form field that is used to create a new field.

A form field is a form field that is used to create a new",100,gpt2
decl_landmark_region_001,landmark region,declarative,cloze,A landmark region is,"being built in the heart of the city of Bali, Indonesia's second largest city.

The project, called the Bali-Bali Gateway, will connect the city's two main airports, the Bali-Bali International Airport and the Bali-Bali International Airport.

The project is part of a $1.5 billion project to build a new airport in the heart of the city.

The project is part of a $1.5 billion project to",100,gpt2
decl_low_vision_001,low vision,declarative,cloze,Low vision is,"a common problem in children with autism spectrum disorder (ASD). Low vision is a common problem in children with autism spectrum disorder (ASD).

Low vision is a common problem in children with autism spectrum disorder (ASD).

Low vision is a common problem in children with autism spectrum disorder (ASD).

Low vision is a common problem in children with autism spectrum disorder (ASD).

Low vision is a common problem in children with autism spectrum disorder (ASD",100,gpt2
decl_cognitive_disabilities_001,cognitive disabilities,declarative,cloze,Cognitive disabilities are,"a complex and complex issue. The most common cause of cognitive impairment is a lack of attention, memory, and attentional control. The most common cause of cognitive impairment is a lack of attention, memory, and attentional control.

The following are some of the most common causes of cognitive impairment:

Cognitive impairment is a condition that is caused by a lack of attention, memory, or attentional control.

Cognitive impairment is a condition that is caused by a lack of",100,gpt2
decl_universal_design_001,universal design,declarative,cloze,Universal design is,"a great way to create a beautiful, unique design.

The Universal Design is a great way to create a beautiful, unique design.

The Universal Design is a great way to create a beautiful, unique design.

The Universal Design is a great way to create a beautiful, unique design.

The Universal Design is a great way to create a beautiful, unique design.

The Universal Design is a great way to create a beautiful, unique design.

The Universal",100,gpt2
decl_decorative_image_001,decorative image,declarative,cloze,A decorative image is,"a piece of art that is used to represent a particular character or concept.

Examples of decorative images include:

A character's face

A character's hair

A character's face on a piece of paper

A character's face on a piece of paper on a piece of paper

A character's face on a piece of paper on a piece of paper

A character's face on a piece of paper on a piece of paper

A character's face",100,gpt2
decl_informative_image_001,informative image,declarative,cloze,An informative image is,"a picture of a person or object that is not visible to the naked eye. An image is not a picture of a person or object.

An image is not a picture of a person or object.

An image is not a picture of a person or object.

An image is not a picture of a person or object.

An image is not a picture of a person or object.

An image is not a picture of a person or object.",100,gpt2
decl_responsive_design_001,responsive design,declarative,cloze,Responsive design is,"a key component of the design process. It is the ability to create a user experience that is responsive to the user's needs.

Responsive design is a key component of the design process. It is the ability to create a user experience that is responsive to the user's needs.

Responsive design is a key component of the design process. It is the ability to create a user experience that is responsive to the user's needs.

Responsive design is a",100,gpt2
