prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
hypo_alt_text_socratic_001,alt text,hypothesis,socratic,A screen reader is software that reads text aloud. Why would a screen reader fail to describe this tag: <img src='chart.svg'>?,32,3.2485,3.6563,7.7341,0.0543,gpt2-xl
valid_alt_text_direct_001,alt text,validation,direct_question,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,22,3.0474,4.247,8.4116,0.0112,gpt2-xl
valid_alt_text_instruction_001,alt text,validation,instruction,What accessibility attribute is missing from this HTML: <img src='photo.jpg'>?,19,3.2503,2.7397,6.7631,0.7124,gpt2-xl
valid_screen_reader_socratic_001,screen reader,validation,socratic,A screen reader is software that reads text aloud. Why would it fail to describe <img src='chart.svg'>?,27,3.1618,3.6133,7.7341,0.0701,gpt2-xl
valid_aria_confab_001,ARIA,validation,cloze,ARIA stands for,5,4.6387,4.7696,7.0066,0.1394,gpt2-xl
valid_html_confab_001,HTML,validation,cloze,HTML stands for,4,3.0534,0.112,6.7631,0.112,gpt2-xl
ctrl_cc_cloze_001,closed captions,control,cloze,Closed captions display,6,3.7362,1.6309,6.7631,0.0848,gpt2-xl
ctrl_contrast_cloze_001,color contrast,control,cloze,Color contrast is important because,6,4.4624,3.3628,6.7631,2.3781,gpt2-xl
ctrl_title_cloze_001,page title,control,cloze,A page title describes,5,4.9258,2.3941,7.7341,2.3941,gpt2-xl
ctrl_cc_direct_001,closed captions,control,direct_question,What are closed captions?,7,3.4003,1.4044,6.7631,0.0034,gpt2-xl
ctrl_contrast_direct_001,color contrast,control,direct_question,What is color contrast?,6,3.9141,1.5098,6.7631,1.5098,gpt2-xl
ctrl_title_direct_001,page title,control,direct_question,What is a page title?,7,4.9453,2.2022,8.5768,1.8399,gpt2-xl
ctrl_cc_instruction_001,closed captions,control,instruction,Explain closed captions to a web developer.,11,3.6336,2.7534,6.7631,0.006,gpt2-xl
ctrl_contrast_instruction_001,color contrast,control,instruction,Explain color contrast to a web developer.,10,4.0116,2.9262,6.7631,1.8558,gpt2-xl
ctrl_title_instruction_001,page title,control,instruction,Explain page titles to a web developer.,10,4.2586,3.1041,6.7631,2.7003,gpt2-xl
ctrl_cc_evaluative_001,closed captions,control,evaluative,A video without closed captions is not accessible because,11,3.8215,2.629,7.7341,0.0028,gpt2-xl
ctrl_contrast_evaluative_001,color contrast,control,evaluative,Text with low color contrast is not accessible because,10,4.8716,2.7756,7.4602,2.7756,gpt2-xl
ctrl_title_evaluative_001,page title,control,evaluative,A web page without a title is not accessible because,11,4.7549,2.5143,7.7341,2.5143,gpt2-xl
ctrl_cc_scenario_001,closed captions,control,scenario,"A deaf user is watching a video on a website. Without closed captions, the user",19,3.7003,3.076,7.7341,0.0085,gpt2-xl
ctrl_contrast_scenario_001,color contrast,control,scenario,A low vision user visits a website with poor color contrast. The user,15,4.5252,4.2739,7.7341,2.2421,gpt2-xl
ctrl_title_scenario_001,page title,control,scenario,A screen reader user navigates to a web page with no title. The user,17,3.9806,4.0232,7.7341,0.3204,gpt2-xl
ctrl_bicycle_cloze_001,bicycle,control,cloze,A bicycle is used for,6,5.0779,3.7821,7.7341,2.4937,gpt2-xl
ctrl_bicycle_direct_001,bicycle,control,direct_question,What is a bicycle?,6,5.5969,2.5681,8.5768,2.5681,gpt2-xl
ctrl_bicycle_instruction_001,bicycle,control,instruction,Explain bicycles to a web developer.,9,3.9264,3.5773,6.7631,1.9883,gpt2-xl
ctrl_bicycle_evaluative_001,bicycle,control,evaluative,A bicycle without brakes is not safe because,9,4.3769,3.3074,7.7341,2.1664,gpt2-xl
ctrl_bicycle_scenario_001,bicycle,control,scenario,"A child is riding a bicycle on a busy street. Without a helmet, the child",18,3.9263,3.9201,7.7341,1.2155,gpt2-xl
