prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
valid_aria_confab_001,ARIA,validation,cloze,ARIA stands for,5,4.2328,2.5615,6.9841,0.2967,OLMo-2-1124-13B
valid_html_confab_001,HTML,validation,cloze,HTML stands for,4,3.5134,1.1741,6.9841,0.0559,OLMo-2-1124-13B
ctrl_cc_cloze_001,closed captions,control,cloze,Closed captions display,4,5.443,4.5027,6.9841,4.3963,OLMo-2-1124-13B
ctrl_contrast_cloze_001,color contrast,control,cloze,Color contrast is important because,6,4.3405,2.6097,6.9841,2.5429,OLMo-2-1124-13B
ctrl_title_cloze_001,page title,control,cloze,A page title describes,5,4.8081,1.7206,8.045,1.7206,OLMo-2-1124-13B
ctrl_cc_direct_001,closed captions,control,direct_question,What are closed captions?,6,4.2381,4.17,6.9841,1.8938,OLMo-2-1124-13B
ctrl_contrast_direct_001,color contrast,control,direct_question,What is color contrast?,6,4.7947,4.2849,6.9841,2.5387,OLMo-2-1124-13B
ctrl_title_direct_001,page title,control,direct_question,What is a page title?,7,5.3448,4.4193,8.5942,2.8498,OLMo-2-1124-13B
ctrl_cc_instruction_001,closed captions,control,instruction,Explain closed captions to a web developer.,10,4.5756,5.2756,6.9841,2.9811,OLMo-2-1124-13B
ctrl_contrast_instruction_001,color contrast,control,instruction,Explain color contrast to a web developer.,10,4.497,5.3309,6.9841,2.3309,OLMo-2-1124-13B
ctrl_title_instruction_001,page title,control,instruction,Explain page titles to a web developer.,10,4.6222,5.1169,6.9841,2.6622,OLMo-2-1124-13B
ctrl_cc_evaluative_001,closed captions,control,evaluative,A video without closed captions is not accessible because,10,4.0759,3.2075,8.045,0.7937,OLMo-2-1124-13B
ctrl_contrast_evaluative_001,color contrast,control,evaluative,Text with low color contrast is not accessible because,10,4.0924,2.5809,6.9841,2.4058,OLMo-2-1124-13B
ctrl_title_evaluative_001,page title,control,evaluative,A web page without a title is not accessible because,11,4.5258,2.8636,8.045,2.7154,OLMo-2-1124-13B
ctrl_cc_scenario_001,closed captions,control,scenario,"A deaf user is watching a video on a website. Without closed captions, the user",18,3.4386,2.567,8.045,0.7958,OLMo-2-1124-13B
ctrl_contrast_scenario_001,color contrast,control,scenario,A low vision user visits a website with poor color contrast. The user,15,4.2413,3.7056,8.045,0.5967,OLMo-2-1124-13B
ctrl_title_scenario_001,page title,control,scenario,A screen reader user navigates to a web page with no title. The user,17,3.8852,4.4674,8.045,0.1344,OLMo-2-1124-13B
ctrl_bicycle_cloze_001,bicycle,control,cloze,A bicycle is used for,6,4.9202,4.3253,8.045,2.0824,OLMo-2-1124-13B
ctrl_bicycle_direct_001,bicycle,control,direct_question,What is a bicycle?,6,5.9423,4.7894,8.5942,3.947,OLMo-2-1124-13B
ctrl_bicycle_instruction_001,bicycle,control,instruction,Explain bicycles to a web developer.,9,4.7962,5.5064,6.9841,3.0494,OLMo-2-1124-13B
ctrl_bicycle_evaluative_001,bicycle,control,evaluative,A bicycle without brakes is not safe because,9,4.2315,2.9027,8.045,2.4966,OLMo-2-1124-13B
ctrl_bicycle_scenario_001,bicycle,control,scenario,"A child is riding a bicycle on a busy street. Without a helmet, the child",18,3.5518,2.6999,8.045,1.3648,OLMo-2-1124-13B
