domain,prompt_id,concept,prompt_type,template_type,prompt,output,max_tokens,model
legal,personal_jurisdiction,personal jurisdiction,declarative,cloze,Personal jurisdiction refers to,"the state of the jurisdiction where the person is located.

(2) A person who is a resident of a jurisdiction other than the jurisdiction in which the person resides is entitled to the jurisdiction of the person in that jurisdiction.

(3) A person who is a resident of a jurisdiction other than the jurisdiction in which the person resides is entitled to the jurisdiction of the person in that jurisdiction.

(4) A person who is a resident of a jurisdiction other than the jurisdiction in",100,gpt2
legal,electronic_discovery,electronic discovery,declarative,cloze,Electronic discovery is,"a process that involves the discovery of new information. The process is called ""electronic discovery"" and is a process that involves the discovery of new information.

Electronic discovery is a process that involves the discovery of new information. The process is called ""electronic discovery"" and is a process that involves the discovery of new information.

Electronic discovery is a process that involves the discovery of new information. The process is called ""electronic discovery"" and is a process that involves the",100,gpt2
legal,summary_motion,summary motion,declarative,cloze,A summary motion is,"a motion to dismiss a claim under the Federal Rules of Civil Procedure.

A summary motion is a motion to dismiss a claim under the Federal Rules of Civil Procedure.

A summary motion is a motion to dismiss a claim under the Federal Rules of Civil Procedure.

A summary motion is a motion to dismiss a claim under the Federal Rules of Civil Procedure.

A summary motion is a motion to dismiss a claim under the Federal Rules of Civil Procedure.

A summary motion is",100,gpt2
legal,proper_venue,proper venue,declarative,cloze,Proper venue is determined by,"the number of seats available.

The venue is located in the heart of the city.

The venue is open to all ages.

The venue is open to all ages.

The venue is open to all ages.

The venue is open to all ages.

The venue is open to all ages.

The venue is open to all ages.

The venue is open to all ages.

The venue is open to all ages.",100,gpt2
legal,patent_infringement,patent infringement,declarative,cloze,Patent infringement occurs when,"a patent holder infringes on another's intellectual property rights. The patent holder may not use the patent to infringe on another's intellectual property rights.

Patent infringement occurs when a patent holder infringes on another's intellectual property rights. The patent holder may not use the patent to infringe on another's intellectual property rights. Patent infringement occurs when a patent holder infringes on another's intellectual property rights. The patent holder may not use the patent to infringe on another's intellectual property rights",100,gpt2
legal,articles_incorporation,articles incorporation,declarative,cloze,Articles of incorporation are,"not required to be filed with the state.

The state may adopt a law that requires a person to file a notice of incorporation with the state.

The notice of incorporation must be filed with the state within 30 days after the date of the incorporation.

The notice must be filed with the state within 30 days after the date of the incorporation.

The notice must be filed with the state within 30 days after the date of the incorporation.

The notice must be filed",100,gpt2
legal,hostile_merger,hostile merger,declarative,cloze,A hostile merger is,a merger that is not only a merger but also a merger that is not only a merger but also a merger that is not only a merger but also a merger that is not only a merger but also a merger that is not only a merger but also a merger that is not only a merger but also a merger that is not only a merger but also a merger that is not only a merger but also a merger that is not only a merger but also a merger that is not only a merger but also,100,gpt2
legal,statute_limitations,statute limitations,declarative,cloze,A statute of limitations is,"a period of time that is fixed by law. The statute of limitations is the time that a person must wait for a court to issue a judgment.

A statute of limitations is a period of time that is fixed by law. The statute of limitations is the time that a person must wait for a court to issue a judgment.

A statute of limitations is a period of time that is fixed by law. The statute of limitations is the time that a person must wait for a court to",100,gpt2
legal,legal_standing,legal standing,declarative,cloze,Legal standing is the right to,"be heard.

The Supreme Court of Canada has ruled that the right to be heard is not a right of the individual.

The Supreme Court of Canada has ruled that the right to be heard is not a right of the individual.

The Supreme Court of Canada has ruled that the right to be heard is not a right of the individual.

The Supreme Court of Canada has ruled that the right to be heard is not a right of the individual.

The Supreme Court",100,gpt2
legal,binding_precedent,binding precedent,declarative,cloze,A binding precedent is,"that the government must provide a minimum of $1 billion in funding for the project.

The government has said it will not be able to meet the $1 billion target because of the cost of the project.

The government has said it will not be able to meet the $1 billion target because of the cost of the project.

The government has said it will not be able to meet the $1 billion target because of the cost of the project.

The government has",100,gpt2
legal,judicial_review,judicial review,declarative,cloze,Judicial review is,"a process that involves the judicial review of a decision by a court. The process is called a ""judicial review"" because it involves the judicial review of a decision by a court.

Judicial review is a process that involves the judicial review of a decision by a court. The process is called a ""judicial review"" because it involves the judicial review of a decision by a court.

Judicial review is a process that involves the judicial review of a decision by a court. The process",100,gpt2
legal,civil_lawsuit,civil lawsuit,declarative,cloze,A civil lawsuit is,"being filed against the city of San Francisco over a $1.5 million settlement with a former employee who was fired for allegedly using a fake name to get a job.

The lawsuit, filed in San Francisco Superior Court, alleges that the city's former employee, who was fired for using a fake name, was fired for using a fake name to get a job.

The lawsuit alleges that the city's former employee, who was fired for using a fake name, was fired for using",100,gpt2
legal,criminal_record,criminal record,declarative,cloze,A criminal record is,"a record of a person's criminal conduct.

A criminal record is a record of a person's criminal conduct.

A criminal record is a record of a person's criminal conduct.

A criminal record is a record of a person's criminal conduct.

A criminal record is a record of a person's criminal conduct.

A criminal record is a record of a person's criminal conduct.

A criminal record is a record of a person's criminal conduct.",100,gpt2
legal,search_warrant,search warrant,declarative,cloze,A search warrant is,"being issued for the arrest of a man who allegedly stole a $1,000 check from a bank in the city of San Francisco.

The San Francisco Police Department said in a news release that the man, identified as James ""J"" Smith, was arrested on suspicion of theft of a check from the San Francisco Bank on Tuesday.

The bank said in a statement that Smith was arrested after he allegedly stole the check from the bank's ATM.

Smith was charged with theft of",100,gpt2
legal,plea_bargain,plea bargain,declarative,cloze,A plea bargain is,"expected to be reached between the two sides on Wednesday, but the deal is expected to be a long one.

The deal will allow the two sides to negotiate a settlement of the case, which has been ongoing for more than a year.

The deal will also allow the two sides to negotiate a settlement of the case, which has been ongoing for more than a year.

The deal will allow the two sides to negotiate a settlement of the case, which has been ongoing for more",100,gpt2
legal,witness_testimony,witness testimony,declarative,cloze,Witness testimony is,available at www.cnn.com/news/2015/10/20/us/cnn/cnn-news/cnn-news-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn-cnn,100,gpt2
legal,expert_witness,expert witness,declarative,cloze,An expert witness is,"being questioned by police after he was found guilty of raping a woman in a hotel room.

The woman, who was not named, told police she was raped by a man who had been staying at the hotel in the city's central district of Kolkata.

The woman, who was not named, told police she was raped by a man who had been staying at the hotel in the city's central district of Kolkata

The woman, who was not named, told",100,gpt2
legal,court_order,court order,declarative,cloze,A court order is,"expected to be issued on Monday, May 9, to stop the deportation of a man who was deported from the United States after he was found to have been a ""criminal alien"" in the United States.

The order, issued by U.S. District Judge James Robart, states that the man, who was born in Mexico, was a ""criminal alien"" and that he was deported because he was a ""criminal alien"" in the United States.

The man, who was",100,gpt2
legal,bench_trial,bench trial,declarative,cloze,A bench trial is,"set to begin in the case of a man who was found guilty of raping a woman in a hotel room in the city of Bhopal.

The victim, who was not identified, was found unconscious in the hotel room on Saturday night.

The victim's family members said the accused, who is a resident of Bhopal, had raped her in the hotel room.

The victim's family members said the accused, who is a resident of Bhopal, had raped",100,gpt2
legal,jury_verdict,jury verdict,declarative,cloze,A jury verdict is,"expected to be announced on Monday.

The jury found that the defendant, who was convicted of first-degree murder in the death of his girlfriend, was not guilty of the murder of her.

The jury also found that the defendant was not guilty of the murder of his girlfriend, who was found dead in her car in the parking lot of a home in the city of St. Louis.

The jury also found that the defendant was not guilty of the murder of his girlfriend,",100,gpt2
legal,class_action,class action,declarative,cloze,A class action lawsuit is,"being filed against the city of San Francisco, alleging that the city's police department violated the city's civil rights by failing to properly investigate the death of a black man who was shot and killed by a white officer.

The lawsuit, filed in San Francisco Superior Court, alleges that the city's police department failed to properly investigate the death of Michael Brown, a black man who was shot and killed by a white officer in Ferguson, Missouri, in August 2014.

The lawsuit, filed in",100,gpt2
legal,double_jeopardy,double jeopardy,declarative,cloze,Double jeopardy is,"a game of chance.

The game is played by a team of four players, each with their own unique skill set. The team with the most points wins the game.

The winner of the game is the winner of Double jeopardy.

Double jeopardy is a game of chance.

The game is played by a team of four players, each with their own unique skill set. The team with the most points wins the game.

The winner of the game is the",100,gpt2
legal,probable_cause,probable cause,declarative,cloze,Probable cause is,"that the person who was injured was not wearing a seat belt.

The driver of the vehicle was not wearing a seat belt.

The driver of the vehicle was not wearing a seat belt.

The driver of the vehicle was not wearing a seat belt.

The driver of the vehicle was not wearing a seat belt.

The driver of the vehicle was not wearing a seat belt.

The driver of the vehicle was not wearing a seat belt.

The",100,gpt2
legal,restraining_order,restraining order,declarative,cloze,A restraining order is,"a court order that prevents a person from being held in custody for a period of time longer than the length of the restraining order.

A restraining order is a court order that prevents a person from being held in custody for a period of time longer than the length of the restraining order.

A restraining order is a court order that prevents a person from being held in custody for a period of time longer than the length of the restraining order.

A restraining order is a court order that",100,gpt2
