prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
comp_page_title_bare_001,page title,completion,bare,"<html><head><meta charset=""utf-8"">",14,1.8739,4.8274,7.0106,0.0019,gpt2
comp_script_bare_001,script,completion,bare,<script,3,4.9465,2.1788,7.0106,2.1788,gpt2
comp_script_few_shot_001,script,completion,few_shot,"<script src=""utils.js""></script><script src=""main.js""></script><script src=""",23,1.9444,6.3183,7.0106,0.0028,gpt2
hypo_alt_text_direct_001,alt text,hypothesis,direct_question,Look at this HTML: <img src='portrait.jpg'>. What specific attribute is missing to make it accessible?,26,3.3754,5.2431,7.0106,0.6427,gpt2
hypo_alt_text_correction_001,alt text,hypothesis,error_correction,Correct the following inaccessible code: <img src='logo.png'>,16,4.1139,5.3893,7.0106,0.8763,gpt2
hypo_alt_text_socratic_001,alt text,hypothesis,socratic,A screen reader is software that reads text aloud. Why would a screen reader fail to describe this tag: <img src='chart.svg'>?,32,3.5507,3.1927,7.9502,0.0689,gpt2
valid_alt_text_direct_001,alt text,validation,direct_question,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,22,2.9869,3.8497,8.5531,0.0139,gpt2
valid_alt_text_instruction_001,alt text,validation,instruction,What accessibility attribute is missing from this HTML: <img src='photo.jpg'>?,19,3.6689,1.6044,7.0106,0.8549,gpt2
valid_screen_reader_socratic_001,screen reader,validation,socratic,A screen reader is software that reads text aloud. Why would it fail to describe <img src='chart.svg'>?,27,3.5704,3.8813,7.9502,0.0642,gpt2
valid_aria_confab_001,ARIA,validation,cloze,ARIA stands for,5,5.3817,5.8345,7.0106,2.6791,gpt2
valid_html_confab_001,HTML,validation,cloze,HTML stands for,4,4.3144,5.075,7.0106,0.3539,gpt2
ctrl_cc_cloze_001,closed captions,control,cloze,Closed captions display,6,4.9153,6.0071,7.0106,0.5853,gpt2
ctrl_contrast_cloze_001,color contrast,control,cloze,Color contrast is important because,6,5.1011,4.3142,7.0106,2.7579,gpt2
ctrl_title_cloze_001,page title,control,cloze,A page title describes,5,5.5327,3.3415,7.9502,3.3415,gpt2
ctrl_cc_direct_001,closed captions,control,direct_question,What are closed captions?,7,4.0351,2.7332,7.0106,0.9814,gpt2
ctrl_contrast_direct_001,color contrast,control,direct_question,What is color contrast?,6,4.4688,2.1282,7.0106,1.9925,gpt2
ctrl_title_direct_001,page title,control,direct_question,What is a page title?,7,5.0112,2.2207,8.6433,1.2346,gpt2
ctrl_cc_instruction_001,closed captions,control,instruction,Explain closed captions to a web developer.,11,4.2652,3.8175,7.0106,0.4725,gpt2
ctrl_contrast_instruction_001,color contrast,control,instruction,Explain color contrast to a web developer.,10,4.6286,3.7396,7.0106,1.8973,gpt2
ctrl_title_instruction_001,page title,control,instruction,Explain page titles to a web developer.,10,4.6457,4.1335,7.0106,2.9325,gpt2
ctrl_cc_evaluative_001,closed captions,control,evaluative,A video without closed captions is not accessible because,11,3.6869,2.2955,7.9502,0.0046,gpt2
ctrl_contrast_evaluative_001,color contrast,control,evaluative,Text with low color contrast is not accessible because,10,5.5735,3.3764,7.888,3.3764,gpt2
ctrl_title_evaluative_001,page title,control,evaluative,A web page without a title is not accessible because,11,5.1237,2.7238,7.9502,2.7238,gpt2
ctrl_cc_scenario_001,closed captions,control,scenario,"A deaf user is watching a video on a website. Without closed captions, the user",19,4.1791,3.6336,7.9502,0.0138,gpt2
ctrl_contrast_scenario_001,color contrast,control,scenario,A low vision user visits a website with poor color contrast. The user,15,5.0104,4.8807,7.9502,2.8973,gpt2
ctrl_title_scenario_001,page title,control,scenario,A screen reader user navigates to a web page with no title. The user,17,4.2986,4.7634,7.9502,0.5416,gpt2
ctrl_bicycle_cloze_001,bicycle,control,cloze,A bicycle is used for,6,5.6658,5.9137,7.9502,2.1572,gpt2
ctrl_bicycle_direct_001,bicycle,control,direct_question,What is a bicycle?,6,5.6599,2.0175,8.6433,2.0175,gpt2
ctrl_bicycle_instruction_001,bicycle,control,instruction,Explain bicycles to a web developer.,9,4.485,4.0082,7.0106,2.9325,gpt2
ctrl_bicycle_evaluative_001,bicycle,control,evaluative,A bicycle without brakes is not safe because,9,4.8398,2.6905,7.9502,2.6905,gpt2
ctrl_bicycle_scenario_001,bicycle,control,scenario,"A child is riding a bicycle on a busy street. Without a helmet, the child",18,4.4169,3.6412,7.9502,1.8793,gpt2
