prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
ctrl_contrast_cloze_001,color contrast,control,cloze,Color contrast is important because,6,4.5159,3.5916,6.0343,2.5534,gpt2-medium
ctrl_title_cloze_001,page title,control,cloze,A page title describes,5,5.1229,2.7855,7.763,2.7855,gpt2-medium
ctrl_cc_direct_001,closed captions,control,direct_question,What are closed captions?,7,3.6,1.5764,6.1151,0.044,gpt2-medium
ctrl_contrast_direct_001,color contrast,control,direct_question,What is color contrast?,6,4.2879,2.2202,6.9101,2.0837,gpt2-medium
ctrl_title_direct_001,page title,control,direct_question,What is a page title?,7,4.859,2.0368,8.916,1.2973,gpt2-medium
ctrl_cc_instruction_001,closed captions,control,instruction,Explain closed captions to a web developer.,11,4.2009,3.7544,6.6851,0.4756,gpt2-medium
ctrl_contrast_instruction_001,color contrast,control,instruction,Explain color contrast to a web developer.,10,4.5414,4.0788,6.5907,2.5311,gpt2-medium
ctrl_title_instruction_001,page title,control,instruction,Explain page titles to a web developer.,10,4.4085,3.7302,6.2286,2.5641,gpt2-medium
ctrl_cc_evaluative_001,closed captions,control,evaluative,A video without closed captions is not accessible because,11,3.99,2.8113,7.763,0.0011,gpt2-medium
ctrl_contrast_evaluative_001,color contrast,control,evaluative,Text with low color contrast is not accessible because,10,5.1488,3.4168,7.8511,3.2848,gpt2-medium
ctrl_title_evaluative_001,page title,control,evaluative,A web page without a title is not accessible because,11,4.9544,2.6958,7.763,2.6958,gpt2-medium
ctrl_cc_scenario_001,closed captions,control,scenario,"A deaf user is watching a video on a website. Without closed captions, the user",19,4.1095,3.4566,7.763,0.0032,gpt2-medium
ctrl_contrast_scenario_001,color contrast,control,scenario,A low vision user visits a website with poor color contrast. The user,15,4.8756,4.5506,7.763,2.5476,gpt2-medium
ctrl_title_scenario_001,page title,control,scenario,A screen reader user navigates to a web page with no title. The user,17,4.0384,4.6546,7.763,0.2931,gpt2-medium
ctrl_bicycle_cloze_001,bicycle,control,cloze,A bicycle is used for,6,5.3017,5.7554,7.763,2.1052,gpt2-medium
ctrl_bicycle_direct_001,bicycle,control,direct_question,What is a bicycle?,6,5.5601,2.2804,8.916,2.2804,gpt2-medium
ctrl_bicycle_instruction_001,bicycle,control,instruction,Explain bicycles to a web developer.,9,4.3447,4.3904,6.0022,2.7358,gpt2-medium
ctrl_bicycle_evaluative_001,bicycle,control,evaluative,A bicycle without brakes is not safe because,9,4.5258,3.5355,7.763,2.4155,gpt2-medium
ctrl_bicycle_scenario_001,bicycle,control,scenario,"A child is riding a bicycle on a busy street. Without a helmet, the child",18,4.1878,3.57,7.763,1.738,gpt2-medium
