prompt_id,concept,prompt_type,template_type,prompt,n_tokens,mean_entropy,last_token_entropy,max_entropy,min_entropy,model
comp_script_bare_001,script,completion,bare,<script,3,4.1819,1.3455,6.4594,1.3455,EleutherAI/pythia-6.9b
comp_script_few_shot_001,script,completion,few_shot,"<script src=""utils.js""></script><script src=""main.js""></script><script src=""",23,1.576,6.8981,6.8981,0.0025,EleutherAI/pythia-6.9b
hypo_alt_text_direct_001,alt text,hypothesis,direct_question,Look at this HTML: <img src='portrait.jpg'>. What specific attribute is missing to make it accessible?,26,3.2541,3.6895,6.6918,0.8978,EleutherAI/pythia-6.9b
hypo_alt_text_correction_001,alt text,hypothesis,error_correction,Correct the following inaccessible code: <img src='logo.png'>,15,3.6913,3.091,6.9947,0.9044,EleutherAI/pythia-6.9b
hypo_alt_text_socratic_001,alt text,hypothesis,socratic,A screen reader is software that reads text aloud. Why would a screen reader fail to describe this tag: <img src='chart.svg'>?,31,3.1218,2.985,7.7485,0.0771,EleutherAI/pythia-6.9b
valid_alt_text_direct_001,alt text,validation,direct_question,The following code is not accessible because it doesn't have what? <img src='photo.jpg'>,22,3.5863,4.4817,7.5087,0.5642,EleutherAI/pythia-6.9b
valid_alt_text_instruction_001,alt text,validation,instruction,What accessibility attribute is missing from this HTML: <img src='photo.jpg'>?,19,3.1237,2.5463,6.4594,0.8175,EleutherAI/pythia-6.9b
valid_screen_reader_socratic_001,screen reader,validation,socratic,A screen reader is software that reads text aloud. Why would it fail to describe <img src='chart.svg'>?,26,2.9871,3.2308,7.7485,0.9716,EleutherAI/pythia-6.9b
valid_aria_confab_001,ARIA,validation,cloze,ARIA stands for,5,4.4185,5.2166,6.4594,0.4134,EleutherAI/pythia-6.9b
valid_html_confab_001,HTML,validation,cloze,HTML stands for,4,2.9185,0.8305,6.4594,0.1273,EleutherAI/pythia-6.9b
ctrl_cc_cloze_001,closed captions,control,cloze,Closed captions display,5,4.3161,5.297,6.4594,0.3304,EleutherAI/pythia-6.9b
ctrl_contrast_cloze_001,color contrast,control,cloze,Color contrast is important because,6,4.0204,2.9647,6.4594,1.7654,EleutherAI/pythia-6.9b
ctrl_title_cloze_001,page title,control,cloze,A page title describes,5,4.7891,1.9315,7.7485,1.9315,EleutherAI/pythia-6.9b
ctrl_cc_direct_001,closed captions,control,direct_question,What are closed captions?,7,3.4081,1.9734,6.4594,0.2244,EleutherAI/pythia-6.9b
ctrl_contrast_direct_001,color contrast,control,direct_question,What is color contrast?,6,4.1876,2.7221,6.4594,2.423,EleutherAI/pythia-6.9b
ctrl_title_direct_001,page title,control,direct_question,What is a page title?,7,4.6723,2.3599,8.3449,1.9071,EleutherAI/pythia-6.9b
ctrl_cc_instruction_001,closed captions,control,instruction,Explain closed captions to a web developer.,11,3.8484,3.234,6.4594,0.2757,EleutherAI/pythia-6.9b
ctrl_contrast_instruction_001,color contrast,control,instruction,Explain color contrast to a web developer.,10,4.2674,2.8985,6.4594,2.5338,EleutherAI/pythia-6.9b
ctrl_title_instruction_001,page title,control,instruction,Explain page titles to a web developer.,10,4.5046,3.3385,6.4594,2.6875,EleutherAI/pythia-6.9b
ctrl_cc_evaluative_001,closed captions,control,evaluative,A video without closed captions is not accessible because,11,3.7317,3.4108,7.7485,0.0125,EleutherAI/pythia-6.9b
ctrl_contrast_evaluative_001,color contrast,control,evaluative,Text with low color contrast is not accessible because,10,4.6022,3.0689,7.258,2.2157,EleutherAI/pythia-6.9b
ctrl_title_evaluative_001,page title,control,evaluative,A web page without a title is not accessible because,11,4.5405,2.9194,7.7485,2.1475,EleutherAI/pythia-6.9b
ctrl_cc_scenario_001,closed captions,control,scenario,"A deaf user is watching a video on a website. Without closed captions, the user",19,3.4721,3.3576,7.7485,0.0281,EleutherAI/pythia-6.9b
ctrl_contrast_scenario_001,color contrast,control,scenario,A low vision user visits a website with poor color contrast. The user,15,4.2532,4.294,7.7485,2.3047,EleutherAI/pythia-6.9b
ctrl_title_scenario_001,page title,control,scenario,A screen reader user navigates to a web page with no title. The user,17,3.6734,4.272,7.7485,0.0145,EleutherAI/pythia-6.9b
ctrl_bicycle_cloze_001,bicycle,control,cloze,A bicycle is used for,6,4.7222,3.9097,7.7485,2.3072,EleutherAI/pythia-6.9b
ctrl_bicycle_direct_001,bicycle,control,direct_question,What is a bicycle?,6,5.4052,3.3331,8.3449,3.3331,EleutherAI/pythia-6.9b
ctrl_bicycle_instruction_001,bicycle,control,instruction,Explain bicycles to a web developer.,10,3.8237,3.3022,6.4594,1.1507,EleutherAI/pythia-6.9b
ctrl_bicycle_evaluative_001,bicycle,control,evaluative,A bicycle without brakes is not safe because,9,4.1484,2.6985,7.7485,2.635,EleutherAI/pythia-6.9b
ctrl_bicycle_scenario_001,bicycle,control,scenario,"A child is riding a bicycle on a busy street. Without a helmet, the child",18,3.694,3.2159,7.7485,1.6284,EleutherAI/pythia-6.9b
