suite,compound,trajectory,stable
pythia,gastrointestinal_absorption,never_emerges,True
pythia,grand_indictment,never_emerges,True
pythia,grilled_cheese,never_emerges,True
pythia,guilty_plea,never_emerges,True
pythia,hard_drive,never_emerges,True
pythia,heart_rate,never_emerges,True
pythia,hedge_fund,never_emerges,True
pythia,hostile_merger,never_emerges,True
pythia,hot_chocolate,never_emerges,True
pythia,ice_cream,never_emerges,True
pythia,immune_response,never_emerges,True
pythia,impairment_goodwill,never_emerges,True
pythia,implied_volatility,never_emerges,True
pythia,informative_image,never_emerges,True
pythia,informed_consent,never_emerges,True
pythia,input_purpose,never_emerges,False
pythia,interest_swap,never_emerges,True
pythia,joint_custody,never_emerges,True
pythia,joint_replacement,never_emerges,True
pythia,journal_entry,never_emerges,True
pythia,judicial_review,never_emerges,True
pythia,jury_verdict,never_emerges,True
pythia,keyboard_interaction,never_emerges,False
pythia,keyboard_navigation,peak_regress,True
pythia,landmark_region,peak_regress,False
pythia,legal_standing,never_emerges,True
pythia,life_jacket,never_emerges,True
pythia,light_bulb,never_emerges,True
pythia,live_region,never_emerges,False
pythia,living_room,never_emerges,True
pythia,low_vision,monotonic_climb,False
pythia,lung_cancer,never_emerges,True
pythia,magnetic_resonance,never_emerges,True
pythia,maintenance_margin,never_emerges,True
pythia,market_liquidity,never_emerges,True
pythia,material_breach,never_emerges,True
pythia,mental_health,never_emerges,True
pythia,menu_bar,monotonic_climb,False
pythia,metabolic_panel,never_emerges,True
pythia,modified_duration,never_emerges,True
pythia,money_laundering,never_emerges,True
pythia,mountain_lion,never_emerges,True
pythia,multiple_sclerosis,never_emerges,True
pythia,muscle_spasm,never_emerges,True
pythia,mutual_fund,never_emerges,True
pythia,nerve_damage,never_emerges,True
pythia,operating_system,never_emerges,True
pythia,oral_deposition,never_emerges,True
pythia,orange_juice,never_emerges,True
pythia,organ_transplant,never_emerges,True
pythia,oxygen_saturation,never_emerges,True
pythia,pain_management,never_emerges,True
pythia,palm_tree,never_emerges,True
pythia,parking_lot,never_emerges,True
pythia,patent_infringement,never_emerges,True
pythia,peanut_butter,never_emerges,True
pythia,personal_jurisdiction,never_emerges,True
pythia,platelet_count,never_emerges,True
pythia,plea_bargain,never_emerges,True
pythia,pointer_cancellation,never_emerges,True
pythia,post_office,never_emerges,True
pythia,power_supply,never_emerges,True
pythia,preferred_dividend,never_emerges,True
pythia,preliminary_injunction,never_emerges,True
pythia,price_ratio,never_emerges,True
pythia,prime_rate,never_emerges,True
pythia,probable_cause,never_emerges,True
pythia,proper_venue,never_emerges,True
pythia,public_offering,never_emerges,True
pythia,punitive_damages,never_emerges,True
pythia,radio_group,never_emerges,False
pythia,reading_order,peak_regress,False
pythia,redundant_entry,never_emerges,True
pythia,regulatory_compliance,never_emerges,True
pythia,respiratory_tract,never_emerges,True
pythia,responsive_design,monotonic_climb,False
pythia,restraining_order,never_emerges,True
pythia,roller_coaster,never_emerges,True
pythia,scar_tissue,never_emerges,True
pythia,school_bus,never_emerges,True
pythia,screen_reader,monotonic_climb,False
pythia,search_engine,never_emerges,True
pythia,search_warrant,never_emerges,True
pythia,section_heading,monotonic_climb,False
pythia,semantic_html,never_emerges,False
pythia,semantic_markup,mixed,False
pythia,sensory_characteristics,never_emerges,False
pythia,shooting_star,never_emerges,True
pythia,side_effect,never_emerges,True
pythia,sign_language,monotonic_climb,False
pythia,skin_graft,never_emerges,True
pythia,skip_link,peak_regress,True
pythia,sleep_apnea,never_emerges,True
pythia,sore_throat,never_emerges,True
pythia,sovereign_immunity,never_emerges,True
pythia,specific_performance,never_emerges,True
pythia,spinal_cord,never_emerges,True
pythia,status_message,peak_regress,False
pythia,statute_limitations,never_emerges,True
pythia,stem_cell,never_emerges,True
pythia,stock_market,never_emerges,True
pythia,stress_test,never_emerges,True
pythia,strict_liability,never_emerges,True
pythia,summary_motion,never_emerges,True
pythia,swimming_pool,never_emerges,True
pythia,systemic_risk,never_emerges,True
pythia,tab_panel,monotonic_climb,False
pythia,target_size,never_emerges,False
pythia,tax_shelter,never_emerges,True
pythia,tea_cup,never_emerges,True
pythia,text_alternative,never_emerges,False
pythia,text_formatting,mixed,False
pythia,text_spacing,never_emerges,False
pythia,therapeutic_dosage,never_emerges,True
pythia,thunder_storm,never_emerges,True
pythia,tidal_wave,never_emerges,True
pythia,tool_tip,mixed,False
pythia,touch_target,mixed,False
pythia,trade_deficit,never_emerges,True
pythia,trade_settlement,never_emerges,True
pythia,train_station,never_emerges,True
pythia,tree_grid,never_emerges,False
pythia,tumor_growth,never_emerges,True
pythia,universal_design,never_emerges,False
pythia,user_name,never_emerges,True
pythia,venture_capital,never_emerges,True
pythia,viral_infection,never_emerges,True
pythia,waiting_room,never_emerges,True
pythia,washing_machine,never_emerges,True
pythia,witness_testimony,never_emerges,True
pythia,wound_care,never_emerges,True
pythia,yield_maturity,never_emerges,True
pythia,zero_collar,never_emerges,True
gpt2,ARIA,never_emerges,True
gpt2,WCAG,monotonic_climb,False
gpt2,accelerated_depreciation,never_emerges,True
gpt2,accessibility_tree,never_emerges,False
gpt2,accessible_authentication,never_emerges,False
gpt2,accessible_description,monotonic_climb,False
gpt2,accessible_name,peak_regress,False
gpt2,adequate_consideration,never_emerges,True
gpt2,alarm_clock,never_emerges,True
gpt2,alt_text,monotonic_climb,False
gpt2,antibiotic_resistance,never_emerges,True
gpt2,apple_pie,never_emerges,True
gpt2,arbitration_clause,never_emerges,True
gpt2,articles_incorporation,never_emerges,True
gpt2,asset_allocation,never_emerges,True
gpt2,audio_description,never_emerges,True
gpt2,bacterial_infection,never_emerges,True
gpt2,baked_beans,never_emerges,True
gpt2,balance_sheet,never_emerges,True
gpt2,bath_towels,never_emerges,True
gpt2,bear_market,never_emerges,True
gpt2,bench_trial,never_emerges,True
gpt2,binding_precedent,never_emerges,True
gpt2,birth_defect,never_emerges,True
gpt2,blood_clot,never_emerges,True
gpt2,blood_pressure,never_emerges,True
gpt2,blue_sky,never_emerges,True
gpt2,body_temperature,never_emerges,True
gpt2,bond_coupon,never_emerges,True
gpt2,bone_marrow,never_emerges,True
gpt2,bowel_resection,never_emerges,True
gpt2,brain_stem,never_emerges,True
gpt2,breast_cancer,never_emerges,True
gpt2,bull_market,never_emerges,True
gpt2,call_option,never_emerges,True
gpt2,capital_structure,never_emerges,True
gpt2,car_keys,never_emerges,True
gpt2,cash_flow,never_emerges,True
gpt2,central_clearing,never_emerges,True
gpt2,cerebral_cortex,never_emerges,True
gpt2,character_key,never_emerges,True
gpt2,chest_pain,never_emerges,True
gpt2,chronic_pain,never_emerges,True
gpt2,civil_lawsuit,never_emerges,True
gpt2,class_action,never_emerges,True
gpt2,clinical_trial,never_emerges,True
gpt2,closed_captions,monotonic_climb,False
gpt2,coffee_shop,never_emerges,True
gpt2,cognitive_disabilities,monotonic_climb,False
gpt2,cold_water,never_emerges,True
gpt2,collar_bone,never_emerges,True
gpt2,color_contrast,monotonic_climb,False
gpt2,combo_box,never_emerges,False
gpt2,commerce_clause,never_emerges,True
gpt2,commodity_futures,never_emerges,True
gpt2,complete_remission,never_emerges,True
gpt2,conditional_parole,never_emerges,True
gpt2,consistent_help,never_emerges,False
gpt2,coral_reef,never_emerges,True
gpt2,court_order,never_emerges,True
gpt2,credit_default,never_emerges,True
gpt2,credit_rating,never_emerges,True
gpt2,credit_spread,never_emerges,True
gpt2,criminal_record,never_emerges,True
gpt2,currency_hedge,never_emerges,True
gpt2,data_base,never_emerges,True
gpt2,debt_covenant,never_emerges,True
gpt2,decorative_image,peak_regress,False
gpt2,dental_appointment,never_emerges,True
gpt2,diluted_earnings,never_emerges,True
gpt2,dining_table,never_emerges,True
gpt2,double_jeopardy,never_emerges,True
gpt2,drag_movement,never_emerges,False
gpt2,drug_interaction,never_emerges,True
gpt2,due_diligence,never_emerges,True
gpt2,due_process,never_emerges,True
gpt2,electronic_discovery,never_emerges,True
gpt2,equal_protection,never_emerges,True
gpt2,error_identification,monotonic_climb,False
gpt2,excessive_bail,never_emerges,True
gpt2,expert_witness,never_emerges,True
gpt2,felony_conviction,never_emerges,True
gpt2,fifth_amendment,never_emerges,True
gpt2,financial_leverage,never_emerges,True
gpt2,fire_station,never_emerges,True
gpt2,fiscal_policy,never_emerges,True
gpt2,fluid_retention,never_emerges,True
gpt2,focus_appearance,never_emerges,True
gpt2,focus_indicator,peak_regress,True
gpt2,focus_management,never_emerges,False
gpt2,form_field,monotonic_climb,False
gpt2,free_speech,never_emerges,True
gpt2,gastrointestinal_absorption,never_emerges,True
gpt2,grand_indictment,never_emerges,True
gpt2,grilled_cheese,never_emerges,True
gpt2,guilty_plea,never_emerges,True
gpt2,hard_drive,never_emerges,True
gpt2,heart_rate,never_emerges,True
gpt2,hedge_fund,never_emerges,True
gpt2,hostile_merger,never_emerges,True
gpt2,hot_chocolate,never_emerges,True
gpt2,ice_cream,never_emerges,True
gpt2,immune_response,never_emerges,True
gpt2,impairment_goodwill,never_emerges,True
gpt2,implied_volatility,never_emerges,True
gpt2,informative_image,never_emerges,True
gpt2,informed_consent,never_emerges,True
gpt2,input_purpose,never_emerges,True
gpt2,interest_swap,never_emerges,True
gpt2,joint_custody,never_emerges,True
gpt2,joint_replacement,never_emerges,True
gpt2,journal_entry,never_emerges,True
gpt2,judicial_review,never_emerges,True
gpt2,jury_verdict,never_emerges,True
gpt2,keyboard_interaction,never_emerges,False
gpt2,keyboard_navigation,mixed,False
gpt2,landmark_region,never_emerges,True
gpt2,legal_standing,never_emerges,True
gpt2,life_jacket,never_emerges,True
gpt2,light_bulb,never_emerges,True
gpt2,live_region,never_emerges,False
gpt2,living_room,never_emerges,True
gpt2,low_vision,monotonic_climb,False
gpt2,lung_cancer,never_emerges,True
gpt2,magnetic_resonance,never_emerges,True
gpt2,maintenance_margin,never_emerges,True
gpt2,market_liquidity,never_emerges,True
gpt2,material_breach,never_emerges,True
gpt2,mental_health,never_emerges,True
gpt2,menu_bar,monotonic_climb,False
gpt2,metabolic_panel,never_emerges,True
gpt2,modified_duration,never_emerges,True
gpt2,money_laundering,never_emerges,True
gpt2,mountain_lion,never_emerges,True
gpt2,multiple_sclerosis,never_emerges,True
gpt2,muscle_spasm,never_emerges,True
gpt2,mutual_fund,never_emerges,True
gpt2,nerve_damage,never_emerges,True
gpt2,operating_system,never_emerges,True
gpt2,oral_deposition,never_emerges,True
gpt2,orange_juice,never_emerges,True
gpt2,organ_transplant,never_emerges,True
gpt2,oxygen_saturation,never_emerges,True
gpt2,pain_management,never_emerges,True
gpt2,palm_tree,never_emerges,True
gpt2,parking_lot,never_emerges,True
gpt2,patent_infringement,never_emerges,True
gpt2,peanut_butter,never_emerges,True
gpt2,personal_jurisdiction,never_emerges,True
gpt2,platelet_count,never_emerges,True
gpt2,plea_bargain,never_emerges,True
gpt2,pointer_cancellation,never_emerges,False
gpt2,post_office,never_emerges,True
gpt2,power_supply,never_emerges,True
gpt2,preferred_dividend,never_emerges,True
gpt2,preliminary_injunction,never_emerges,True
gpt2,price_ratio,never_emerges,True
gpt2,prime_rate,never_emerges,True
gpt2,probable_cause,never_emerges,True
gpt2,proper_venue,never_emerges,True
gpt2,public_offering,never_emerges,True
gpt2,punitive_damages,never_emerges,True
gpt2,radio_group,never_emerges,False
gpt2,reading_order,mixed,False
gpt2,redundant_entry,never_emerges,True
gpt2,regulatory_compliance,never_emerges,True
gpt2,respiratory_tract,never_emerges,True
gpt2,responsive_design,monotonic_climb,False
gpt2,restraining_order,never_emerges,True
gpt2,roller_coaster,never_emerges,True
gpt2,scar_tissue,never_emerges,True
gpt2,school_bus,never_emerges,True
gpt2,screen_reader,monotonic_climb,False
gpt2,search_engine,never_emerges,True
gpt2,search_warrant,never_emerges,True
gpt2,section_heading,monotonic_climb,False
gpt2,semantic_html,never_emerges,False
gpt2,semantic_markup,peak_regress,False
gpt2,sensory_characteristics,never_emerges,False
gpt2,shooting_star,never_emerges,True
gpt2,side_effect,never_emerges,True
gpt2,sign_language,monotonic_climb,False
gpt2,skin_graft,never_emerges,True
gpt2,skip_link,never_emerges,False
gpt2,sleep_apnea,never_emerges,True
gpt2,sore_throat,never_emerges,True
gpt2,sovereign_immunity,never_emerges,True
gpt2,specific_performance,never_emerges,True
gpt2,spinal_cord,never_emerges,True
gpt2,status_message,monotonic_climb,False
gpt2,statute_limitations,never_emerges,True
gpt2,stem_cell,never_emerges,True
gpt2,stock_market,never_emerges,True
gpt2,stress_test,never_emerges,True
gpt2,strict_liability,never_emerges,True
gpt2,summary_motion,never_emerges,True
gpt2,swimming_pool,never_emerges,True
gpt2,systemic_risk,never_emerges,True
gpt2,tab_panel,never_emerges,False
gpt2,target_size,never_emerges,False
gpt2,tax_shelter,never_emerges,True
gpt2,tea_cup,never_emerges,True
gpt2,text_alternative,never_emerges,False
gpt2,text_formatting,never_emerges,False
gpt2,text_spacing,never_emerges,False
gpt2,therapeutic_dosage,never_emerges,True
gpt2,thunder_storm,never_emerges,True
gpt2,tidal_wave,never_emerges,True
gpt2,tool_tip,never_emerges,True
gpt2,touch_target,monotonic_climb,False
gpt2,trade_deficit,never_emerges,True
gpt2,trade_settlement,never_emerges,True
gpt2,train_station,never_emerges,True
gpt2,tree_grid,never_emerges,True
gpt2,tumor_growth,never_emerges,True
gpt2,universal_design,never_emerges,True
gpt2,user_name,never_emerges,True
gpt2,venture_capital,never_emerges,True
gpt2,viral_infection,never_emerges,True
gpt2,waiting_room,never_emerges,True
gpt2,washing_machine,never_emerges,True
gpt2,witness_testimony,never_emerges,True
gpt2,wound_care,never_emerges,True
gpt2,yield_maturity,never_emerges,True
gpt2,zero_collar,never_emerges,True
olmo,ARIA,monotonic_climb,False
olmo,WCAG,monotonic_climb,False
olmo,accelerated_depreciation,never_emerges,True
olmo,accessibility_tree,peak_regress,False
olmo,accessible_authentication,never_emerges,False
olmo,accessible_description,never_emerges,False
olmo,accessible_name,monotonic_climb,False
olmo,adequate_consideration,never_emerges,True
olmo,alarm_clock,never_emerges,True
olmo,alt_text,peak_regress,False
olmo,antibiotic_resistance,never_emerges,True
olmo,apple_pie,never_emerges,True
olmo,arbitration_clause,never_emerges,True
olmo,articles_incorporation,never_emerges,True
olmo,asset_allocation,never_emerges,True
olmo,audio_description,peak_regress,False
olmo,bacterial_infection,never_emerges,True
olmo,baked_beans,never_emerges,True
olmo,balance_sheet,never_emerges,True
olmo,bath_towels,never_emerges,True
olmo,bear_market,never_emerges,True
olmo,bench_trial,never_emerges,True
olmo,binding_precedent,never_emerges,True
olmo,birth_defect,never_emerges,True
olmo,blood_clot,never_emerges,True
olmo,blood_pressure,never_emerges,True
olmo,blue_sky,never_emerges,True
olmo,body_temperature,never_emerges,True
olmo,bond_coupon,never_emerges,True
olmo,bone_marrow,never_emerges,True
olmo,bowel_resection,never_emerges,True
olmo,brain_stem,never_emerges,True
olmo,breast_cancer,never_emerges,True
olmo,bull_market,never_emerges,True
olmo,call_option,never_emerges,True
olmo,capital_structure,never_emerges,True
olmo,car_keys,never_emerges,True
olmo,cash_flow,never_emerges,True
olmo,central_clearing,never_emerges,True
olmo,cerebral_cortex,never_emerges,True
olmo,character_key,never_emerges,False
olmo,chest_pain,never_emerges,True
olmo,chronic_pain,never_emerges,True
olmo,civil_lawsuit,never_emerges,True
olmo,class_action,never_emerges,True
olmo,clinical_trial,never_emerges,True
olmo,closed_captions,monotonic_climb,False
olmo,coffee_shop,never_emerges,True
olmo,cognitive_disabilities,monotonic_climb,False
olmo,cold_water,never_emerges,True
olmo,collar_bone,never_emerges,True
olmo,color_contrast,never_emerges,False
olmo,combo_box,peak_regress,False
olmo,commerce_clause,never_emerges,True
olmo,commodity_futures,never_emerges,True
olmo,complete_remission,never_emerges,True
olmo,conditional_parole,never_emerges,True
olmo,consistent_help,never_emerges,True
olmo,coral_reef,never_emerges,True
olmo,court_order,never_emerges,True
olmo,credit_default,never_emerges,True
olmo,credit_rating,never_emerges,True
olmo,credit_spread,never_emerges,True
olmo,criminal_record,never_emerges,True
olmo,currency_hedge,never_emerges,True
olmo,data_base,never_emerges,True
olmo,debt_covenant,never_emerges,True
olmo,decorative_image,mixed,False
olmo,dental_appointment,never_emerges,True
olmo,diluted_earnings,never_emerges,True
olmo,dining_table,never_emerges,True
olmo,double_jeopardy,never_emerges,True
olmo,drag_movement,never_emerges,False
olmo,drug_interaction,never_emerges,True
olmo,due_diligence,never_emerges,True
olmo,due_process,never_emerges,True
olmo,electronic_discovery,never_emerges,True
olmo,equal_protection,never_emerges,True
olmo,error_identification,monotonic_climb,False
olmo,excessive_bail,never_emerges,True
olmo,expert_witness,never_emerges,True
olmo,felony_conviction,never_emerges,True
olmo,fifth_amendment,never_emerges,True
olmo,financial_leverage,never_emerges,True
olmo,fire_station,never_emerges,True
olmo,fiscal_policy,never_emerges,True
olmo,fluid_retention,never_emerges,True
olmo,focus_appearance,never_emerges,False
olmo,focus_indicator,mixed,False
olmo,focus_management,never_emerges,False
olmo,form_field,monotonic_climb,False
olmo,free_speech,never_emerges,True
olmo,gastrointestinal_absorption,never_emerges,True
olmo,grand_indictment,never_emerges,True
olmo,grilled_cheese,never_emerges,True
olmo,guilty_plea,never_emerges,True
olmo,hard_drive,never_emerges,True
olmo,heart_rate,never_emerges,True
olmo,hedge_fund,never_emerges,True
olmo,hostile_merger,never_emerges,True
olmo,hot_chocolate,never_emerges,True
olmo,ice_cream,never_emerges,True
olmo,immune_response,never_emerges,True
olmo,impairment_goodwill,never_emerges,True
olmo,implied_volatility,never_emerges,True
olmo,informative_image,never_emerges,True
olmo,informed_consent,never_emerges,True
olmo,input_purpose,never_emerges,True
olmo,interest_swap,never_emerges,True
olmo,joint_custody,never_emerges,True
olmo,joint_replacement,never_emerges,True
olmo,journal_entry,never_emerges,True
olmo,judicial_review,never_emerges,True
olmo,jury_verdict,never_emerges,True
olmo,keyboard_interaction,peak_regress,False
olmo,keyboard_navigation,monotonic_climb,False
olmo,landmark_region,never_emerges,False
olmo,legal_standing,never_emerges,True
olmo,life_jacket,never_emerges,True
olmo,light_bulb,never_emerges,True
olmo,live_region,never_emerges,False
olmo,living_room,never_emerges,True
olmo,low_vision,peak_regress,False
olmo,lung_cancer,never_emerges,True
olmo,magnetic_resonance,never_emerges,True
olmo,maintenance_margin,never_emerges,True
olmo,market_liquidity,never_emerges,True
olmo,material_breach,never_emerges,True
olmo,mental_health,never_emerges,True
olmo,menu_bar,monotonic_climb,False
olmo,metabolic_panel,never_emerges,True
olmo,modified_duration,never_emerges,True
olmo,money_laundering,never_emerges,True
olmo,mountain_lion,never_emerges,True
olmo,multiple_sclerosis,never_emerges,True
olmo,muscle_spasm,never_emerges,True
olmo,mutual_fund,never_emerges,True
olmo,nerve_damage,never_emerges,True
olmo,operating_system,never_emerges,True
olmo,oral_deposition,never_emerges,True
olmo,orange_juice,never_emerges,True
olmo,organ_transplant,never_emerges,True
olmo,oxygen_saturation,never_emerges,True
olmo,pain_management,never_emerges,True
olmo,palm_tree,never_emerges,True
olmo,parking_lot,never_emerges,True
olmo,patent_infringement,never_emerges,True
olmo,peanut_butter,never_emerges,True
olmo,personal_jurisdiction,never_emerges,True
olmo,platelet_count,never_emerges,True
olmo,plea_bargain,never_emerges,True
olmo,pointer_cancellation,never_emerges,False
olmo,post_office,never_emerges,True
olmo,power_supply,never_emerges,True
olmo,preferred_dividend,never_emerges,True
olmo,preliminary_injunction,never_emerges,True
olmo,price_ratio,never_emerges,True
olmo,prime_rate,never_emerges,True
olmo,probable_cause,never_emerges,True
olmo,proper_venue,never_emerges,True
olmo,public_offering,never_emerges,True
olmo,punitive_damages,never_emerges,True
olmo,radio_group,never_emerges,True
olmo,reading_order,never_emerges,False
olmo,redundant_entry,never_emerges,True
olmo,regulatory_compliance,never_emerges,True
olmo,respiratory_tract,never_emerges,True
olmo,responsive_design,monotonic_climb,False
olmo,restraining_order,never_emerges,True
olmo,roller_coaster,never_emerges,True
olmo,scar_tissue,never_emerges,True
olmo,school_bus,never_emerges,True
olmo,screen_reader,mixed,False
olmo,search_engine,never_emerges,True
olmo,search_warrant,never_emerges,True
olmo,section_heading,monotonic_climb,False
olmo,semantic_html,peak_regress,False
olmo,semantic_markup,monotonic_climb,False
olmo,sensory_characteristics,never_emerges,True
olmo,shooting_star,never_emerges,True
olmo,side_effect,never_emerges,True
olmo,sign_language,monotonic_climb,False
olmo,skin_graft,never_emerges,True
olmo,skip_link,peak_regress,False
olmo,sleep_apnea,never_emerges,True
olmo,sore_throat,never_emerges,True
olmo,sovereign_immunity,never_emerges,True
olmo,specific_performance,never_emerges,True
olmo,spinal_cord,never_emerges,True
olmo,status_message,monotonic_climb,False
olmo,statute_limitations,never_emerges,True
olmo,stem_cell,never_emerges,True
olmo,stock_market,never_emerges,True
olmo,stress_test,never_emerges,True
olmo,strict_liability,never_emerges,True
olmo,summary_motion,never_emerges,True
olmo,swimming_pool,never_emerges,True
olmo,systemic_risk,never_emerges,True
olmo,tab_panel,monotonic_climb,False
olmo,target_size,never_emerges,False
olmo,tax_shelter,never_emerges,True
olmo,tea_cup,never_emerges,True
olmo,text_alternative,peak_regress,False
olmo,text_formatting,monotonic_climb,False
olmo,text_spacing,peak_regress,False
olmo,therapeutic_dosage,never_emerges,True
olmo,thunder_storm,never_emerges,True
olmo,tidal_wave,never_emerges,True
olmo,tool_tip,monotonic_climb,False
olmo,touch_target,monotonic_climb,False
olmo,trade_deficit,never_emerges,True
olmo,trade_settlement,never_emerges,True
olmo,train_station,never_emerges,True
olmo,tree_grid,never_emerges,False
olmo,tumor_growth,never_emerges,True
olmo,universal_design,never_emerges,False
olmo,user_name,never_emerges,True
olmo,venture_capital,never_emerges,True
olmo,viral_infection,never_emerges,True
olmo,waiting_room,never_emerges,True
olmo,washing_machine,never_emerges,True
olmo,witness_testimony,never_emerges,True
olmo,wound_care,never_emerges,True
olmo,yield_maturity,never_emerges,True
olmo,zero_collar,never_emerges,True
